序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2009/03,松山,3.7,0.68,410.15,25.3,51,30,39.08,11.23,27.85,2.259,0.27,1.989,18.76,74.33
2,臺北市,2009/03,古亭,3.3,0.75,-,26.7,58,31,39.88,11.5,28.38,2.238,0.272,1.966,19.09,77.36
3,臺北市,2009/03,中山,3.8,0.87,-,22.4,59,37,51.23,16.76,34.47,2.347,0.346,2.002,18.34,74.95
4,臺北市,2009/03,萬華,3.3,0.8,-,26.9,52,32,39.41,10.48,28.93,-,-,-,18.76,77.98
5,臺北市,2009/03,陽明,2.0,0.27,392.96,49.3,23,14,5.12,1.3,3.81,-,-,-,12.59,92.37
6,臺北市,2009/03,士林,2.9,0.55,-,31.6,56,25,24.73,5.01,19.72,-,-,-,18.67,74.44
7,新北市,2009/03,板橋,4.4,0.74,-,27.0,55,30,36.87,8.22,28.64,2.413,0.369,2.044,18.84,71.68
8,新北市,2009/03,三重,3.9,1.94,-,-,68,41,146.11,96.54,49.57,2.578,0.865,1.713,19.25,73.19
9,新北市,2009/03,菜寮,3.9,0.84,-,30.4,54,31,41.47,13.37,28.1,-,-,-,19.09,73.17
10,新北市,2009/03,永和,3.8,1.17,-,25.2,54,33,50.42,22.5,27.92,-,-,-,18.93,74.1
11,新北市,2009/03,新莊,4.7,0.66,-,32.3,51,31,33.03,8.6,24.42,-,-,-,18.19,74.35
12,新北市,2009/03,新店,3.0,0.53,-,36.0,41,23,24.46,3.79,20.66,-,-,-,18.7,78.45
13,新北市,2009/03,淡水,3.0,0.47,-,33.6,42,23,18.18,3.61,14.57,-,-,-,-,-
14,新北市,2009/03,汐止,3.4,0.52,-,30.2,48,26,28.94,7.67,21.26,-,-,-,18.46,83.54
15,新北市,2009/03,土城,4.1,0.64,-,33.2,54,30,33.21,9.01,24.19,2.265,0.303,1.962,18.69,76.01
16,新北市,2009/03,林口,3.7,0.42,-,37.8,46,25,19.93,3.29,16.63,-,-,-,16.37,87.27
17,新北市,2009/03,萬里,1.8,0.3,-,45.6,55,20,9.35,1.68,7.67,-,-,-,17.84,82.29
18,臺中市,2009/03,西屯,3.2,0.46,-,34.8,73,41,24.11,5.2,18.91,2.151,0.217,1.934,19.7,70.12
19,臺中市,2009/03,忠明,3.7,0.68,-,28.1,67,41,33.03,6.59,26.44,2.046,0.32,1.726,19.53,73.7
20,臺中市,2009/03,豐原,3.5,0.62,-,28.5,68,36,26.61,4.2,22.41,1.955,0.26,1.694,19.21,76.97
21,臺中市,2009/03,沙鹿,3.4,0.44,-,35.9,65,37,19.48,2.88,16.6,-,-,-,19.21,76.7
22,臺中市,2009/03,大里,2.4,0.6,423.88,26.1,64,46,30.64,6.48,24.16,1.905,0.27,1.635,20.68,77.71
23,臺南市,2009/03,新營,3.7,0.43,-,35.3,83,43,20.67,3.08,17.58,2.193,0.123,2.07,21.41,75.94
24,臺南市,2009/03,善化,3.9,0.38,397.39,36.7,79,42,20.75,4.41,16.33,-,-,-,20.85,63.65
25,臺南市,2009/03,安南,3.9,0.4,-,38.7,84,44,20.37,3.0,17.37,1.776,0.167,1.61,21.66,75.09
26,臺南市,2009/03,臺南,4.1,0.56,-,40.5,72,49,23.36,2.27,21.08,2.119,0.252,1.867,21.73,73.86
27,高雄市,2009/03,左營,6.2,0.55,-,35.9,72,49,26.73,3.32,23.41,2.039,0.229,1.81,22.67,74.7
28,高雄市,2009/03,楠梓,5.2,0.49,-,33.3,87,49,26.26,6.22,20.05,2.023,0.2,1.823,22.73,72.53
29,高雄市,2009/03,前金,6.7,0.59,-,34.6,79,53,26.89,4.52,22.36,2.272,0.253,2.02,23.27,70.48
30,高雄市,2009/03,前鎮,7.7,0.68,-,29.1,89,49,33.28,7.12,26.16,-,-,-,23.72,71.35
31,高雄市,2009/03,復興,10.1,0.92,-,29.5,87,55,38.9,8.51,30.4,-,-,-,24.01,78.28
32,高雄市,2009/03,小港,14.3,0.6,-,27.5,86,54,37.08,8.2,28.88,2.115,0.312,1.803,24.15,68.51
33,高雄市,2009/03,鳳山,11.3,0.67,-,29.6,97,48,33.66,7.04,26.62,2.218,0.4,1.818,23.14,73.63
34,高雄市,2009/03,林園,13.1,0.49,-,36.4,84,47,28.7,6.1,22.61,2.133,0.181,1.952,23.65,76.52
35,高雄市,2009/03,大寮,7.8,0.53,-,31.7,90,54,27.63,4.16,23.48,-,-,-,22.92,73.83
36,高雄市,2009/03,仁武,11.3,0.53,-,27.9,79,56,33.53,6.88,26.65,2.214,0.271,1.943,23.08,73.7
37,高雄市,2009/03,橋頭,4.9,0.5,-,31.7,87,50,24.48,3.78,20.7,-,-,-,22.8,73.17
38,高雄市,2009/03,美濃,3.0,0.41,-,35.3,82,49,14.54,1.94,12.59,-,-,-,23.78,77.72
39,基隆市,2009/03,基隆,2.3,0.48,-,34.5,35,22,20.32,5.48,14.84,1.915,0.156,1.758,18.22,78.52
40,新竹市,2009/03,新竹,3.0,0.55,-,31.5,55,35,24.83,4.45,20.37,2.089,0.222,1.867,18.61,76.98
41,嘉義市,2009/03,嘉義,3.9,0.51,-,29.8,81,51,23.21,2.32,20.88,2.122,0.193,1.929,21.04,72.43
42,宜蘭縣,2009/03,宜蘭,2.4,0.39,402.5,37.2,44,21,10.15,1.18,8.95,-,-,-,19.98,79.34
43,宜蘭縣,2009/03,冬山,2.1,0.36,-,36.8,38,19,14.52,2.82,11.69,-,-,-,19.28,78.13
44,桃園市,2009/03,桃園,6.3,0.63,-,31.2,61,31,29.81,6.53,23.28,2.148,0.258,1.89,18.14,78.63
45,桃園市,2009/03,中壢,5.5,0.99,-,25.0,72,35,51.95,20.94,31.01,2.55,0.509,2.041,17.65,82.07
46,桃園市,2009/03,大園,4.7,0.4,-,36.0,49,32,24.47,5.28,19.19,-,-,-,18.21,81.14
47,桃園市,2009/03,龍潭,2.8,0.5,-,31.4,57,28,23.61,3.89,19.72,-,-,-,16.82,86.68
48,桃園市,2009/03,平鎮,5.2,0.51,-,32.2,65,31,27.31,4.03,23.27,-,-,-,17.92,77.39
49,桃園市,2009/03,觀音,6.0,0.33,-,38.9,63,29,16.36,2.08,14.27,-,-,-,17.52,79.91
50,新竹縣,2009/03,竹東,2.2,0.46,-,30.7,50,28,18.25,2.95,15.3,-,-,-,18.27,78.18
51,新竹縣,2009/03,湖口,3.6,0.38,-,36.7,54,31,18.28,3.6,14.67,-,-,-,17.69,77.07
52,苗栗縣,2009/03,苗栗,3.8,0.48,-,31.7,52,35,22.17,4.28,17.89,-,-,-,18.64,77.93
53,苗栗縣,2009/03,頭份,3.4,0.44,-,32.3,59,35,20.84,3.45,17.39,-,-,-,18.12,79.12
54,苗栗縣,2009/03,三義,2.3,0.37,-,35.3,56,34,16.14,1.84,14.29,-,-,-,16.74,85.76
55,彰化縣,2009/03,彰化,4.5,0.49,-,28.5,65,43,31.12,6.93,24.18,2.015,0.196,1.82,19.59,73.85
56,彰化縣,2009/03,線西,3.8,0.37,-,39.9,61,35,16.25,2.37,13.86,-,-,-,20.07,77.05
57,彰化縣,2009/03,二林,2.4,0.31,-,37.1,55,39,14.24,2.33,11.9,-,-,-,19.98,74.7
58,南投縣,2009/03,南投,3.4,0.54,-,26.8,70,47,24.99,4.73,20.26,2.143,0.259,1.884,20.42,74.81
59,南投縣,2009/03,埔里,3.1,0.49,-,34.5,60,46,18.43,2.8,15.63,-,-,-,20.96,72.53
60,南投縣,2009/03,竹山,2.8,0.47,-,30.0,73,52,22.35,3.5,18.85,-,-,-,20.03,79.82
61,雲林縣,2009/03,斗六,3.1,0.46,-,32.5,69,49,20.07,3.14,16.93,-,-,-,20.84,75.74
62,雲林縣,2009/03,崙背,3.5,0.36,-,37.3,70,41,15.5,2.43,13.06,-,-,-,19.84,76.62
63,雲林縣,2009/03,臺西,3.8,0.3,-,42.8,57,34,13.6,2.31,11.29,-,-,-,20.17,83.14
64,嘉義縣,2009/03,朴子,3.6,0.39,-,38.9,87,40,15.31,1.77,13.52,-,-,-,20.73,74.65
65,嘉義縣,2009/03,新港,3.1,0.39,-,37.6,83,46,17.28,3.13,14.15,-,-,-,19.96,71.87
66,屏東縣,2009/03,屏東,5.4,0.58,-,35.9,81,49,21.91,3.9,18.03,2.244,0.22,2.024,24.05,68.23
67,屏東縣,2009/03,潮州,5.1,0.44,-,33.1,89,47,17.25,3.63,13.63,-,-,-,23.43,72.28
68,屏東縣,2009/03,恆春,1.7,0.22,375.24,49.5,26,14,3.28,0.95,2.31,-,-,-,25.19,79.96
69,臺東縣,2009/03,臺東,1.9,0.39,-,36.1,32,14,6.9,1.99,4.91,-,-,-,22.83,75.69
70,臺東縣,2009/03,關山,1.7,-,-,31.5,27,16,6.98,2.22,4.76,-,-,-,20.77,78.75
71,花蓮縣,2009/03,花蓮,2.2,0.49,-,28.8,36,22,16.25,2.58,13.66,-,-,-,21.18,79.81
72,澎湖縣,2009/03,馬公,2.1,0.3,-,52.7,51,24,5.99,1.21,4.76,-,-,-,19.42,77.61
73,金門縣,2009/03,金門,9.0,0.5,-,38.2,87,47,19.86,3.96,15.88,-,-,-,15.78,78.04
74,連江縣,2009/03,馬祖,3.5,0.4,-,48.3,60,34,9.64,1.53,8.1,-,-,-,13.07,80.49
,,,,,,,,,,,,,,,,,
