序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
20,臺中市,2017/02,忠明,2.3,0.48,-,28.6,47,26,25.48,6.29,19.2,1.956,0.166,1.79,2.12,1.14,18.35,-,-,67.04,-
21,臺中市,2017/02,豐原,2.5,0.36,-,32.6,39,23,14.18,2.16,12.02,1.902,0.112,1.79,2.12,1.44,16.23,-,-,69.89,-
22,臺中市,2017/02,沙鹿,2.1,0.36,-,35.3,48,23,16.03,2.4,13.62,-,-,-,4.47,1.47,16.99,-,-,73.2,-
23,臺中市,2017/02,大里,2.5,0.53,432.9,26.2,57,28,26.37,4.53,21.84,1.98,0.223,1.757,1.85,0.96,17.61,-,-,67.38,-
24,臺南市,2017/02,新營,2.8,0.42,-,29.6,85,38,17.69,2.33,15.36,2.096,0.107,1.989,2.47,1.19,18.2,0.5,6.84,72.9,35.59
25,臺南市,2017/02,善化,2.6,-,427.94,27.9,73,37,16.99,2.59,14.4,-,-,-,3.08,1.84,19.88,-,-,75.03,-
26,臺南市,2017/02,安南,2.6,0.42,-,30.9,81,34,17.48,2.8,14.68,2.14,0.143,1.997,2.6,1.39,18.95,-,-,72.19,-
27,臺南市,2017/02,臺南,2.8,0.52,-,32,71,39,19.27,1.95,17.34,2.041,0.172,1.869,2.46,1.26,18.02,-,-,67.45,-
28,高雄市,2017/02,左營,3.8,0.53,-,31.6,91,43,23.89,2.59,21.31,2.235,0.18,2.055,2.37,1.65,21.52,-,-,69.51,-
29,高雄市,2017/02,楠梓,3.2,0.48,-,28.3,100,47,23.29,4.01,19.28,2.096,0.169,1.927,2.24,1.29,19.75,-,-,67.28,-
30,高雄市,2017/02,前金,3.8,0.56,-,31.4,87,40,23.33,2.84,20.47,2.167,0.193,1.974,2.47,1.35,20.22,-,-,68.24,-
31,高雄市,2017/02,前鎮,4.6,0.65,-,26.6,89,42,29.53,4.24,25.29,2.268,0.221,2.047,1.82,1,20.61,-,-,65.66,-
32,高雄市,2017/02,復興,4.6,0.8,-,26.6,81,42,33.03,6.07,26.96,2.339,0.32,2.019,1.22,0.74,20.93,-,-,68.28,-
33,高雄市,2017/02,小港,6.3,0.6,-,27.2,86,44,34.5,6.04,28.46,2.217,0.237,1.98,1.95,1.17,21.16,0,0,68.54,0
34,高雄市,2017/02,鳳山,4.4,0.64,-,23.8,103,40,28.69,4.31,24.38,2.308,0.268,2.04,1.58,0.86,20.94,0,0,66.14,0
35,高雄市,2017/02,林園,6.2,0.43,-,34.1,56,-,23.63,3.01,20.62,2.215,0.161,2.054,2.43,1.98,21.43,-,-,69.79,-
36,高雄市,2017/02,大寮,4.8,0.51,-,27.7,82,35,26.1,3.6,22.49,2.293,0.209,2.085,2.03,1.55,20.33,-,-,70.16,-
37,高雄市,2017/02,仁武,4.1,0.52,-,27.9,91,43,29.16,4.88,24.29,2.234,0.222,2.012,2.19,1.62,19.85,-,-,68.67,-
38,高雄市,2017/02,橋頭,3.6,0.48,-,26.8,87,46,22.89,3.56,19.32,-,-,-,2.42,1.4,18.85,0.5,5.61,67.9,8.83
39,高雄市,2017/02,美濃,1.9,0.41,-,33.9,66,35,12.2,2.06,10.14,-,-,-,1.18,0.88,20.23,-,-,70.32,-
40,基隆市,2017/02,基隆,2.1,0.37,-,37.2,28,18,14.1,3.17,10.93,2.042,0.114,1.928,1.42,1.08,16.25,-,-,79.25,-
41,新竹市,2017/02,新竹,2.1,0.4,-,34,50,24,18.68,3.13,15.55,2.01,0.131,1.879,2.86,2.25,16.33,-,-,72.05,-
42,嘉義市,2017/02,嘉義,3.3,0.54,-,26.3,75,40,21.12,4.38,16.74,2.04,0.183,1.857,2.18,1.17,18.36,-,-,67.96,-
43,宜蘭縣,2017/02,宜蘭,1.6,0.34,423.85,35.6,37,16,8.31,1.31,6.99,-,-,-,1.36,0.89,17.14,-,-,79.18,-
44,宜蘭縣,2017/02,冬山,1.6,0.3,-,33.1,38,14,11.21,2.72,8.48,-,-,-,1.68,1.25,16.5,1.48,4.72,78.71,72.64
45,桃園市,2017/02,桃園,2.9,0.45,-,34.1,38,20,19.96,3.61,16.36,2.128,0.137,1.991,1.84,1.38,16.43,-,-,73.16,-
46,桃園市,2017/02,中壢,3.1,0.82,-,26.9,43,21,44.56,17.43,27.13,2.264,0.275,1.989,1.47,0.49,16.13,-,-,72.57,-
47,桃園市,2017/02,大園,3.7,0.33,-,39.5,51,22,18.55,3.24,15.31,-,-,-,5.21,4.61,15.95,-,-,74.09,-
48,桃園市,2017/02,龍潭,2.3,0.39,-,36.3,48,22,15.3,2.64,12.66,-,-,-,4.02,3.64,15.12,-,-,74.44,-
49,桃園市,2017/02,平鎮,2.6,0.4,-,36.4,46,21,18.84,2.81,16.04,-,-,-,3.22,2.63,16.31,-,-,74.14,-
50,桃園市,2017/02,觀音,4.4,0.3,-,39.6,54,22,13.39,1.45,11.92,-,-,-,5.14,4.75,16.15,1.41,4.77,75.31,66.68
51,新竹縣,2017/02,竹東,1.9,0.35,-,31.1,40,22,12.45,2.07,10.38,-,-,-,2.3,1.66,16.36,-,-,71.44,-
52,新竹縣,2017/02,湖口,2.8,0.32,-,41.7,43,25,12.91,2.37,10.54,-,-,-,4.74,4.5,16.82,-,-,75.18,-
53,苗栗縣,2017/02,苗栗,2.3,0.41,-,31.7,53,22,17.43,3.42,14.01,-,-,-,2.52,1.62,16.24,-,-,74.71,-
54,苗栗縣,2017/02,頭份,2.2,0.36,-,36.4,47,24,16.8,2.38,14.42,2.05,0.101,1.949,2.59,1.98,16.61,-,-,74.29,-
55,苗栗縣,2017/02,三義,1.7,0.3,-,34.8,37,19,10.71,1.93,8.78,-,-,-,4.04,3.33,14.39,2.03,4.74,81.81,25.87
56,彰化縣,2017/02,彰化,2.4,0.48,-,28.5,52,28,19.41,2.8,16.61,2.015,0.165,1.85,2.69,1.06,17.06,-,-,68.91,-
57,彰化縣,2017/02,線西,4.1,0.41,-,36.5,62,31,17.04,2.68,14.36,1.968,0.079,1.889,4.93,4,17.13,-,-,74.74,-
58,彰化縣,2017/02,二林,4,0.36,-,35.1,64,23,14.07,2.01,12.05,-,-,-,3.87,2.82,17.84,-,-,75.49,-
59,南投縣,2017/02,南投,2.2,0.5,-,24.3,63,32,22.35,4.04,18.31,1.855,0.185,1.67,1.53,0.86,17.81,1.07,5.64,70.86,51.18
60,南投縣,2017/02,埔里,2,0.45,-,28,51,34,15.64,2.21,13.42,-,-,-,1.37,1.06,17.98,-,-,70.49,-
61,南投縣,2017/02,竹山,2.9,0.42,-,26.8,67,42,17.89,1.87,16.02,-,-,-,1.49,1.03,17.26,-,-,74.5,-
62,雲林縣,2017/02,斗六,2.6,0.41,-,29,66,40,18.45,3,15.45,-,-,-,1.86,0.98,18.97,-,-,71.85,-
63,雲林縣,2017/02,崙背,3.1,0.37,-,35.4,65,36,14.15,2.1,12.05,-,-,-,3.52,1.35,17.55,0,0,73.52,0
64,雲林縣,2017/02,麥寮,3.4,0.34,-,36.7,97,34,13.13,2.26,10.87,2.085,0.065,2.02,4.48,2.05,17.59,-,-,76.09,-
65,雲林縣,2017/02,臺西,3.3,0.29,-,41.5,61,32,10.32,1.59,8.73,1.941,0.042,1.899,7.02,6.26,17.25,-,-,75.49,-
66,嘉義縣,2017/02,朴子,3,0.35,-,36.8,87,30,12.53,1.86,10.66,-,-,-,2.43,1.06,18.73,-,-,73.84,-
67,嘉義縣,2017/02,新港,3.1,0.39,-,33.1,77,34,13.47,2.26,11.21,-,-,-,2.83,1.1,17.45,-,-,73.47,-
68,屏東縣,2017/02,屏東,3,0.53,-,32.5,75,41,19.82,2.14,17.68,2.191,0.148,2.043,1.54,1.06,20.89,-,-,65.86,-
69,屏東縣,2017/02,潮州,3.3,0.47,-,37.3,91,42,18,1.69,16.31,-,-,-,1.61,1.29,20.6,-,-,74.76,-
70,屏東縣,2017/02,恆春,1.9,0.19,409.64,48.3,28,12,2.72,1.47,1.24,-,-,-,7.7,7.29,20.71,1.02,5.06,78.29,76.53
71,臺東縣,2017/02,臺東,1.1,0.35,-,30.5,27,13,7.68,2.02,5.66,-,-,-,2.43,1.53,19.97,1.1,4.72,69.47,47.45
72,臺東縣,2017/02,關山,1.2,-,-,31.4,26,10,5.96,1.53,4.44,-,-,-,1.79,1.2,17.54,-,-,79.71,-
73,花蓮縣,2017/02,花蓮,1.6,0.34,-,33.4,30,14,9.63,1.76,7.87,-,-,-,2.37,1.97,18.64,0.98,5.13,75.22,98.96
74,澎湖縣,2017/02,馬公,1.5,0.28,-,44.6,49,21,4.39,1.1,3.29,-,-,-,5.51,3.39,16.89,3,5.51,79.15,71.72
75,金門縣,2017/02,金門,3.1,0.37,-,41.1,60,35,12.98,2.07,10.91,-,-,-,3.03,2.52,14.37,2.75,4.48,65.19,31.65
76,連江縣,2017/02,馬祖,2.5,0.33,-,48.2,52,28,7.33,0.98,6.31,-,-,-,3.11,2.44,11.56,1.49,5.01,80.81,35.57
,,,,,,,,,,,,,,,,,,,,,,
