序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
1,臺北市,2017/02,松山,2.3,0.48,430.67,30.1,37,19,27,6.51,20.49,2.011,0.132,1.879,1.82,1.33,17.09,-,-,69.97,-
2,臺北市,2017/02,古亭,2.1,0.47,-,31.6,30,23,23.5,4.79,18.71,2.069,0.134,1.935,2.37,2.04,17.19,-,-,71.76,-
3,臺北市,2017/02,中山,2.3,0.64,-,26.3,39,20,36.33,10.78,25.55,2.138,0.186,1.953,2.04,1.57,17.7,-,-,74.21,-
4,臺北市,2017/02,大同,3.1,1.01,-,-,54,19,64.48,33.28,31.2,2.37,0.307,2.063,-,-,-,-,-,-,-
5,臺北市,2017/02,萬華,2.4,0.53,-,27.8,38,20,30.38,6.59,23.79,-,-,-,2.23,1.95,17.89,-,-,69.47,-
6,臺北市,2017/02,陽明,1.8,0.22,416.52,47.7,17,12,3.14,0.51,2.58,-,-,-,-,-,10.26,1.29,4.22,91.96,87.64
7,臺北市,2017/02,士林,2.4,0.38,-,36.3,35,18,16.6,3.46,13.14,-,-,-,2.19,1.82,17.18,-,-,71.97,-
8,新北市,2017/02,板橋,2.8,0.54,-,29.8,46,19,26.31,5.35,20.96,2.143,0.195,1.948,2.43,2.06,17.48,1.63,4.61,66.35,61.13
9,新北市,2017/02,三重,3.4,1.35,-,-,56,19,101.6,61.72,39.89,2.497,0.428,2.069,-,-,17.71,-,-,66.49,-
10,新北市,2017/02,菜寮,2.5,0.51,-,32.5,39,20,23.55,4.78,18.77,-,-,-,2.55,2.17,18.16,-,-,68.23,-
11,新北市,2017/02,永和,2.2,0.7,-,31.1,35,20,31.59,11.34,20.25,2.145,0.223,1.922,2.24,2.03,17.24,-,-,71.06,-
12,新北市,2017/02,新莊,2.6,0.51,-,32.3,41,16,25.4,6.23,19.17,-,-,-,3.55,3.23,17.18,-,-,65.19,-
13,新北市,2017/02,新店,2.1,0.42,-,35.3,34,20,17.54,3.01,14.53,-,-,-,1.98,1.56,16.81,-,-,70.54,-
14,新北市,2017/02,淡水,2,0.35,-,33.6,36,18,12.34,2.48,9.85,-,-,-,-,-,-,-,-,-,-
15,新北市,2017/02,汐止,2.4,0.44,-,30.6,34,22,24.29,6.13,18.16,-,-,-,1.88,1.6,16.5,-,-,73.93,-
16,新北市,2017/02,土城,2.4,0.47,-,33.3,38,19,21.09,4.35,16.74,2.088,0.155,1.932,1.55,0.63,17.23,-,-,70.28,-
17,新北市,2017/02,林口,2.5,0.33,-,38.2,49,25,16.15,3.53,12.63,-,-,-,3.23,2.86,15.25,-,-,77.54,-
18,新北市,2017/02,萬里,2,0.26,-,44.9,53,22,7.08,1.67,5.41,-,-,-,4.8,4.26,16.25,2.64,4.23,74.96,207.72
19,臺中市,2017/02,西屯,2.3,0.36,-,34.3,57,26,19.32,4.23,15.08,1.922,0.18,1.742,3.13,1.42,18.29,1.38,5.51,67.47,25.5
