序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
36,高雄市,2005/07,大寮,5.8,0.26,-,24.2,58,27,11.87,2.9,8.96,-,-,-,29.46,-,-,74.45,-
37,高雄市,2005/07,仁武,7.8,0.37,-,25.1,53,26,23.66,6.65,17.0,2.082,0.173,1.909,30.26,-,-,74.26,-
38,高雄市,2005/07,橋頭,7.1,0.22,-,24.8,56,24,18.06,5.23,12.83,-,-,-,29.82,-,-,70.54,-
39,高雄市,2005/07,美濃,2.5,0.22,-,31.5,43,-,6.73,1.27,5.46,-,-,-,28.81,-,-,73.11,-
40,基隆市,2005/07,基隆,6.6,0.45,-,24.9,43,30,24.85,6.05,18.8,2.098,0.183,1.915,29.34,-,-,72.85,-
41,新竹市,2005/07,新竹,4.0,0.45,-,21.8,43,26,22.82,6.3,16.51,2.228,0.251,1.977,29.85,-,-,69.78,-
42,嘉義市,2005/07,嘉義,1.8,0.31,-,24.8,60,33,11.11,3.2,8.02,-,-,-,27.56,-,-,71.49,-
43,宜蘭縣,2005/07,宜蘭,2.0,0.31,403.2,21.3,43,20,10.33,2.21,8.11,-,-,-,29.51,-,-,71.14,-
44,宜蘭縣,2005/07,冬山,2.8,0.4,-,19.6,47,19,15.92,5.48,10.44,-,-,-,29.33,-,-,73.68,-
45,桃園市,2005/07,桃園,14.2,0.57,-,24.7,62,40,33.17,9.34,23.83,2.43,0.546,1.884,29.59,-,-,70.3,-
46,桃園市,2005/07,中壢,7.8,1.15,-,17.5,57,36,53.55,27.68,25.86,-,-,-,28.04,-,-,78.56,-
47,桃園市,2005/07,大園,6.0,0.3,-,22.9,50,31,25.17,8.19,16.97,-,-,-,30.39,-,-,70.56,-
48,桃園市,2005/07,龍潭,4.2,0.41,-,25.3,53,29,23.88,5.88,18.0,-,-,-,27.95,-,-,72.07,-
49,桃園市,2005/07,平鎮,6.6,0.4,-,24.3,54,34,22.97,6.13,16.84,-,-,-,28.6,-,-,69.82,-
50,桃園市,2005/07,觀音,6.6,0.24,-,25.5,52,26,16.3,4.83,11.47,2.127,0.272,1.854,29.49,-,-,75.13,-
51,新竹縣,2005/07,竹東,3.0,0.37,-,28.6,44,26,11.25,1.94,9.31,-,-,-,29.36,-,-,72.03,-
52,新竹縣,2005/07,湖口,4.0,0.28,-,23.8,43,26,19.37,6.68,12.69,-,-,-,28.96,-,-,75.07,-
53,苗栗縣,2005/07,苗栗,3.6,0.33,-,24.8,40,23,14.78,3.81,10.97,-,-,-,29.62,-,-,71.07,-
54,苗栗縣,2005/07,頭份,4.3,0.23,-,21.7,41,28,16.29,4.79,11.51,-,-,-,28.65,-,-,71.15,-
55,苗栗縣,2005/07,三義,2.9,0.24,-,30.0,46,25,11.32,2.19,9.12,1.9,0.2,1.701,26.29,-,-,78.71,-
56,彰化縣,2005/07,彰化,4.0,0.31,-,20.3,53,33,17.54,5.23,12.31,-,-,-,31.58,-,-,69.05,-
57,彰化縣,2005/07,線西,2.3,0.14,-,25.0,47,26,10.66,2.76,7.9,-,-,-,30.08,-,-,72.29,-
58,彰化縣,2005/07,二林,3.5,0.2,-,27.0,58,34,9.88,2.78,7.1,-,-,-,29.56,-,-,69.44,-
59,南投縣,2005/07,南投,3.0,0.38,-,30.3,49,31,16.19,4.36,11.85,1.965,0.075,1.89,29.6,-,-,71.36,-
60,南投縣,2005/07,埔里,2.3,0.35,-,34.5,56,41,10.17,1.39,8.77,-,-,-,26.36,-,-,71.22,-
61,南投縣,2005/07,竹山,2.9,0.2,-,30.8,53,35,9.45,1.52,7.92,-,-,-,29.14,-,-,73.21,-
62,雲林縣,2005/07,斗六,4.0,0.31,-,28.4,53,35,11.09,2.04,9.05,-,-,-,29.74,-,-,70.22,-
63,雲林縣,2005/07,崙背,1.7,0.19,-,27.4,51,31,-,-,-,-,-,-,26.52,-,-,74.16,-
64,雲林縣,2005/07,臺西,5.6,0.18,-,28.9,39,19,-,-,-,-,-,-,28.27,-,-,74.95,-
65,嘉義縣,2005/07,朴子,2.5,0.28,-,27.5,51,29,10.53,2.19,8.34,-,-,-,29.47,-,-,71.54,-
66,嘉義縣,2005/07,新港,1.5,0.25,-,26.8,58,33,12.08,3.54,8.53,-,-,-,29.33,-,-,73.71,-
67,屏東縣,2005/07,屏東,3.6,0.45,-,28.7,54,29,22.94,4.35,18.59,2.102,0.203,1.899,29.7,-,-,70.28,-
68,屏東縣,2005/07,潮州,2.2,0.2,-,24.6,47,30,8.24,2.16,6.08,-,-,-,29.2,-,-,75.95,-
69,屏東縣,2005/07,恆春,1.5,0.07,388.51,22.1,23,-,2.05,0.64,1.34,-,-,-,28.15,-,-,79.58,-
70,臺東縣,2005/07,臺東,1.2,0.31,-,19.3,37,13,9.12,4.24,4.88,1.943,0.217,1.726,29.34,-,-,74.5,-
71,花蓮縣,2005/07,花蓮,1.8,0.31,-,13.1,29,16,10.88,3.87,7.01,1.905,0.131,1.775,31.44,-,-,69.63,-
72,澎湖縣,2005/07,馬公,2.1,0.18,-,25.4,36,16,7.89,2.84,5.05,1.788,0.165,1.623,28.86,-,-,78.23,-
73,金門縣,2005/07,金門,3.5,0.16,-,25.6,38,19,8.25,2.85,5.39,1.907,0.115,1.792,28.37,-,-,-,-
74,連江縣,2005/07,馬祖,2.3,0.11,-,31.9,38,14,3.93,1.09,2.82,1.75,0.093,1.657,28.19,-,-,80.63,-
,,,,,,,,,,,,,,,,,,,,
