序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
18,新北市,1996/11,萬里,1.0,0.25,23.7,52.0,-,-,-,2.53,0.07,2.46,21.57,-,-
19,臺中市,1996/11,西屯,4.3,0.78,23.0,81.0,33,12,21.32,2.3,0.38,1.93,22.41,-,-
20,臺中市,1996/11,忠明,5.6,1.21,28.7,91.0,49,16,32.73,-,-,-,22.48,-,-
21,臺中市,1996/11,豐原,8.8,0.95,20.3,80.0,37,9,28.39,-,-,-,21.63,-,-
22,臺中市,1996/11,沙鹿,7.5,0.67,21.9,77.0,30,7,23.24,-,-,-,22.28,-,-
23,臺中市,1996/11,大里,5.2,0.97,20.6,109.0,39,11,28.47,-,-,-,23.4,-,-
24,臺南市,1996/11,新營,4.9,0.67,25.0,113.0,29,6,22.81,-,-,-,23.1,-,-
25,臺南市,1996/11,善化,5.2,0.55,25.4,102.0,26,5,20.46,-,-,-,22.57,-,-
26,臺南市,1996/11,安南,7.0,0.57,29.6,106.0,32,7,24.58,-,-,-,23.07,-,-
27,臺南市,1996/11,臺南,9.0,1.0,19.8,125.0,40,11,29.42,3.1,0.59,2.51,23.76,-,-
28,高雄市,1996/11,左營,9.2,0.92,23.5,102.0,41,11,30.36,3.16,0.5,2.65,23.8,-,-
29,高雄市,1996/11,楠梓,6.5,0.7,23.1,136.0,47,15,32.01,2.9,0.35,2.47,23.73,-,-
30,高雄市,1996/11,前金,13.8,1.05,30.0,135.0,42,11,30.98,-,-,-,23.91,-,-
31,高雄市,1996/11,前鎮,14.8,-,-,129.0,63,21,41.93,2.85,0.53,2.32,23.72,-,-
32,高雄市,1996/11,復興,13.7,1.72,-,135.0,73,33,39.94,3.36,1.04,2.31,24.45,-,-
33,高雄市,1996/11,小港,20.7,1.24,26.1,137.0,78,30,48.25,3.13,0.67,2.49,24.33,-,-
34,高雄市,1996/11,鳳山,26.0,1.26,26.1,135.0,67,22,44.97,-,-,-,24.53,-,-
35,高雄市,1996/11,林園,16.8,0.73,40.3,173.0,36,11,30.3,3.28,0.71,2.57,24.68,-,-
36,高雄市,1996/11,大寮,18.0,1.01,32.4,145.0,44,10,35.22,-,-,-,24.83,-,-
37,高雄市,1996/11,仁武,17.1,0.77,20.3,125.0,56,19,36.6,3.0,0.67,2.34,23.94,-,-
38,高雄市,1996/11,橋頭,7.9,0.82,25.1,115.0,42,13,29.07,2.61,0.27,2.34,23.94,-,-
39,高雄市,1996/11,美濃,3.5,0.63,37.9,121.0,21,2,18.77,-,-,-,23.55,-,-
40,基隆市,1996/11,基隆,5.0,0.76,21.3,42.0,25,11,14.48,2.43,0.36,2.07,21.01,-,-
41,新竹市,1996/11,新竹,5.1,0.64,21.3,45.0,28,8,20.05,2.81,0.29,2.52,21.39,-,-
42,嘉義市,1996/11,嘉義,7.3,1.06,24.8,115.0,44,12,31.95,3.0,0.61,2.39,23.02,-,-
43,宜蘭縣,1996/11,宜蘭,0.9,0.57,21.1,30.0,16,3,12.49,-,-,-,21.07,-,-
44,宜蘭縣,1996/11,冬山,1.8,0.58,15.9,31.0,20,7,13.32,2.25,0.14,2.11,20.84,-,-
45,桃園市,1996/11,桃園,5.0,0.63,19.0,31.0,25,6,19.25,2.57,0.26,2.31,21.29,-,-
46,桃園市,1996/11,中壢,6.3,1.0,-,41.0,45,18,26.98,-,-,-,21.46,-,-
47,桃園市,1996/11,大園,1.4,0.29,30.7,28.0,11,2,8.8,-,-,-,21.6,-,-
48,桃園市,1996/11,龍潭,2.3,0.5,23.4,38.0,21,5,15.8,-,-,-,20.29,-,-
49,桃園市,1996/11,平鎮,4.3,0.67,19.4,30.0,24,6,18.06,2.35,0.4,1.95,21.51,-,-
50,桃園市,1996/11,觀音,5.7,0.27,29.4,49.0,13,2,10.57,2.33,0.18,2.15,21.56,-,-
51,新竹縣,1996/11,竹東,1.5,0.47,24.6,48.0,19,5,14.76,-,-,-,21.81,-,-
52,新竹縣,1996/11,湖口,2.9,0.49,25.5,41.0,19,5,13.89,-,-,-,21.71,-,-
53,苗栗縣,1996/11,苗栗,4.5,0.66,17.8,60.0,35,11,24.23,-,-,-,21.85,-,-
54,苗栗縣,1996/11,頭份,53.4,-,-,80.0,53,25,27.78,2.53,0.31,2.23,22.11,-,-
55,苗栗縣,1996/11,三義,2.1,0.44,24.7,64.0,25,4,20.81,2.88,0.34,2.54,19.44,-,-
56,彰化縣,1996/11,彰化,3.7,1.02,18.5,-,46,16,30.17,2.13,0.63,1.49,23.08,-,-
57,彰化縣,1996/11,線西,7.0,-,-,80.0,29,7,22.07,2.28,0.17,2.11,22.57,-,-
58,彰化縣,1996/11,二林,6.9,0.49,27.2,93.0,21,4,17.3,-,-,-,22.05,-,-
59,南投縣,1996/11,南投,3.3,0.89,25.6,89.0,35,9,26.58,-,-,-,22.76,-,-
60,南投縣,1996/11,竹山,3.8,-,21.2,144.0,34,7,26.53,-,-,-,21.2,-,-
61,雲林縣,1996/11,斗六,5.9,0.95,22.7,108.0,32,8,23.91,-,-,-,22.62,-,-
62,雲林縣,1996/11,崙背,4.7,0.62,20.9,113.0,29,7,21.86,-,-,-,22.14,-,-
63,雲林縣,1996/11,臺西,4.3,0.35,32.8,110.0,15,2,13.15,-,-,-,22.31,-,-
64,嘉義縣,1996/11,朴子,5.6,0.49,17.1,104.0,24,4,19.92,-,-,-,22.71,-,-
65,嘉義縣,1996/11,新港,3.4,0.57,25.7,122.0,26,5,20.35,-,-,-,22.21,-,-
66,屏東縣,1996/11,屏東,6.6,1.0,34.3,138.0,31,3,27.77,2.89,0.44,2.45,24.98,-,-
67,屏東縣,1996/11,潮州,5.1,0.68,42.1,132.0,25,-,-,-,-,-,23.69,-,-
68,屏東縣,1996/11,恆春,0.0,0.23,36.3,18.0,0,0,0.16,-,-,-,24.37,-,-
69,臺東縣,1996/11,臺東,0.3,0.5,23.0,30.0,9,2,6.91,2.14,0.11,2.02,23.77,-,-
70,花蓮縣,1996/11,花蓮,0.4,0.72,14.3,28.0,22,8,14.03,2.24,0.29,1.95,22.91,-,-
,,,,,,,,,,,,,,,,
