序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
33,高雄市,2017/09,小港,8.8,0.32,-,28.3,46,21,19.93,3.71,16.23,1.987,0.14,1.847,2.07,1.71,30.92,1.15,4.92,72.28,147.69
34,高雄市,2017/09,鳳山,3.8,0.43,-,31,52,20,15.18,1.83,13.34,2.095,0.141,1.954,1.76,1.43,30.05,1.87,5.57,72.71,135.31
35,高雄市,2017/09,林園,4.5,0.23,-,35.3,28,21,8,1.09,6.9,2.021,0.054,1.969,2.39,2.15,30,-,-,76.06,-
36,高雄市,2017/09,大寮,4.1,0.26,-,28.9,47,23,13.32,2.97,10.35,2.219,0.131,2.088,1.8,1.54,30.17,-,-,75.29,-
37,高雄市,2017/09,仁武,4.5,0.31,-,34.1,50,22,13.57,2.21,11.35,2.06,0.123,1.937,1.89,1.61,29.79,-,-,76.14,-
38,高雄市,2017/09,橋頭,3.3,0.29,-,31,42,23,13.29,2.13,11.16,-,-,-,2.32,2.09,30.18,0.79,5.81,75.72,18.6
39,高雄市,2017/09,美濃,2.1,0.23,-,35.4,38,25,5.64,0.89,4.73,-,-,-,0.93,0.74,29.77,-,-,75.73,-
40,基隆市,2017/09,基隆,2.5,0.28,-,31.4,24,16,12.44,2.03,10.4,1.855,0.093,1.762,1.6,1.22,28.63,-,-,75.22,-
41,新竹市,2017/09,新竹,2.8,0.34,-,33,32,17,15.11,1.94,13.16,1.965,0.128,1.836,1.85,1.39,29.44,-,-,70.35,-
42,嘉義市,2017/09,嘉義,3.6,0.34,-,32.8,46,24,12.01,1.29,10.71,1.945,0.118,1.828,1.75,1.43,28.98,-,-,73.15,-
43,宜蘭縣,2017/09,宜蘭,2,0.24,420.43,30.8,32,12,6.12,0.94,5.17,-,-,-,1.74,1.35,28.89,-,-,73.71,-
44,宜蘭縣,2017/09,冬山,2.1,0.24,-,25.1,35,15,13.49,4.63,8.86,-,-,-,1.88,1.57,28.49,-,-,74.06,-
45,桃園市,2017/09,桃園,5.4,0.42,-,32.1,38,21,20.55,2.96,17.59,2.154,0.167,1.987,1.44,1.09,29.22,-,-,72.2,-
46,桃園市,2017/09,中壢,3.7,1.04,-,22.5,50,19,49.36,21.36,28,2.302,0.374,1.928,1.22,0.64,29.29,-,-,72.51,-
47,桃園市,2017/09,大園,4.7,0.26,-,33.7,41,18,16.79,2.22,14.57,-,-,-,3.32,3.03,29.6,-,-,71.24,-
48,桃園市,2017/09,龍潭,2.9,0.33,-,37.5,43,20,14.34,2.09,12.24,-,-,-,2.43,2.17,29.17,-,-,70.36,-
49,桃園市,2017/09,平鎮,3.7,0.34,-,34.7,42,18,18.02,2.11,15.92,-,-,-,2.3,1.97,28.77,-,-,72.95,-
50,桃園市,2017/09,觀音,3.7,0.23,-,30.7,46,-,13.32,1.6,11.72,-,-,-,3.05,2.75,28.8,0.87,5.32,74.5,91.87
51,新竹縣,2017/09,竹東,2.2,0.26,-,31.6,34,19,9.84,1.98,7.87,-,-,-,1.67,1.32,28.99,-,-,74.18,-
52,新竹縣,2017/09,湖口,3.3,0.26,-,34.8,38,20,13.21,2,11.2,-,-,-,2.72,2.47,28.77,-,-,74.76,-
53,苗栗縣,2017/09,苗栗,3.1,0.32,-,31.1,44,24,13.07,2.14,10.93,-,-,-,1.72,1.36,29.23,-,-,71.96,-
54,苗栗縣,2017/09,頭份,2.8,0.27,-,34.1,39,21,13.04,1.94,11.1,1.979,0.079,1.901,2.05,1.74,28.89,-,-,75.89,-
55,苗栗縣,2017/09,三義,2.6,0.25,-,36.6,38,20,9.82,1.23,8.59,-,-,-,2.05,1.8,27.01,2.64,5.1,77.43,19.06
56,彰化縣,2017/09,彰化,4.4,0.36,-,28.6,45,26,12.66,1.19,11.47,1.995,0.155,1.841,3.71,3.02,30.13,-,-,69.28,-
57,彰化縣,2017/09,線西,3.8,0.28,-,32.1,41,23,11.04,2.02,9.02,2.012,0.08,1.934,2.37,2.15,30.06,-,-,78.95,-
58,彰化縣,2017/09,二林,3.3,0.23,-,27.8,46,23,10.05,1.69,8.36,-,-,-,1.84,1.65,29.24,-,-,77.88,-
59,南投縣,2017/09,南投,2.5,0.36,-,28.2,47,23,13.94,1.55,12.38,1.819,0.103,1.716,1.59,1.24,30.39,3.25,6.22,71.06,14.2
60,南投縣,2017/09,埔里,2.2,0.3,-,34.6,38,24,9.65,1.14,8.49,-,-,-,1.61,1.25,27.37,-,-,73.16,-
61,南投縣,2017/09,竹山,2.8,0.25,-,33.1,43,27,9.22,1.42,7.8,-,-,-,1.39,0.99,28.6,-,-,80.58,-
62,雲林縣,2017/09,斗六,3.1,0.3,-,34.7,45,24,11.75,1.25,10.5,-,-,-,1.53,1.21,30.54,-,-,72.2,-
63,雲林縣,2017/09,崙背,2.9,0.23,-,31.4,49,25,9.74,1.77,7.97,-,-,-,1.82,1.6,29.64,2.6,4.61,75.78,515.6
64,雲林縣,2017/09,麥寮,3,0.25,-,29.5,59,27,10.24,2.47,7.77,2.178,0.074,2.104,2.04,1.78,29.47,-,-,78.54,-
65,雲林縣,2017/09,臺西,3.8,0.19,-,32.9,45,25,9.55,2.39,7.15,2.029,0.031,2.004,3.13,2.92,29.03,-,-,81.26,-
66,嘉義縣,2017/09,朴子,3,0.26,-,36,54,19,9.47,1.62,7.85,-,-,-,1.8,1.5,30.63,-,-,75.08,-
67,嘉義縣,2017/09,新港,2.8,0.27,-,32.5,47,23,10.03,1.7,8.33,-,-,-,1.86,1.58,29.67,-,-,69.99,-
68,屏東縣,2017/09,屏東,3.4,0.36,-,32.5,42,20,11.59,1.21,10.37,2.037,0.101,1.937,1.82,1.46,30.33,-,-,71.49,-
69,屏東縣,2017/09,潮州,2.5,0.22,-,32.2,48,21,6.92,1.09,5.82,-,-,-,1.69,1.39,29.44,-,-,81.84,-
70,屏東縣,2017/09,恆春,1.8,0.09,403.13,29,27,8,3.03,0.65,2.35,-,-,-,4.16,3.9,28.43,4.33,4.54,84.87,15.45
71,臺東縣,2017/09,臺東,1.3,0.26,-,18.4,26,8,6.8,2.5,4.3,-,-,-,1.83,1.5,28.8,3.72,4.63,77.33,18.65
72,臺東縣,2017/09,關山,1.2,-,-,16.3,22,8,4.38,1.67,2.7,-,-,-,1.31,1.02,28.26,-,-,77.63,-
73,花蓮縣,2017/09,花蓮,1.8,0.19,-,22.5,24,10,5.59,1.3,4.28,-,-,-,2.23,1.87,28.83,-,-,74.81,-
74,澎湖縣,2017/09,馬公,1.8,0.17,-,36,24,14,5.12,1.33,3.79,-,-,-,2.57,2.21,28.5,1.65,5.38,81.79,49.58
75,金門縣,2017/09,金門,3.5,0.21,-,45.1,41,21,8.14,0.98,7.14,-,-,-,2.23,1.94,30.64,3.09,5.27,70.41,21.56
76,連江縣,2017/09,馬祖,2.9,0.16,-,46.3,38,20,5.41,0.74,4.64,-,-,-,3.19,2.9,28.47,4.04,5.6,81.12,48.46
,,,,,,,,,,,,,,,,,,,,,,
