序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
1,臺北市,2017/09,松山,4,0.43,426.7,29.5,29,19,24.85,5.73,19.12,1.939,0.146,1.793,1.75,1.33,29.24,-,-,70.62,-
2,臺北市,2017/09,古亭,3.2,0.42,-,33,29,17,20.91,3.97,16.95,2.087,0.143,1.943,2,1.66,29.66,-,-,71.24,-
3,臺北市,2017/09,中山,3.5,0.67,-,23.4,43,18,33.11,8.91,24.2,2.115,0.197,1.918,0.87,0.4,30.05,-,-,70.08,-
4,臺北市,2017/09,大同,4.6,1.24,-,-,50,17,58.77,28.93,29.85,2.489,0.454,2.035,-,-,-,-,-,-,-
5,臺北市,2017/09,萬華,3.6,0.81,-,22.3,37,19,42.84,16.35,26.5,-,-,-,1.04,0.5,30.66,-,-,69.22,-
6,臺北市,2017/09,陽明,2.6,0.14,412.76,42.6,17,13,4.05,0.56,3.49,-,-,-,2.57,-,22.26,3.81,4.5,88.04,50.47
7,臺北市,2017/09,士林,3.5,0.32,-,33.1,34,17,14.97,2.5,12.47,-,-,-,2.13,1.87,30.15,-,-,72.91,-
8,新北市,2017/09,板橋,4.2,0.46,-,30.4,39,17,22.22,3.6,18.61,2.075,0.204,1.871,2.11,1.69,30.2,1.28,4.72,68.65,42.91
9,新北市,2017/09,三重,4.6,1.2,-,-,48,18,81.17,47.11,34.06,2.391,0.421,1.971,-,-,30.36,-,-,64.38,-
10,新北市,2017/09,菜寮,3.9,0.44,-,31.4,36,16,20,3.11,16.89,-,-,-,2.31,1.93,30.54,-,-,69.1,-
11,新北市,2017/09,永和,3,0.71,-,28.7,33,18,28.79,8.8,19.99,2.047,0.225,1.823,1.87,1.54,30.13,-,-,68.73,-
12,新北市,2017/09,新莊,4.3,0.41,-,33.5,36,14,19.3,3.22,16.08,-,-,-,2.49,2.19,30.26,-,-,63.33,-
13,新北市,2017/09,新店,3.1,0.34,-,35.4,36,20,14.56,2.17,12.39,-,-,-,1.94,1.6,29.55,-,-,68.75,-
14,新北市,2017/09,淡水,3.2,0.29,-,27.4,33,13,12.31,2.1,10.21,-,-,-,1.32,-,28.66,-,-,73.63,-
15,新北市,2017/09,汐止,4.1,0.37,-,30.5,31,18,20.69,4.7,15.99,-,-,-,1.71,1.39,29.32,-,-,77.76,-
16,新北市,2017/09,土城,3.3,0.4,-,33.6,36,19,19.44,3.6,15.83,2.068,0.172,1.896,1.51,0.94,29.98,-,-,72.81,-
17,新北市,2017/09,林口,3.6,0.28,-,34.3,43,23,17.7,3.1,14.6,-,-,-,2.49,2.15,27.33,-,-,79.46,-
18,新北市,2017/09,萬里,3.2,0.2,-,35.7,37,20,7.74,1.75,5.98,-,-,-,3,2.7,28.54,2.51,4.41,76.6,103.07
19,臺中市,2017/09,西屯,3.9,0.32,-,30.5,47,23,18.21,3.22,14.99,1.919,0.196,1.724,1.85,1.59,29.05,3.31,6.05,67.63,30.23
20,臺中市,2017/09,忠明,3.4,0.39,-,31.7,37,24,18.06,2.55,15.51,1.915,0.132,1.783,1.77,1.33,30.7,-,-,70.66,-
21,臺中市,2017/09,豐原,2.8,0.34,-,36.6,39,21,11.99,1.78,10.2,1.859,0.126,1.734,1.93,1.65,27.91,-,-,73.9,-
22,臺中市,2017/09,沙鹿,3.6,0.31,-,31.4,39,19,15.75,2.28,13.46,-,-,-,2.37,2.07,28.49,-,-,72.65,-
23,臺中市,2017/09,大里,3.1,0.43,412.5,32.7,48,20,16.66,2.95,13.72,2.054,0.175,1.879,1.81,1.47,29.38,-,-,70.73,-
24,臺南市,2017/09,新營,3,0.28,-,31.9,46,23,10.25,1.15,9.07,2.136,0.084,2.053,1.74,1.41,29.91,1.04,6.32,72.86,134.01
25,臺南市,2017/09,善化,2.8,0.22,426.37,29.5,42,21,10.16,2.38,7.78,-,-,-,2.13,1.97,29.86,-,-,81.75,-
26,臺南市,2017/09,安南,2.3,0.28,-,35.4,43,21,12.32,1.98,10.33,2.098,0.142,1.956,2.35,2.05,30.57,-,-,73,-
27,臺南市,2017/09,臺南,3.3,0.32,-,34.4,36,19,11.52,1.58,9.93,1.951,0.131,1.82,1.94,1.63,30.16,-,-,73.02,-
28,高雄市,2017/09,左營,4.1,0.29,-,34,44,20,13.87,1.46,12.4,2.015,0.096,1.92,2.3,1.97,29.44,-,-,77.95,-
29,高雄市,2017/09,楠梓,3.3,0.32,-,31.2,53,21,14.94,2.65,12.31,2.052,0.192,1.86,1.71,1.44,29.82,-,-,76.24,-
30,高雄市,2017/09,前金,4.5,0.31,-,34.6,39,20,12.52,1.71,10.81,1.958,0.096,1.862,2.24,1.92,29.72,-,-,75.18,-
31,高雄市,2017/09,前鎮,5.8,0.32,-,29.9,40,21,16.89,3.01,13.87,2.006,0.11,1.896,1.67,1.28,30.12,-,-,73.72,-
32,高雄市,2017/09,復興,5.9,0.48,-,29,35,19,18.86,3.76,15.1,2.031,0.172,1.859,0.95,0.64,30.74,-,-,71.51,-
