序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1996/01,松山,7.1,1.32,10.2,60.0,71,33,38.46,-,-,-,15.46,-,-
2,臺北市,1996/01,古亭,5.5,1.15,13.8,52.0,61,28,32.71,2.61,0.44,2.17,15.53,-,-
3,臺北市,1996/01,中山,7.9,1.65,11.4,60.0,75,37,38.33,3.11,0.67,2.44,15.9,-,-
4,臺北市,1996/01,大同,14.4,5.06,-,76.0,269,208,60.74,4.96,2.42,2.54,16.34,-,-
5,臺北市,1996/01,萬華,6.3,1.31,12.9,53.0,58,19,38.66,-,-,-,15.76,-,-
6,臺北市,1996/01,陽明,1.9,0.27,41.9,14.0,3,0,2.7,-,-,-,9.89,-,-
7,臺北市,1996/01,士林,4.6,0.89,20.1,51.0,40,19,21.12,-,-,-,16.11,-,-
8,新北市,1996/01,板橋,9.9,1.12,12.8,59.0,56,21,34.89,3.32,0.72,2.6,15.7,-,-
9,新北市,1996/01,三重,8.2,3.06,-,97.0,165,116,48.98,-,-,-,16.48,-,-
10,新北市,1996/01,菜寮,8.4,1.49,11.8,64.0,62,27,35.13,-,-,-,15.96,-,-
11,新北市,1996/01,新莊,8.9,1.04,17.0,52.0,52,19,32.78,2.86,0.51,2.31,15.79,-,-
12,新北市,1996/01,新店,4.0,0.85,19.6,44.0,25,7,17.44,-,-,-,15.51,-,-
13,新北市,1996/01,淡水,2.7,0.83,25.2,51.0,26,8,17.4,-,-,-,15.31,-,-
14,新北市,1996/01,汐止,7.7,1.1,10.3,63.0,68,35,32.97,-,-,-,14.44,-,-
15,新北市,1996/01,土城,6.5,0.99,15.7,56.0,46,18,28.14,-,-,-,15.64,-,-
16,新北市,1996/01,林口,3.3,0.54,31.3,48.0,23,5,17.93,-,-,-,13.83,-,-
17,新北市,1996/01,萬里,1.3,0.31,31.3,44.0,10,2,8.16,2.18,0.06,2.12,14.93,-,-
18,臺中市,1996/01,西屯,4.7,0.71,19.7,63.0,36,12,23.12,2.09,0.25,1.85,16.56,-,-
19,臺中市,1996/01,忠明,5.3,1.21,17.2,86.0,59,26,34.46,-,-,-,16.6,-,-
20,臺中市,1996/01,豐原,6.7,0.93,16.0,65.0,41,12,28.87,-,-,-,15.75,-,-
21,臺中市,1996/01,沙鹿,6.6,0.59,18.9,82.0,30,7,23.58,-,-,-,16.33,-,-
22,臺中市,1996/01,大里,4.5,1.01,15.2,84.0,50,17,32.11,-,-,-,17.36,-,-
23,臺南市,1996/01,新營,7.3,0.74,16.8,97.0,40,13,27.76,-,-,-,17.41,-,-
24,臺南市,1996/01,善化,7.7,0.64,21.6,97.0,31,7,23.85,-,-,-,17.34,-,-
25,臺南市,1996/01,安南,8.7,0.68,24.0,108.0,39,15,24.6,-,-,-,17.38,-,-
26,臺南市,1996/01,臺南,10.1,0.98,15.3,124.0,48,15,32.53,2.58,0.31,2.27,17.85,-,-
27,高雄市,1996/01,左營,10.9,0.88,27.2,101.0,47,14,32.4,2.88,0.38,2.5,18.19,-,-
28,高雄市,1996/01,楠梓,7.9,0.67,20.3,128.0,54,18,36.59,2.37,0.26,2.11,18.97,-,-
29,高雄市,1996/01,前金,14.7,1.06,23.2,133.0,54,15,38.89,-,-,-,18.66,-,-
30,高雄市,1996/01,前鎮,15.3,-,-,135.0,69,27,42.06,3.1,0.63,2.48,18.87,-,-
31,高雄市,1996/01,小港,26.1,1.3,19.2,138.0,95,40,54.45,2.86,0.69,2.17,20.74,-,-
32,高雄市,1996/01,鳳山,25.7,1.26,20.3,146.0,80,32,48.16,-,-,-,19.29,-,-
33,高雄市,1996/01,林園,29.6,0.89,31.4,148.0,53,17,36.04,3.04,0.84,2.2,19.71,-,-
34,高雄市,1996/01,大寮,20.6,0.97,24.9,143.0,49,11,37.5,-,-,-,19.07,-,-
