序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
35,高雄市,1996/01,仁武,29.9,0.88,20.5,118.0,68,26,41.84,3.15,0.74,2.42,18.69,-,-
36,高雄市,1996/01,橋頭,8.8,0.82,22.1,110.0,50,17,33.43,2.0,0.15,1.84,18.57,-,-
37,高雄市,1996/01,美濃,4.6,0.69,32.3,119.0,28,4,24.79,-,-,-,18.25,-,-
38,基隆市,1996/01,基隆,8.1,0.93,20.5,53.0,45,17,28.43,2.45,0.42,2.04,14.94,-,-
39,新竹市,1996/01,新竹,5.8,0.82,14.5,57.0,42,14,27.51,3.21,0.37,2.84,15.02,-,-
40,嘉義市,1996/01,嘉義,10.3,1.18,19.0,122.0,61,21,39.58,2.73,0.57,2.16,17.4,-,-
41,宜蘭縣,1996/01,宜蘭,1.8,0.66,20.4,37.0,22,5,17.11,-,-,-,15.98,-,-
42,宜蘭縣,1996/01,冬山,1.4,-,-,44.0,28,11,17.13,2.3,0.21,2.1,15.57,-,-
43,桃園市,1996/01,桃園,13.0,0.88,15.6,61.0,46,16,30.63,2.7,0.42,2.28,14.92,-,-
44,桃園市,1996/01,中壢,9.6,1.35,-,58.0,60,28,32.01,-,-,-,14.37,-,-
45,桃園市,1996/01,大園,5.2,0.48,32.2,47.0,13,3,9.89,-,-,-,15.03,-,-
46,桃園市,1996/01,龍潭,6.1,0.67,18.8,54.0,32,9,23.11,-,-,-,14.0,-,-
47,桃園市,1996/01,平鎮,6.5,0.86,16.7,49.0,36,9,26.07,2.32,0.51,1.8,15.23,-,-
48,桃園市,1996/01,觀音,6.7,0.34,33.9,55.0,14,2,11.83,2.21,0.17,2.04,15.28,-,-
49,新竹縣,1996/01,竹東,3.6,0.56,20.9,55.0,30,8,21.74,-,-,-,15.13,-,-
50,新竹縣,1996/01,湖口,5.8,0.51,29.4,62.0,28,9,18.65,-,-,-,15.36,-,-
51,苗栗縣,1996/01,苗栗,5.6,0.71,10.7,63.0,42,13,29.1,-,-,-,15.48,-,-
52,苗栗縣,1996/01,頭份,63.1,-,-,75.0,56,27,29.11,1.83,0.22,1.6,15.66,-,-
53,苗栗縣,1996/01,三義,2.8,0.35,21.9,48.0,26,5,21.62,2.25,0.14,2.11,13.09,-,-
54,彰化縣,1996/01,彰化,8.3,1.08,13.0,106.0,58,23,35.95,2.83,0.45,2.39,16.99,-,-
55,彰化縣,1996/01,線西,9.3,-,-,69.0,36,11,25.24,2.18,0.17,2.0,16.26,-,-
56,彰化縣,1996/01,二林,9.4,0.58,22.2,82.0,30,7,22.9,-,-,-,16.23,-,-
57,南投縣,1996/01,南投,3.6,0.88,18.2,69.0,42,12,29.67,-,-,-,16.7,-,-
58,南投縣,1996/01,竹山,5.1,-,22.1,109.0,41,9,32.34,-,-,-,16.53,-,-
59,雲林縣,1996/01,斗六,6.8,1.1,16.3,94.0,43,14,28.88,-,-,-,16.95,-,-
60,雲林縣,1996/01,崙背,8.9,0.7,18.2,101.0,41,11,29.85,-,-,-,16.27,-,-
61,雲林縣,1996/01,臺西,6.0,0.4,27.4,85.0,18,3,15.35,-,-,-,16.69,-,-
62,嘉義縣,1996/01,朴子,6.5,0.44,16.8,64.0,28,6,22.14,-,-,-,16.85,-,-
63,嘉義縣,1996/01,新港,4.9,0.72,15.3,102.0,35,11,24.25,-,-,-,16.41,-,-
64,屏東縣,1996/01,屏東,7.1,0.97,31.3,135.0,41,5,36.02,2.67,0.46,2.21,18.96,-,-
65,屏東縣,1996/01,潮州,7.5,0.77,25.8,149.0,37,6,30.4,-,-,-,19.9,-,-
66,屏東縣,1996/01,恆春,0.1,0.21,40.6,23.0,0,0,0.27,-,-,-,20.42,-,-
67,臺東縣,1996/01,臺東,0.5,0.54,25.6,33.0,12,3,9.65,2.06,0.1,1.96,19.32,-,-
68,花蓮縣,1996/01,花蓮,1.2,0.83,17.3,43.0,28,9,18.11,2.3,0.28,2.02,18.17,-,-
,,,,,,,,,,,,,,,,
