序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2010/11,松山,3.2,0.49,400.93,23.6,44,29,35.19,7.36,27.84,2.131,0.183,1.948,20.9,73.47
2,臺北市,2010/11,古亭,1.7,0.53,-,28.3,49,24,29.67,7.29,22.39,2.097,0.163,1.934,21.31,77.04
3,臺北市,2010/11,中山,3.0,0.67,-,22.4,46,32,39.2,10.9,28.3,2.193,0.234,1.959,21.43,73.07
4,臺北市,2010/11,大同,3.3,1.52,-,-,53,31,80.31,43.96,36.34,2.659,0.611,2.048,-,-
5,臺北市,2010/11,萬華,2.8,0.56,-,21.7,41,26,35.51,8.36,27.15,-,-,-,21.36,73.22
6,臺北市,2010/11,陽明,2.0,0.16,389.82,46.4,18,13,2.92,0.91,1.99,-,-,-,13.08,93.61
7,臺北市,2010/11,士林,2.0,0.35,-,37.8,40,24,17.61,4.24,13.38,-,-,-,21.6,70.82
8,新北市,2010/11,板橋,3.3,0.57,-,28.7,42,25,28.89,5.13,23.76,2.194,0.255,1.939,21.8,69.77
9,新北市,2010/11,三重,3.1,1.92,-,-,64,33,129.22,84.46,44.77,2.943,0.863,2.08,21.3,70.24
10,新北市,2010/11,菜寮,3.1,0.6,-,25.1,44,24,27.65,5.22,22.44,-,-,-,21.8,71.07
11,新北市,2010/11,永和,2.9,0.8,-,26.8,43,24,35.99,13.99,22.0,2.12,0.339,1.781,21.17,73.71
12,新北市,2010/11,新莊,3.5,0.48,-,29.6,42,23,23.3,3.28,20.02,-,-,-,21.84,73.17
13,新北市,2010/11,新店,2.3,0.36,-,31.0,38,25,17.58,2.82,14.76,-,-,-,21.58,78.05
14,新北市,2010/11,淡水,2.2,0.3,-,35.8,34,23,11.73,2.26,9.46,-,-,-,-,-
15,新北市,2010/11,汐止,3.9,0.39,-,27.0,40,22,29.58,7.04,22.54,-,-,-,20.92,83.7
16,新北市,2010/11,土城,2.8,0.47,-,30.6,39,23,21.23,3.78,17.44,2.122,0.222,1.901,21.75,73.77
17,新北市,2010/11,林口,2.9,0.3,-,34.7,41,20,15.57,2.26,13.32,-,-,-,19.77,79.23
18,新北市,2010/11,萬里,2.3,0.21,-,43.7,57,18,8.15,1.7,6.45,-,-,-,21.05,84.66
19,臺中市,2010/11,西屯,3.0,0.44,-,30.5,65,42,23.74,6.0,17.74,2.262,0.328,1.935,21.66,73.91
20,臺中市,2010/11,忠明,3.3,0.6,-,26.7,57,39,31.36,7.76,23.6,2.348,0.329,2.019,22.15,71.06
21,臺中市,2010/11,豐原,3.3,0.51,-,25.0,56,31,21.88,4.43,17.44,2.141,0.201,1.94,20.55,73.84
22,臺中市,2010/11,沙鹿,3.3,0.39,-,31.7,64,42,20.25,3.36,16.9,-,-,-,21.02,73.15
23,臺中市,2010/11,大里,2.9,0.66,430.06,21.3,63,41,31.72,8.15,23.56,2.346,0.37,1.976,20.94,68.89
24,臺南市,2010/11,新營,4.1,0.43,-,24.4,97,48,25.5,4.37,21.13,2.177,0.152,2.025,22.15,79.7
25,臺南市,2010/11,善化,4.1,0.39,421.98,25.7,90,49,22.72,6.78,15.94,-,-,-,22.06,81.83
26,臺南市,2010/11,安南,4.1,0.42,-,29.1,87,48,25.37,5.31,20.05,2.203,0.191,2.012,22.69,74.17
27,臺南市,2010/11,臺南,4.3,0.56,-,31.4,81,45,27.34,4.04,23.3,2.14,0.292,1.849,22.53,76.58
28,高雄市,2010/11,左營,6.0,0.6,-,33.2,96,55,31.8,5.61,26.18,2.321,0.286,2.036,23.2,74.96
29,高雄市,2010/11,楠梓,4.8,0.47,-,29.0,99,55,28.35,5.2,23.16,2.067,0.204,1.863,22.57,75.07
30,高雄市,2010/11,前金,6.6,0.62,-,32.9,95,61,32.2,5.26,26.94,2.255,0.279,1.976,23.28,75.8
31,高雄市,2010/11,前鎮,7.4,0.79,-,29.4,109,62,38.5,6.1,32.41,2.432,0.438,1.994,24.63,70.65
32,高雄市,2010/11,復興,8.6,1.05,-,25.2,103,55,45.98,10.39,35.59,2.693,0.592,2.101,23.65,74.68
33,高雄市,2010/11,小港,11.5,0.68,-,27.3,108,62,43.63,9.76,33.89,2.186,0.373,1.813,23.77,71.3
34,高雄市,2010/11,鳳山,13.3,0.69,-,30.8,116,60,36.76,7.3,29.47,2.374,0.408,1.966,23.53,75.93
35,高雄市,2010/11,林園,10.3,0.49,-,37.5,98,65,26.88,4.31,22.59,2.163,0.191,1.972,24.32,76.8
36,高雄市,2010/11,大寮,6.1,0.52,-,29.6,103,59,31.06,4.62,26.43,2.2,0.295,1.904,23.5,76.85
37,高雄市,2010/11,仁武,11.4,0.55,-,27.3,104,56,38.75,8.62,30.13,2.343,0.35,1.994,23.07,76.16
38,高雄市,2010/11,橋頭,5.5,0.53,-,28.3,104,63,29.55,5.47,24.08,-,-,-,23.12,76.78
39,高雄市,2010/11,美濃,2.5,0.4,-,33.5,89,50,16.91,2.85,14.06,-,-,-,22.56,82.02
40,基隆市,2010/11,基隆,1.9,0.34,-,32.8,33,21,14.21,2.9,11.31,2.022,0.104,1.918,21.06,78.65
41,新竹市,2010/11,新竹,3.6,0.39,-,31.9,49,30,21.43,3.94,17.48,2.139,0.192,1.947,21.46,71.51
42,嘉義市,2010/11,嘉義,5.2,0.57,-,25.1,88,56,30.58,5.44,25.14,2.226,0.269,1.957,22.07,72.97
43,宜蘭縣,2010/11,宜蘭,1.7,0.36,401.37,31.0,40,19,10.99,1.71,9.28,-,-,-,20.06,82.51
44,宜蘭縣,2010/11,冬山,2.3,0.41,-,27.3,38,22,18.9,5.14,13.76,-,-,-,20.25,84.85
45,桃園市,2010/11,桃園,5.2,0.47,-,31.0,48,22,21.56,3.67,17.89,2.12,0.191,1.929,20.53,77.24
46,桃園市,2010/11,中壢,5.6,0.74,-,27.2,56,25,39.25,13.32,25.93,2.446,0.363,2.083,20.46,75.74
47,桃園市,2010/11,大園,4.7,0.27,-,35.1,41,23,21.83,4.58,17.26,-,-,-,21.0,72.53
48,桃園市,2010/11,龍潭,2.6,0.34,-,35.4,46,21,18.6,4.0,14.6,-,-,-,19.99,78.44
49,桃園市,2010/11,平鎮,4.9,0.41,-,31.2,52,23,21.49,3.18,18.3,-,-,-,20.74,74.05
50,桃園市,2010/11,觀音,7.6,0.22,-,37.5,59,26,15.39,2.81,12.57,-,-,-,21.32,76.13
51,新竹縣,2010/11,竹東,1.5,0.33,-,32.8,37,24,14.23,2.67,11.56,-,-,-,20.72,73.32
52,新竹縣,2010/11,湖口,4.4,0.32,-,35.9,46,25,16.18,3.14,13.04,-,-,-,20.65,72.08
53,苗栗縣,2010/11,苗栗,3.9,0.41,-,29.0,49,34,22.62,5.3,17.32,-,-,-,20.87,73.57
54,苗栗縣,2010/11,頭份,3.0,0.37,-,31.2,53,31,20.84,3.76,17.08,2.134,0.142,1.992,21.05,71.49
55,苗栗縣,2010/11,三義,2.0,0.3,-,33.8,51,34,12.98,2.12,10.85,-,-,-,18.32,82.06
56,彰化縣,2010/11,彰化,4.7,0.48,-,23.0,67,45,33.05,8.13,24.92,1.973,0.236,1.737,21.07,73.83
57,彰化縣,2010/11,線西,5.4,0.39,-,33.2,69,43,19.85,3.45,16.39,2.042,0.15,1.892,20.61,76.86
58,彰化縣,2010/11,二林,4.3,0.34,-,31.8,77,41,17.96,4.33,13.63,-,-,-,21.33,73.45
59,南投縣,2010/11,南投,3.5,0.63,-,22.5,74,41,29.43,6.7,22.73,2.188,0.276,1.912,21.52,75.39
60,南投縣,2010/11,埔里,1.9,0.47,-,28.5,54,39,17.64,3.19,14.45,-,-,-,20.68,73.76
61,南投縣,2010/11,竹山,2.9,0.45,-,26.3,70,51,23.16,4.85,18.31,-,-,-,20.81,79.78
62,雲林縣,2010/11,斗六,3.5,0.49,-,26.5,79,54,25.47,4.34,21.12,-,-,-,22.12,75.8
63,雲林縣,2010/11,崙背,3.7,0.38,-,32.3,80,44,18.58,3.61,14.96,-,-,-,21.52,79.67
