序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
21,臺中市,2005/06,豐原,3.4,0.54,-,27.3,34,23,18.23,3.97,14.26,2.059,0.296,1.763,26.9,-,-,76.06,-
22,臺中市,2005/06,沙鹿,4.9,0.41,-,27.4,37,23,19.55,4.31,15.23,-,-,-,27.99,-,-,76.47,-
23,臺中市,2005/06,大里,3.5,0.52,394.88,22.3,44,27,21.14,6.18,14.96,-,-,-,29.67,-,-,74.68,-
24,臺南市,2005/06,新營,1.9,0.29,-,25.7,36,18,10.85,2.32,8.53,2.21,0.326,1.884,26.26,-,-,79.17,-
25,臺南市,2005/06,善化,5.5,0.21,404.87,21.6,33,19,13.23,3.18,10.05,-,-,-,27.37,-,-,81.01,-
26,臺南市,2005/06,安南,5.4,0.44,-,22.3,38,23,17.87,6.04,11.83,-,-,-,28.1,-,-,74.85,-
27,臺南市,2005/06,臺南,4.4,0.43,-,24.4,32,17,19.47,6.32,13.16,2.012,0.19,1.822,27.37,-,-,75.15,-
28,高雄市,2005/06,左營,5.8,0.51,-,22.1,40,25,27.19,11.21,15.98,-,-,-,28.43,-,-,79.89,-
29,高雄市,2005/06,楠梓,10.2,0.43,-,16.7,39,23,27.37,11.37,16.0,2.051,0.323,1.728,28.17,-,-,75.63,-
30,高雄市,2005/06,前金,6.3,0.58,-,23.3,38,27,26.87,11.19,15.68,-,-,-,28.31,-,-,79.71,-
31,高雄市,2005/06,前鎮,11.2,0.47,-,17.5,40,23,30.21,11.7,18.51,-,-,-,28.0,-,-,75.03,-
32,高雄市,2005/06,復興,7.2,0.74,-,13.8,33,18,32.64,12.96,19.68,-,-,-,27.95,-,-,78.16,-
33,高雄市,2005/06,小港,11.0,0.42,-,18.6,40,28,24.02,9.12,14.91,1.952,0.262,1.691,28.72,-,-,77.06,-
34,高雄市,2005/06,鳳山,4.8,0.61,-,18.2,41,25,24.66,8.07,16.59,-,-,-,27.93,-,-,80.64,-
35,高雄市,2005/06,林園,3.7,0.21,-,28.5,38,20,10.81,3.59,7.22,-,-,-,27.6,-,-,78.43,-
36,高雄市,2005/06,大寮,5.4,0.27,-,23.2,35,19,13.91,6.05,7.86,-,-,-,27.74,-,-,81.47,-
37,高雄市,2005/06,仁武,7.7,0.41,-,17.7,42,19,25.6,7.82,17.78,2.096,0.205,1.891,28.39,-,-,80.58,-
38,高雄市,2005/06,橋頭,5.8,0.27,-,24.7,43,17,19.31,6.4,12.91,-,-,-,28.45,-,-,69.33,-
39,高雄市,2005/06,美濃,2.1,0.23,-,23.7,24,-,7.85,2.73,5.12,-,-,-,27.24,-,-,78.56,-
40,基隆市,2005/06,基隆,6.2,0.52,-,22.3,33,23,29.47,8.61,20.85,2.24,0.205,2.036,27.83,-,-,75.09,-
41,新竹市,2005/06,新竹,3.2,0.54,-,21.7,33,-,23.33,6.48,16.84,2.249,0.256,1.993,28.79,-,-,70.05,-
42,嘉義市,2005/06,嘉義,1.7,0.34,-,21.6,47,22,11.55,3.94,7.6,-,-,-,26.46,-,-,74.53,-
43,宜蘭縣,2005/06,宜蘭,2.0,0.36,404.94,23.1,31,18,11.64,2.46,9.17,-,-,-,27.84,-,-,74.46,-
44,宜蘭縣,2005/06,冬山,2.7,0.5,-,20.8,39,-,17.79,6.09,11.7,-,-,-,27.22,-,-,78.63,-
45,桃園市,2005/06,桃園,11.3,0.66,-,21.2,54,32,36.32,10.81,25.51,2.466,0.614,1.852,27.85,-,-,72.74,-
46,桃園市,2005/06,中壢,6.8,1.32,-,16.8,49,30,60.47,32.23,28.23,-,-,-,27.34,-,-,73.1,-
47,桃園市,2005/06,大園,4.6,0.35,-,23.1,42,27,22.69,6.78,15.91,-,-,-,28.96,-,-,72.52,-
48,桃園市,2005/06,龍潭,3.0,0.43,-,18.6,39,16,26.35,8.07,18.28,-,-,-,27.03,-,-,74.41,-
49,桃園市,2005/06,平鎮,6.2,0.44,-,24.5,44,26,27.37,7.24,20.12,-,-,-,27.28,-,-,71.4,-
50,桃園市,2005/06,觀音,7.0,0.27,-,25.3,41,19,17.87,4.33,13.54,2.103,0.267,1.835,28.13,-,-,76.63,-
51,新竹縣,2005/06,竹東,1.7,0.44,-,25.8,34,-,13.86,3.16,10.7,-,-,-,28.07,-,-,72.38,-
52,新竹縣,2005/06,湖口,3.9,0.33,-,25.3,36,-,20.28,6.61,13.67,-,-,-,27.1,-,-,75.89,-
53,苗栗縣,2005/06,苗栗,5.2,0.38,-,26.8,31,-,15.49,4.25,11.24,-,-,-,28.53,-,-,70.01,-
54,苗栗縣,2005/06,頭份,4.0,0.31,-,23.4,33,13,19.19,6.63,12.55,-,-,-,27.06,-,-,73.44,-
55,苗栗縣,2005/06,三義,2.8,0.24,-,31.0,30,-,9.84,2.33,7.5,1.914,0.142,1.773,25.14,-,-,80.02,-
56,彰化縣,2005/06,彰化,3.1,0.43,-,17.9,43,29,19.89,6.37,13.52,-,-,-,30.2,-,-,72.83,-
57,彰化縣,2005/06,線西,2.9,0.18,-,24.2,40,-,16.01,4.55,11.46,-,-,-,28.5,-,-,76.29,-
58,彰化縣,2005/06,二林,2.8,0.24,-,25.9,39,23,10.48,2.95,7.52,-,-,-,27.88,-,-,73.97,-
59,南投縣,2005/06,南投,2.4,0.43,-,24.8,31,18,16.82,4.83,11.99,-,-,-,28.29,-,-,75.02,-
60,南投縣,2005/06,埔里,2.4,0.41,-,25.9,37,24,12.33,3.6,8.74,-,-,-,24.97,-,-,76.37,-
61,南投縣,2005/06,竹山,1.8,0.23,-,26.4,29,20,9.82,2.77,7.04,-,-,-,27.99,-,-,75.79,-
62,雲林縣,2005/06,斗六,2.9,0.37,-,24.3,38,22,11.81,3.23,8.58,-,-,-,28.6,-,-,73.24,-
63,雲林縣,2005/06,崙背,2.2,0.21,-,25.0,37,23,-,-,-,-,-,-,25.05,-,-,78.91,-
64,雲林縣,2005/06,臺西,2.0,0.21,-,28.1,28,11,-,-,-,-,-,-,27.39,-,-,78.46,-
65,嘉義縣,2005/06,朴子,2.5,0.33,-,28.0,45,23,10.45,2.44,8.0,-,-,-,28.19,-,-,76.0,-
66,嘉義縣,2005/06,新港,2.1,0.29,-,22.1,43,23,12.62,3.43,9.18,-,-,-,27.71,-,-,77.04,-
67,屏東縣,2005/06,屏東,3.1,0.54,-,24.5,41,24,19.08,4.52,14.56,2.205,0.255,1.95,27.89,-,-,77.62,-
68,屏東縣,2005/06,潮州,3.2,0.21,-,20.6,31,19,12.08,3.28,8.79,-,-,-,27.79,-,-,81.19,-
69,屏東縣,2005/06,恆春,1.6,0.06,386.55,28.6,16,-,1.87,0.69,1.13,-,-,-,27.26,-,-,81.3,-
70,臺東縣,2005/06,臺東,1.1,0.4,-,25.0,30,10,10.37,3.64,6.74,2.139,0.371,1.768,28.33,-,-,76.57,-
71,花蓮縣,2005/06,花蓮,2.0,0.48,-,17.0,28,17,17.08,5.38,11.71,1.972,0.18,1.791,29.27,-,-,73.01,-
72,澎湖縣,2005/06,馬公,2.1,0.24,-,28.2,36,10,7.92,2.38,5.53,1.777,0.162,1.615,27.65,-,-,82.32,-
73,金門縣,2005/06,金門,4.2,0.24,-,30.2,41,18,8.88,3.11,5.77,1.945,0.131,1.814,26.44,-,-,-,-
74,連江縣,2005/06,馬祖,1.6,0.17,-,37.4,35,14,4.57,1.69,2.88,1.799,0.097,1.703,25.95,-,-,83.93,-
,,,,,,,,,,,,,,,,,,,,
