序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
1,臺北市,2017/05,松山,3.4,0.43,438.49,31,31,17,23.31,4.76,18.55,1.988,0.138,1.851,1.71,1.25,25.73,-,-,75.8,-
2,臺北市,2017/05,古亭,2.8,0.44,-,33.6,34,16,22.23,4.26,17.97,2.091,0.138,1.952,2.1,1.78,26.44,-,-,75.29,-
3,臺北市,2017/05,中山,3.3,0.58,-,29.1,35,17,30.24,7.71,22.53,2.069,0.186,1.884,2.04,1.6,26.31,-,-,76,-
4,臺北市,2017/05,大同,4,1.15,-,-,49,16,59.4,29.63,29.77,2.388,0.353,2.034,-,-,-,-,-,-,-
5,臺北市,2017/05,萬華,3.3,0.46,-,30.3,34,16,25.35,4.33,21.03,-,-,-,2.05,1.75,26.43,-,-,75.01,-
6,臺北市,2017/05,陽明,2,0.16,419.49,46.1,15,11,3.59,0.51,3.03,-,-,-,-,-,19.1,1.8,4.74,92.67,26.09
7,臺北市,2017/05,士林,2.8,0.34,-,33.7,31,15,15.34,2.4,12.94,-,-,-,2.24,1.98,25.9,-,-,77.62,-
8,新北市,2017/05,板橋,3.5,0.5,-,30.8,37,17,24.16,3.83,20.33,2.128,0.201,1.927,2.05,1.7,26.67,1.79,4.68,71.77,25.68
9,新北市,2017/05,三重,4,1.26,-,-,51,15,77.67,41.88,35.79,2.481,0.419,2.062,-,-,26.48,-,-,68.9,-
10,新北市,2017/05,菜寮,3.4,0.46,-,33.1,34,18,20.26,3.08,17.18,-,-,-,2.38,2.03,26.63,-,-,73.52,-
11,新北市,2017/05,永和,2.6,0.68,-,31.5,33,17,27.59,8.74,18.85,2.042,0.208,1.834,2.02,1.77,25.95,-,-,71.57,-
12,新北市,2017/05,新莊,3.7,0.48,-,32.6,37,15,22.11,3.76,18.35,-,-,-,2.65,2.32,26.09,-,-,69,-
13,新北市,2017/05,新店,2.6,0.36,-,35.7,31,16,15.41,2.51,12.9,-,-,-,1.91,1.49,25.39,-,-,70.81,-
14,新北市,2017/05,淡水,2.6,0.31,-,31.4,33,17,11.7,1.91,9.79,-,-,-,-,-,-,-,-,-,-
15,新北市,2017/05,汐止,4.1,0.38,-,30.2,30,19,21.7,5.35,16.35,-,-,-,1.65,1.35,25.04,-,-,79.5,-
16,新北市,2017/05,土城,2.9,0.43,-,33.6,33,16,20.36,4.04,16.32,2.109,0.163,1.947,1.42,0.82,26.52,-,-,76.13,-
17,新北市,2017/05,林口,3,0.31,-,36.2,44,22,18.28,3.61,14.66,-,-,-,2.72,2.36,24.09,-,-,82.74,-
18,新北市,2017/05,萬里,2.8,0.22,-,40.2,37,17,7.63,1.73,5.9,-,-,-,2.8,2.55,24.01,2.73,4.26,81.63,71.43
19,臺中市,2017/05,西屯,2.8,0.33,-,34.1,45,21,19.49,3.25,16.24,1.973,0.196,1.777,1.82,1.23,26.87,2.53,5.54,71.28,8.7
20,臺中市,2017/05,忠明,2.7,0.42,-,31.4,37,22,21.04,3.25,17.79,1.958,0.151,1.807,1.79,1.21,27.68,-,-,69.44,-
21,臺中市,2017/05,豐原,3.2,0.4,-,35.5,33,18,12.36,1.88,10.47,1.905,0.137,1.767,2.1,1.74,25.57,-,-,73.73,-
22,臺中市,2017/05,沙鹿,3.3,0.36,-,35.2,38,22,18.08,2.43,15.64,-,-,-,2.65,1.52,26.84,-,-,75.83,-
23,臺中市,2017/05,大里,2.8,0.46,422.01,30.5,47,17,20.9,3.16,17.75,1.856,0.202,1.654,1.76,1.31,27.89,-,-,69.87,-
24,臺南市,2017/05,新營,2.9,0.31,-,31.2,56,24,12.08,1.56,10.52,2.018,0.085,1.933,1.77,1.13,27.16,2.73,5.68,73.23,10.33
25,臺南市,2017/05,善化,3.2,0.26,429.53,30.9,44,22,10.88,1.63,9.25,-,-,-,2.1,1.63,27.17,-,-,72.06,-
26,臺南市,2017/05,安南,2.6,0.31,-,36.9,49,22,12.86,2.3,10.57,2.089,0.121,1.969,2.31,1.81,28.03,-,-,74.13,-
27,臺南市,2017/05,臺南,3.2,0.35,-,39.8,42,22,11.69,1.12,10.56,1.977,0.129,1.849,1.98,1.45,28.35,-,-,67.77,-
28,高雄市,2017/05,左營,3.9,0.36,-,39.7,49,23,16.07,1.82,14.25,2.057,0.112,1.945,2.19,1.83,27.93,-,-,74.42,-
29,高雄市,2017/05,楠梓,3.6,0.34,-,36.2,63,25,14.99,2.73,12.26,2.025,0.142,1.883,1.96,1.58,28.06,-,-,70.85,-
30,高雄市,2017/05,前金,4.5,0.34,-,39.8,44,21,13.03,1.65,11.38,2.024,0.113,1.911,2.12,1.68,28.04,-,-,72.97,-
31,高雄市,2017/05,前鎮,5.3,0.38,-,32.8,42,23,17.73,2.36,15.37,2.046,0.131,1.915,1.54,1.01,28.06,-,-,71.45,-
32,高雄市,2017/05,復興,5.6,0.51,-,34.3,37,20,20.28,3.22,17.07,2.122,0.2,1.922,1.02,0.75,28.68,-,-,73.61,-
33,高雄市,2017/05,小港,8.7,0.34,-,32.7,47,18,21.21,3.4,17.81,2.09,0.175,1.914,1.95,1.58,28.26,3.77,4.52,75.19,20.99
34,高雄市,2017/05,鳳山,4.5,0.46,-,30.4,55,22,17.96,2.73,15.23,2.143,0.176,1.967,1.66,1.32,28.7,3.03,4.8,70.67,53.16
35,高雄市,2017/05,林園,3.8,0.2,-,40.1,28,18,9.5,1.44,8.05,1.995,0.056,1.939,2.21,2.01,28.41,-,-,74.17,-
36,高雄市,2017/05,大寮,4.3,0.3,-,31.2,49,18,14.76,2.01,12.75,2.216,0.144,2.072,1.77,1.47,27.83,-,-,76.94,-
37,高雄市,2017/05,仁武,4.4,0.34,-,39.1,55,21,14.88,1.82,13.06,2.061,0.117,1.944,1.81,1.51,27.85,-,-,73.26,-
38,高雄市,2017/05,橋頭,3.5,0.33,-,29.4,48,24,13.64,2.11,11.53,-,-,-,2.29,1.98,27.18,2.11,5.21,69.25,16.91
39,高雄市,2017/05,美濃,1.8,0.27,-,34.8,37,23,7.54,1.18,6.35,-,-,-,1.16,0.93,27.63,-,-,67.89,-
40,基隆市,2017/05,基隆,2,0.3,-,35.7,24,15,12.54,2.4,10.14,1.955,0.1,1.855,1.27,0.95,24.37,-,-,87.27,-
41,新竹市,2017/05,新竹,2.2,0.38,-,32.8,37,14,16,1.96,14.03,1.996,0.138,1.858,1.85,1.43,25.84,-,-,71.72,-
42,嘉義市,2017/05,嘉義,3.6,0.37,-,32.9,50,25,13.85,1.24,12.6,1.968,0.125,1.844,1.82,1.33,27.59,-,-,70.51,-
43,宜蘭縣,2017/05,宜蘭,1.8,0.28,425.54,34.8,30,10,6.99,1,5.98,-,-,-,1.24,0.87,25.09,-,-,79.59,-
44,宜蘭縣,2017/05,冬山,1.9,0.24,-,30.5,30,9,11.29,2.8,8.49,-,-,-,1.46,1.13,24.15,2.19,4.75,84.87,20.64
45,桃園市,2017/05,桃園,5.1,0.45,-,32.1,37,18,20.93,3.16,17.77,2.167,0.166,2.001,1.6,1.28,25.55,-,-,74.74,-
46,桃園市,2017/05,中壢,3.6,1.09,-,22.5,50,17,50.92,21.79,29.13,2.297,0.371,1.926,1.17,0.56,25.39,-,-,76.24,-
47,桃園市,2017/05,大園,4.1,0.32,-,37.2,40,16,18.57,3.03,15.54,-,-,-,3.56,3.14,25.48,-,-,75.37,-
48,桃園市,2017/05,龍潭,2.4,0.36,-,35.7,44,19,15.35,2.28,13.06,-,-,-,2.32,2.05,24.12,-,-,75.38,-
49,桃園市,2017/05,平鎮,3,0.38,-,35.7,42,16,18.82,2.5,16.32,-,-,-,2.29,1.86,25.53,-,-,77.2,-
50,桃園市,2017/05,觀音,4.3,0.27,-,37.7,46,18,15.11,1.57,13.53,-,-,-,3.17,2.94,25.53,2.45,4.92,80.75,35.3
51,新竹縣,2017/05,竹東,1.9,0.3,-,26.4,38,19,10.42,1.61,8.8,-,-,-,1.54,1.1,25.25,-,-,77.5,-
52,新竹縣,2017/05,湖口,3.7,0.3,-,37.9,35,21,14.04,2.5,11.56,-,-,-,2.86,2.64,26.49,-,-,78.66,-
53,苗栗縣,2017/05,苗栗,2.9,0.37,-,30.9,43,18,15.69,2.73,12.95,-,-,-,1.82,1.19,25.9,-,-,77.48,-
54,苗栗縣,2017/05,頭份,2.6,0.32,-,34.5,39,21,14.95,2.04,12.91,2.049,0.099,1.95,2.03,1.54,26.32,-,-,78.33,-
55,苗栗縣,2017/05,三義,2.4,0.27,-,33.2,33,15,10.01,1.48,8.52,-,-,-,2.42,1.89,24.24,2.21,5.08,81.65,16.05
56,彰化縣,2017/05,彰化,3.6,0.4,-,31.2,45,24,15.6,1.86,13.76,2.023,0.174,1.848,1.9,1.14,27.19,-,-,72.58,-
57,彰化縣,2017/05,線西,4.2,0.32,-,37,49,25,13.92,2.02,11.9,2.137,0.135,2.002,2.55,1.91,26.71,-,-,78.46,-
58,彰化縣,2017/05,二林,3.6,0.27,-,33.3,48,19,11.84,1.88,9.95,-,-,-,2.04,1.44,27.1,-,-,78.74,-
59,南投縣,2017/05,南投,2.3,0.41,-,26.9,47,22,16.19,2.27,13.92,1.931,0.126,1.806,1.53,1.07,26.55,2.19,6.04,72.07,29.29
60,南投縣,2017/05,埔里,1.8,0.32,-,31.6,32,20,10.13,1.46,8.67,-,-,-,1.46,1.15,25.13,-,-,75.34,-
61,南投縣,2017/05,竹山,2.4,0.29,-,32.5,45,25,11.31,1.53,9.78,-,-,-,1.45,1.03,26.54,-,-,79.18,-
