序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
62,雲林縣,2017/05,斗六,3.4,0.34,-,34.1,50,25,15.02,1.92,13.1,-,-,-,1.59,0.98,28.27,-,-,74.1,-
63,雲林縣,2017/05,崙背,3,0.28,-,35.7,47,26,11.11,1.47,9.64,-,-,-,2.15,1.37,27.3,1.9,6.57,81.73,44.73
64,雲林縣,2017/05,麥寮,3,0.28,-,35.5,61,28,11.13,1.93,9.2,2.239,0.075,2.164,2.35,1.34,27.35,-,-,79.74,-
65,雲林縣,2017/05,臺西,3.6,0.24,-,37,47,26,9.61,1.5,8.11,-,-,-,3.56,2.97,27.06,-,-,76.98,-
66,嘉義縣,2017/05,朴子,3.1,0.28,-,39.4,58,21,9.72,1.67,8.04,-,-,-,1.84,1.17,27.96,-,-,77.11,-
67,嘉義縣,2017/05,新港,2.9,0.29,-,34.9,54,23,9.76,1.68,8.08,-,-,-,1.95,1.33,27.49,-,-,72.8,-
68,屏東縣,2017/05,屏東,3.1,0.38,-,35.7,42,21,13.55,1.66,11.89,2.033,0.103,1.93,1.72,1.3,28.34,-,-,69.22,-
69,屏東縣,2017/05,潮州,2.7,0.26,-,35.4,51,21,9.07,1.39,7.68,-,-,-,1.78,1.51,27.8,-,-,77.3,-
70,屏東縣,2017/05,恆春,1.5,0.1,410.48,39,23,6,2.64,1.45,1.18,-,-,-,5.43,5.04,27,2.71,4.89,84.56,5.53
71,臺東縣,2017/05,臺東,1.3,0.29,-,24.9,24,8,6.69,1.95,4.73,-,-,-,1.89,1.27,26.25,3.22,4.7,77.53,6.17
72,臺東縣,2017/05,關山,1.4,-,-,25,19,8,5.21,1.97,3.24,-,-,-,1.49,1.05,25,-,-,81.34,-
73,花蓮縣,2017/05,花蓮,1.7,0.24,-,32.9,24,12,8.25,2.04,6.21,-,-,-,2.16,1.82,25.32,1.41,4.86,80.54,26.35
74,澎湖縣,2017/05,馬公,1.9,0.21,-,43,34,15,5.69,1.53,4.16,-,-,-,2.9,1.75,26.15,1.24,4.96,81.79,34.48
75,金門縣,2017/05,金門,3.7,0.26,-,44.1,49,29,10.76,1.22,9.52,-,-,-,2.53,2.2,25.01,2.09,5.01,73.47,29.44
76,連江縣,2017/05,馬祖,2.8,0.24,-,53.4,45,17,6.47,0.87,5.57,-,-,-,2.81,2.35,22.3,2.65,5.25,84.98,22.62
,,,,,,,,,,,,,,,,,,,,,,
