序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
11,新北市,2017/08,永和,2.9,0.63,-,21.9,29,15,25.33,8.71,16.62,2.013,0.191,1.823,2.07,1.66,31.61,-,-,65.36,-
12,新北市,2017/08,新莊,4,0.33,-,24.8,30,11,17.01,3.3,13.71,-,-,-,2.78,2.45,31.69,-,-,61.21,-
13,新北市,2017/08,新店,2.6,0.27,-,28.8,32,18,12.21,2.29,9.92,-,-,-,2.15,1.77,31.62,-,-,66.22,-
14,新北市,2017/08,淡水,2.8,0.22,-,20.2,26,13,10.86,2.2,8.65,-,-,-,1.48,-,30.27,-,-,71.14,-
15,新北市,2017/08,汐止,3.1,0.33,-,24.5,28,18,18.8,4.97,13.84,-,-,-,1.88,1.49,31.21,-,-,77.26,-
16,新北市,2017/08,土城,2.8,0.33,-,25.3,31,14,17.66,4.28,13.38,1.997,0.147,1.85,1.68,1.05,31.32,-,-,70.24,-
17,新北市,2017/08,林口,3,0.22,-,24.4,34,14,15.57,3.42,12.15,-,-,-,3,2.63,28.66,-,-,78.63,-
18,新北市,2017/08,萬里,3.5,0.17,-,27,29,18,8.27,1.63,6.64,-,-,-,3.15,2.87,29.95,0.94,5.51,74.14,52.75
19,臺中市,2017/08,西屯,3.2,0.24,-,23.8,36,15,15.2,3.65,11.55,1.93,0.168,1.762,2.13,1.88,29.46,5.13,5.54,77.13,50.2
20,臺中市,2017/08,忠明,2.6,0.31,-,24.1,28,17,14.54,2.72,11.81,1.873,0.088,1.786,1.91,1.47,29.47,-,-,73.01,-
21,臺中市,2017/08,豐原,3.1,0.37,-,27.5,31,17,9.74,1.71,8.03,1.88,0.135,1.746,2.63,2.31,27.82,-,-,74.93,-
22,臺中市,2017/08,沙鹿,2.7,0.25,-,22.3,29,14,13.07,2.38,10.69,-,-,-,2.69,2.37,28.63,-,-,71.31,-
23,臺中市,2017/08,大里,2.8,0.34,415.53,24.7,39,17,13.56,3.02,10.54,-,-,-,2.1,1.76,28.98,-,-,70.52,-
24,臺南市,2017/08,新營,2.3,0.23,-,20.8,36,13,7.78,1.37,6.4,2.153,0.065,2.089,1.67,1.36,30.18,6.95,5.57,70.46,5.99
25,臺南市,2017/08,善化,2.3,0.18,421.06,20.3,30,12,8.17,1.69,6.47,-,-,-,2.19,1.96,29.65,-,-,85.79,-
26,臺南市,2017/08,安南,1.4,0.23,-,22.7,35,13,11.35,2.55,8.8,2.058,0.172,1.886,2.43,2.14,30.86,-,-,76.39,-
27,臺南市,2017/08,臺南,2.7,0.25,-,21.8,29,13,8.97,1.02,7.97,1.862,0.111,1.751,1.98,1.69,30.78,-,-,70.51,-
28,高雄市,2017/08,左營,3.2,0.25,-,21.8,35,13,12.7,1.74,10.95,1.977,0.108,1.869,2.13,1.8,29.55,-,-,79.14,-
29,高雄市,2017/08,楠梓,3,0.27,-,19.6,36,14,14.3,3.73,10.58,1.885,0.16,1.726,1.56,1.3,29.72,-,-,77.16,-
30,高雄市,2017/08,前金,3.5,0.28,-,21.8,32,12,11.29,2.02,9.26,1.889,0.093,1.796,2.16,1.83,29.08,-,-,77.4,-
31,高雄市,2017/08,前鎮,5,0.3,-,17.5,31,14,16.41,3.06,13.34,1.941,0.102,1.839,1.57,1.14,30,-,-,75.79,-
32,高雄市,2017/08,復興,4.9,0.42,-,18,30,14,17.93,4.46,13.47,1.985,0.16,1.826,0.99,0.71,30.13,-,-,73.05,-
33,高雄市,2017/08,小港,8,0.28,-,18.2,37,16,18.57,4.72,13.86,1.938,0.132,1.806,2.07,1.73,31.02,1.52,4.92,74.46,39.12
34,高雄市,2017/08,鳳山,3.1,0.41,-,20.3,42,14,14.44,2.34,12.1,2.053,0.152,1.901,1.81,1.49,29.86,3.87,5.09,75.56,93.24
35,高雄市,2017/08,林園,3.9,0.18,-,24.8,23,-,7.34,0.97,6.36,1.953,0.05,1.904,2.36,2.1,29.65,-,-,78.17,-
36,高雄市,2017/08,大寮,3.9,0.25,-,17.7,36,16,13.5,2.95,10.56,2.168,0.138,2.03,1.69,1.41,29.89,-,-,77.55,-
37,高雄市,2017/08,仁武,3.7,0.26,-,23.4,39,16,12.48,2.09,10.37,2.016,0.107,1.91,1.83,1.55,29.41,-,-,80.07,-
38,高雄市,2017/08,橋頭,1.8,0.25,-,20.8,31,17,11.71,2.64,9.07,-,-,-,2.37,2.12,30.85,2.11,5.49,76.46,15.99
39,高雄市,2017/08,美濃,1.6,0.19,-,22.7,25,18,4.08,0.92,3.12,-,-,-,1.16,0.87,29.18,-,-,76.11,-
40,基隆市,2017/08,基隆,2.6,0.23,-,24.4,21,14,12.1,2.27,9.83,1.832,0.122,1.71,1.83,1.41,30.34,-,-,73.07,-
41,新竹市,2017/08,新竹,2.5,0.3,-,21.7,24,10,13.04,2.12,10.92,1.877,0.109,1.769,2.34,1.85,30.53,-,-,69.51,-
42,嘉義市,2017/08,嘉義,2.7,0.22,-,22.2,35,14,6.81,0.94,5.92,1.938,0.09,1.848,1.78,1.48,29.57,-,-,71.64,-
43,宜蘭縣,2017/08,宜蘭,2.3,0.21,425.98,27.5,33,13,5.84,0.97,4.84,-,-,-,1.75,1.39,30.23,-,-,72.57,-
44,宜蘭縣,2017/08,冬山,2.2,0.23,-,23.2,37,16,12.47,4.11,8.36,-,-,-,2.01,1.7,29.87,4.71,5.96,80.12,7.68
45,桃園市,2017/08,桃園,4.3,0.33,-,22.4,31,16,17.32,3.12,14.19,2.085,0.149,1.937,1.69,1.28,30.78,-,-,65,-
46,桃園市,2017/08,中壢,3.3,0.98,-,15.1,41,15,45.98,24.4,21.59,2.191,0.337,1.854,1.39,0.77,30.62,-,-,69.78,-
47,桃園市,2017/08,大園,3.8,0.2,-,23.8,33,14,13.5,2.62,10.88,-,-,-,4.02,3.71,30.78,-,-,69.21,-
48,桃園市,2017/08,龍潭,2.5,0.26,-,24.1,36,16,12.04,2.42,9.62,-,-,-,2.98,2.71,30.34,-,-,68.64,-
49,桃園市,2017/08,平鎮,2.9,0.26,-,22.9,35,13,15.45,2.6,12.85,-,-,-,2.8,2.39,30.23,-,-,69.91,-
50,桃園市,2017/08,觀音,3.4,0.16,-,20.8,37,14,10.69,1.73,8.96,-,-,-,4.02,3.67,29.58,0.92,6.26,76.85,6.42
51,新竹縣,2017/08,竹東,1.2,0.22,-,21.7,28,15,7.51,1.06,6.48,-,-,-,2.04,1.67,29.7,-,-,74.06,-
52,新竹縣,2017/08,湖口,3.3,0.2,-,23,29,15,12.58,2.88,9.7,-,-,-,3.94,3.68,29.79,-,-,76.8,-
53,苗栗縣,2017/08,苗栗,2.5,0.25,-,21.5,34,16,10.33,2.21,8.13,-,-,-,2.33,1.87,30.1,-,-,73.21,-
54,苗栗縣,2017/08,頭份,2.5,0.22,-,22.9,31,15,11.51,2.49,9.02,1.938,0.07,1.868,2.8,2.37,30.05,-,-,76.38,-
55,苗栗縣,2017/08,三義,2.8,0.2,-,26.5,28,13,8,1.16,6.85,-,-,-,2.71,2.48,27.02,3.62,5.79,78.93,7.71
56,彰化縣,2017/08,彰化,3.7,0.26,-,22.9,35,18,9.69,1.76,7.93,1.94,0.123,1.817,4.14,3.38,31.13,-,-,71.59,-
57,彰化縣,2017/08,線西,2.5,0.19,-,24.1,30,17,7.9,1.57,6.34,2.022,0.085,1.939,2.93,2.72,30.25,-,-,81.15,-
58,彰化縣,2017/08,二林,2.7,0.16,-,19.8,30,15,7.02,1.53,5.49,-,-,-,2.28,2.08,29.73,-,-,78.6,-
59,南投縣,2017/08,南投,2,0.26,-,22.1,37,17,10.55,1.57,8.96,1.825,0.077,1.749,1.79,1.44,29.4,3.84,6.14,71.55,9.5
60,南投縣,2017/08,埔里,1.8,0.23,-,25.3,28,16,8.41,1.32,7.09,-,-,-,1.68,1.24,28.11,-,-,75.67,-
61,南投縣,2017/08,竹山,2.3,0.2,-,24.2,31,18,7.04,1.53,5.52,-,-,-,1.46,1.05,27.21,-,-,80.9,-
62,雲林縣,2017/08,斗六,2.6,0.23,-,25.7,34,16,9.21,1.53,7.67,-,-,-,1.59,1.29,30.09,-,-,72.91,-
63,雲林縣,2017/08,崙背,2,0.15,-,23.2,32,16,7.13,1.32,5.81,-,-,-,2.25,2.03,29.47,4.29,5.85,77.63,28.55
64,雲林縣,2017/08,麥寮,2.3,0.2,-,21.4,45,18,9.04,2.34,6.69,2.092,0.092,2,2.37,2.13,29.78,-,-,80.38,-
65,雲林縣,2017/08,臺西,2.7,0.13,-,21.6,31,17,6.87,1.74,5.12,1.95,0.022,1.935,3.15,2.92,29.83,-,-,82.24,-
66,嘉義縣,2017/08,朴子,2.5,0.21,-,23.5,38,13,8.77,2.08,6.69,-,-,-,2.05,1.77,30.02,-,-,78.22,-
67,嘉義縣,2017/08,新港,2.3,0.19,-,22.1,31,13,-,-,-,-,-,-,2.02,1.74,29.49,-,-,72.15,-
68,屏東縣,2017/08,屏東,2.6,0.34,-,22.9,32,15,11.28,1.47,9.8,2.015,0.101,1.914,1.73,1.25,29.58,-,-,72.01,-
69,屏東縣,2017/08,潮州,2.4,0.2,-,23.2,40,15,6.82,1.27,5.55,-,-,-,1.73,1.44,29.26,-,-,81.83,-
70,屏東縣,2017/08,恆春,1.9,0.06,401.62,21.6,26,7,3.32,1.09,2.22,-,-,-,3.81,3.59,28.99,3.14,4.66,87.87,14.28
71,臺東縣,2017/08,臺東,1.4,0.24,-,17.8,28,8,6.78,2.48,4.3,-,-,-,1.82,1.42,29.6,7.21,4.71,72.6,12.72
72,臺東縣,2017/08,關山,1.3,-,-,16.3,26,9,3.89,1.36,2.52,-,-,-,1.37,1.02,29.41,-,-,71.16,-
73,花蓮縣,2017/08,花蓮,2.1,0.18,-,22.2,26,12,6.71,2.25,4.46,-,-,-,2.01,1.64,30.66,3.45,4.91,71.05,18.89
74,澎湖縣,2017/08,馬公,1.2,0.14,-,21.5,18,10,6.34,2.01,4.33,-,-,-,2.2,1.86,29.07,2.45,6.19,82.55,181.62
75,金門縣,2017/08,金門,3.2,0.13,-,27.9,35,15,9.1,1.46,7.62,-,-,-,3.41,3.18,31.59,3.75,5.57,75.25,26.42
76,連江縣,2017/08,馬祖,3.1,0.11,-,31.3,36,14,6.01,1.05,4.95,-,-,-,3.96,3.79,29.08,3.67,4.98,86.56,38.22
,,,,,,,,,,,,,,,,,,,,,,
