序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
1,臺北市,2017/08,松山,3.7,0.38,425.1,23.1,24,16,22.53,6.14,16.38,1.895,0.136,1.759,1.94,1.44,31.07,-,-,65.55,-
2,臺北市,2017/08,古亭,2.6,0.35,-,24.6,25,16,18.81,4.37,14.44,2.009,0.13,1.879,2.15,1.72,31.31,-,-,68.37,-
3,臺北市,2017/08,中山,3.4,0.62,-,18,38,16,29.91,9.58,20.33,2.044,0.182,1.862,0.94,0.42,31.67,-,-,68.2,-
4,臺北市,2017/08,大同,4.1,1.33,-,-,46,9,57.5,33.03,24.47,2.528,0.561,1.967,-,-,-,-,-,-,-
5,臺北市,2017/08,萬華,3.2,0.7,-,18.1,32,16,36.18,14.77,21.41,-,-,-,1.13,0.48,32.31,-,-,65.67,-
6,臺北市,2017/08,陽明,2.3,0.13,412.14,29.3,15,12,4.8,0.87,3.93,-,-,-,2.35,-,23.17,1.83,4.49,86.82,28.16
7,臺北市,2017/08,士林,3,0.28,-,24.6,29,15,14.99,3.03,11.97,-,-,-,2.44,2.12,31.22,-,-,68.38,-
8,新北市,2017/08,板橋,4.4,0.37,-,23.7,33,13,19.07,3.9,15.18,1.995,0.176,1.82,2.33,1.91,31.73,9.82,4.62,65.09,28.01
9,新北市,2017/08,三重,3.8,1.21,-,-,44,16,80.39,51.44,28.96,2.33,0.427,1.904,-,-,32.16,-,-,59.77,-
10,新北市,2017/08,菜寮,3.2,0.37,-,24.6,31,14,17.24,3.33,13.91,-,-,-,2.59,2.1,32.21,-,-,65.03,-
