序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2011/06,松山,3.5,0.53,419.27,18.9,35,28,30.39,8.76,21.63,2.118,0.201,1.917,29.17,69.4
2,臺北市,2011/06,古亭,3.3,0.63,-,21.6,44,26,32.68,9.66,23.02,2.143,0.238,1.905,29.03,75.29
3,臺北市,2011/06,中山,3.9,0.76,-,15.9,45,33,41.83,15.4,26.43,2.24,0.308,1.932,29.77,71.01
4,臺北市,2011/06,大同,4.7,1.79,-,-,42,29,73.3,42.08,31.22,2.801,0.674,2.127,-,-
5,臺北市,2011/06,萬華,3.1,0.65,-,17.9,35,23,33.38,9.44,23.94,-,-,-,29.36,70.95
6,臺北市,2011/06,陽明,2.0,0.12,395.77,30.0,16,12,5.59,1.29,4.3,-,-,-,22.52,91.46
7,臺北市,2011/06,士林,3.0,0.42,-,24.9,37,20,22.87,5.31,17.56,-,-,-,29.25,69.07
8,新北市,2011/06,板橋,5.1,0.58,-,21.9,38,26,28.78,7.45,21.32,2.307,0.383,1.924,30.15,68.71
9,新北市,2011/06,三重,4.2,1.78,-,-,51,29,115.05,78.42,36.63,2.72,0.754,1.965,29.26,67.94
10,新北市,2011/06,菜寮,4.3,0.62,-,18.8,39,22,29.53,7.52,22.0,-,-,-,29.44,68.87
11,新北市,2011/06,永和,3.2,1.09,-,15.1,35,22,41.35,17.92,23.42,2.173,0.442,1.731,29.13,70.75
12,新北市,2011/06,新莊,6.4,0.55,-,21.1,37,24,30.14,7.96,22.18,-,-,-,29.96,70.48
13,新北市,2011/06,新店,2.5,0.36,-,25.1,32,20,15.82,3.14,12.69,-,-,-,28.95,76.8
14,新北市,2011/06,淡水,3.0,0.34,-,19.7,28,20,17.27,4.29,12.98,-,-,-,-,-
15,新北市,2011/06,汐止,4.3,0.41,-,20.1,35,21,28.98,10.43,18.55,-,-,-,29.19,79.67
16,新北市,2011/06,土城,4.2,0.5,-,22.5,39,28,29.06,9.89,19.17,2.117,0.279,1.839,29.21,75.99
17,新北市,2011/06,林口,4.7,0.33,-,22.1,39,21,24.14,5.53,18.6,-,-,-,27.82,78.74
18,新北市,2011/06,萬里,2.9,0.21,-,26.9,27,14,10.64,2.23,8.41,-,-,-,28.05,86.09
19,臺中市,2011/06,西屯,3.4,0.27,-,22.3,46,21,17.89,4.46,13.43,2.06,0.213,1.846,29.13,73.39
20,臺中市,2011/06,忠明,3.1,0.42,-,28.2,34,22,19.28,4.78,14.5,2.122,0.204,1.918,29.88,70.8
21,臺中市,2011/06,豐原,3.2,0.38,-,25.6,43,21,14.84,2.61,12.24,2.024,0.158,1.867,28.54,72.74
22,臺中市,2011/06,沙鹿,3.6,0.24,-,23.6,31,22,14.47,2.98,11.49,-,-,-,29.2,72.5
23,臺中市,2011/06,大里,3.2,0.36,413.91,24.9,38,22,17.12,3.15,13.97,1.999,0.212,1.787,30.53,67.18
24,臺南市,2011/06,新營,3.3,0.28,-,24.3,45,20,12.68,3.44,9.24,2.044,0.082,1.962,29.39,76.7
25,臺南市,2011/06,善化,3.9,0.2,414.48,23.3,47,19,12.43,4.75,7.68,-,-,-,29.2,80.03
