序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
12,新北市,2006/02,新店,3.4,0.56,-,27.5,40,22,24.77,5.94,18.83,-,-,-,18.01,-,-,75.17,-
13,新北市,2006/02,淡水,2.1,0.47,-,31.1,35,22,18.09,4.92,13.17,-,-,-,-,-,-,-,-
14,新北市,2006/02,汐止,5.5,0.62,-,20.9,40,21,37.66,13.93,23.73,-,-,-,17.21,-,-,78.65,-
15,新北市,2006/02,土城,5.2,0.67,-,26.0,49,32,37.4,12.25,25.14,-,-,-,18.38,-,-,73.99,-
16,新北市,2006/02,林口,3.4,0.41,-,28.4,41,18,18.02,3.98,14.04,-,-,-,15.16,-,-,80.86,-
17,新北市,2006/02,萬里,1.6,0.3,-,39.9,39,23,9.34,2.26,7.08,1.666,0.054,1.613,17.52,-,-,80.09,-
18,臺中市,2006/02,西屯,3.2,0.55,-,25.8,66,41,25.49,6.59,18.88,2.248,0.26,1.988,18.39,-,-,71.7,-
19,臺中市,2006/02,忠明,3.2,0.76,-,18.9,69,41,36.21,10.96,25.25,-,-,-,18.12,-,-,69.19,-
20,臺中市,2006/02,豐原,4.6,0.68,-,20.4,59,33,30.65,7.73,22.91,2.213,0.258,1.955,17.5,-,-,73.86,-
21,臺中市,2006/02,沙鹿,2.6,0.47,-,28.9,68,36,21.68,4.35,17.33,-,-,-,17.88,-,-,77.7,-
22,臺中市,2006/02,大里,4.6,0.79,403.67,18.3,88,42,37.8,10.13,27.66,-,-,-,19.5,-,-,69.11,-
23,臺南市,2006/02,新營,4.4,0.5,-,26.8,110,42,24.33,4.2,20.14,2.179,0.153,2.026,18.61,-,-,73.95,-
24,臺南市,2006/02,善化,2.1,0.54,425.82,18.4,98,45,21.47,5.72,15.68,-,-,-,19.63,-,-,74.19,-
25,臺南市,2006/02,安南,4.6,0.5,-,24.6,100,40,23.42,4.55,18.88,-,-,-,19.35,-,-,68.41,-
26,臺南市,2006/02,臺南,3.8,0.64,-,29.4,101,50,27.17,5.31,21.86,2.062,0.278,1.785,19.7,-,-,69.45,-
27,高雄市,2006/02,左營,7.0,0.67,-,27.5,110,63,38.17,9.21,28.97,-,-,-,19.57,-,-,72.57,-
28,高雄市,2006/02,楠梓,5.5,0.56,-,23.2,115,54,27.38,6.44,20.94,1.932,0.156,1.777,20.58,-,-,67.07,-
29,高雄市,2006/02,前金,7.5,0.77,-,30.7,106,65,36.08,6.64,29.45,-,-,-,20.93,-,-,70.32,-
30,高雄市,2006/02,前鎮,8.7,0.89,-,18.9,129,71,48.36,12.68,35.67,-,-,-,21.36,-,-,65.02,-
31,高雄市,2006/02,復興,10.2,1.17,-,21.6,130,68,57.39,17.76,39.63,-,-,-,21.5,-,-,65.62,-
32,高雄市,2006/02,小港,13.6,0.85,-,22.5,112,72,59.44,19.53,39.91,2.23,0.534,1.696,22.44,-,-,64.34,-
33,高雄市,2006/02,鳳山,16.8,0.87,-,23.3,129,47,61.42,21.76,39.66,-,-,-,21.11,-,-,67.97,-
34,高雄市,2006/02,林園,14.9,0.66,-,31.1,129,63,37.45,10.88,26.57,-,-,-,21.7,-,-,67.59,-
35,高雄市,2006/02,大寮,9.9,0.68,-,30.9,126,74,39.31,9.79,29.52,-,-,-,21.74,-,-,67.1,-
36,高雄市,2006/02,仁武,14.8,0.71,-,20.9,107,52,45.84,12.06,33.78,2.394,0.317,2.078,21.67,-,-,69.88,-
37,高雄市,2006/02,橋頭,5.8,0.58,-,25.6,108,63,37.52,6.74,30.74,-,-,-,20.82,-,-,72.52,-
38,高雄市,2006/02,美濃,2.9,0.48,-,34.5,105,57,16.88,1.78,15.09,-,-,-,21.84,-,-,68.45,-
39,基隆市,2006/02,基隆,5.4,0.61,-,28.0,35,26,31.45,10.94,20.51,2.295,0.214,2.081,17.9,-,-,78.9,-
40,新竹市,2006/02,新竹,3.6,0.56,-,27.1,57,34,26.21,6.64,19.56,2.249,0.25,1.999,16.94,-,-,75.37,-
41,嘉義市,2006/02,嘉義,4.1,0.61,-,23.0,109,53,27.43,5.6,21.84,2.22,0.217,2.003,17.52,-,-,71.18,-
42,宜蘭縣,2006/02,宜蘭,2.0,0.52,401.15,26.9,38,20,13.87,2.22,11.63,-,-,-,18.48,-,-,75.14,-
43,宜蘭縣,2006/02,冬山,2.1,0.51,-,28.2,37,19,19.09,5.27,13.81,-,-,-,17.98,-,-,81.73,-
44,桃園市,2006/02,桃園,6.7,0.66,-,25.6,57,32,36.5,11.26,25.24,2.316,0.297,2.019,16.59,-,-,75.95,-
45,桃園市,2006/02,中壢,5.8,0.94,-,19.2,58,35,49.72,21.14,28.58,-,-,-,16.78,-,-,80.96,-
46,桃園市,2006/02,大園,5.0,0.41,-,29.6,54,30,25.24,6.34,18.9,-,-,-,15.9,-,-,77.45,-
47,桃園市,2006/02,龍潭,3.5,0.53,-,24.6,53,25,28.34,7.3,21.03,-,-,-,15.37,-,-,77.26,-
48,桃園市,2006/02,平鎮,5.0,0.55,-,24.9,59,29,31.08,6.91,24.16,-,-,-,15.81,-,-,76.16,-
49,桃園市,2006/02,觀音,5.1,0.35,-,35.3,59,22,16.23,2.36,13.86,2.075,0.129,1.946,16.53,-,-,80.92,-
50,新竹縣,2006/02,竹東,2.0,0.52,-,24.5,50,32,22.22,4.6,17.61,-,-,-,17.88,-,-,74.71,-
51,新竹縣,2006/02,湖口,3.5,0.39,-,32.5,55,29,17.63,3.6,14.03,-,-,-,16.05,-,-,80.06,-
52,苗栗縣,2006/02,苗栗,4.5,0.53,-,26.1,57,36,23.77,6.45,17.32,-,-,-,17.09,-,-,77.67,-
53,苗栗縣,2006/02,頭份,3.9,0.47,-,29.0,57,33,21.12,5.6,15.51,-,-,-,15.26,-,-,78.81,-
54,苗栗縣,2006/02,三義,2.4,0.37,-,24.9,43,27,16.62,2.63,13.98,1.962,0.107,1.855,14.53,-,-,84.6,-
55,彰化縣,2006/02,彰化,4.4,0.56,-,19.4,80,40,33.0,9.2,23.8,2.13,0.215,1.915,17.68,-,-,70.63,-
56,彰化縣,2006/02,線西,4.7,0.42,-,28.4,69,40,20.95,3.76,17.18,-,-,-,19.16,-,-,80.11,-
57,彰化縣,2006/02,二林,3.7,0.43,-,29.9,75,42,17.94,2.72,15.22,-,-,-,17.91,-,-,75.48,-
58,南投縣,2006/02,南投,3.8,0.71,-,21.2,81,47,32.12,7.45,24.67,2.219,0.244,1.975,19.35,-,-,71.56,-
59,南投縣,2006/02,埔里,2.5,0.62,-,28.9,78,45,21.49,3.34,18.15,-,-,-,20.39,-,-,66.92,-
60,南投縣,2006/02,竹山,3.8,0.63,-,23.7,98,60,29.32,5.68,23.65,-,-,-,19.37,-,-,71.81,-
61,雲林縣,2006/02,斗六,4.4,0.59,-,23.3,92,50,27.37,5.34,22.03,-,-,-,18.94,-,-,72.05,-
62,雲林縣,2006/02,崙背,4.3,0.45,-,29.3,86,51,17.47,2.99,14.48,2.245,0.227,2.018,18.51,-,-,76.15,-
63,雲林縣,2006/02,臺西,3.8,0.37,-,38.4,62,42,11.98,2.83,9.14,-,-,-,19.67,-,-,78.63,-
64,嘉義縣,2006/02,朴子,3.4,0.44,-,29.6,93,44,16.55,2.2,14.35,-,-,-,19.6,-,-,71.25,-
65,嘉義縣,2006/02,新港,3.7,0.48,-,28.3,96,47,19.19,3.57,15.62,-,-,-,18.12,-,-,76.65,-
66,屏東縣,2006/02,屏東,5.8,0.7,-,31.8,121,68,23.9,2.47,21.43,2.346,0.318,2.028,22.03,-,-,69.96,-
67,屏東縣,2006/02,潮州,6.5,0.6,-,37.6,110,58,27.56,4.4,23.16,-,-,-,21.89,-,-,71.71,-
68,屏東縣,2006/02,恆春,0.9,0.21,411.1,42.7,22,10,5.31,2.27,3.04,-,-,-,22.26,-,-,75.71,-
69,臺東縣,2006/02,臺東,2.0,0.4,-,35.7,31,12,11.23,4.56,6.67,1.904,0.181,1.727,21.25,-,-,73.22,-
70,臺東縣,2006/02,關山,1.2,0.29,-,27.9,23,10,6.59,2.32,4.27,-,-,-,19.48,-,-,75.16,-
71,花蓮縣,2006/02,花蓮,1.9,0.53,-,22.6,34,20,17.7,3.96,13.74,2.042,0.181,1.861,21.24,-,-,71.06,-
72,澎湖縣,2006/02,馬公,1.3,0.33,-,44.4,49,25,5.14,0.79,4.31,1.805,0.029,1.814,17.48,-,-,79.93,-
73,金門縣,2006/02,金門,-,-,-,35.1,87,48,19.27,5.54,13.73,2.072,0.166,1.906,13.98,-,-,-,-
74,連江縣,2006/02,馬祖,4.3,0.32,-,44.0,60,32,8.06,1.49,6.56,1.92,0.066,1.853,11.31,-,-,75.21,-
,,,,,,,,,,,,,,,,,,,,
