序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
23,臺中市,1997/05,大里,3.5,0.75,24.8,69.0,-,30,6.63,23.0,-,-,-,26.61,-,-
24,臺南市,1997/05,新營,3.9,0.61,27.4,49.0,-,19,2.91,15.9,-,-,-,27.15,-,-
25,臺南市,1997/05,善化,2.1,0.43,25.8,50.0,-,16,3.49,12.37,-,-,-,26.59,-,-
26,臺南市,1997/05,安南,6.1,0.55,32.0,59.0,-,22,5.47,16.38,-,-,-,26.76,-,-
27,臺南市,1997/05,臺南,7.0,0.7,25.0,54.0,-,25,6.69,18.61,2.96,0.45,2.51,27.23,-,-
28,高雄市,1997/05,左營,8.6,0.6,-,55.0,-,23,5.43,17.4,2.62,0.43,2.19,27.01,-,-
29,高雄市,1997/05,楠梓,7.4,0.53,22.7,64.0,-,34,11.0,23.14,2.79,0.36,2.45,27.19,-,-
30,高雄市,1997/05,前金,9.8,0.71,25.0,59.0,-,27,8.56,17.93,-,-,-,26.96,-,-
31,高雄市,1997/05,前鎮,15.3,-,-,59.0,-,32,8.31,23.47,2.64,0.47,2.17,26.66,-,-
32,高雄市,1997/05,復興,-,0.95,-,68.0,-,37,13.04,23.7,2.53,0.53,2.0,27.02,-,-
33,高雄市,1997/05,小港,14.8,0.77,22.3,62.0,-,39,12.53,26.27,2.49,0.29,2.2,27.51,-,-
34,高雄市,1997/05,鳳山,9.7,0.83,23.0,63.0,33,33,7.78,25.48,-,-,-,27.57,-,-
35,高雄市,1997/05,林園,6.5,0.41,28.5,-,39,12,2.17,9.9,2.43,0.23,2.21,26.85,-,-
36,高雄市,1997/05,大寮,10.1,-,25.1,-,-,21,4.07,17.13,-,-,-,27.91,-,-
37,高雄市,1997/05,仁武,10.3,0.56,22.5,68.0,-,32,9.36,22.81,2.57,0.31,2.25,26.91,-,-
38,高雄市,1997/05,橋頭,6.4,0.59,24.6,53.0,-,25,6.84,18.27,2.39,0.14,2.24,25.71,-,-
39,高雄市,1997/05,美濃,2.5,0.43,29.1,57.0,-,11,0.86,10.58,-,-,-,27.11,-,-
40,基隆市,1997/05,基隆,8.3,0.83,32.6,68.0,-,35,9.64,25.53,2.65,0.45,2.2,24.83,-,-
41,新竹市,1997/05,新竹,6.5,0.78,20.1,44.0,-,33,10.17,23.3,2.87,0.2,2.67,26.47,-,-
42,嘉義市,1997/05,嘉義,5.0,0.8,26.2,58.0,-,29,4.03,24.82,3.8,0.75,3.05,26.61,-,-
43,宜蘭縣,1997/05,宜蘭,1.4,0.55,30.6,47.0,-,15,1.71,13.0,-,-,-,24.8,-,-
44,宜蘭縣,1997/05,冬山,1.7,0.59,18.9,51.0,-,19,5.51,13.52,2.23,0.13,2.1,24.36,-,-
45,桃園市,1997/05,桃園,16.2,0.8,27.6,63.0,-,42,12.17,29.91,2.66,0.47,2.19,25.2,-,-
46,桃園市,1997/05,中壢,9.7,1.64,-,61.0,-,72,33.69,38.03,-,-,-,25.1,-,-
47,桃園市,1997/05,大園,6.6,0.5,29.0,40.0,-,28,9.18,18.59,-,-,-,24.76,-,-
48,桃園市,1997/05,龍潭,4.1,0.57,19.2,56.0,-,23,4.04,19.13,-,-,-,23.96,-,-
49,桃園市,1997/05,平鎮,7.4,0.77,25.0,48.0,-,35,7.42,27.52,2.33,0.3,2.03,25.1,-,-
50,桃園市,1997/05,觀音,11.0,0.39,28.2,64.0,-,21,4.91,15.83,2.4,0.15,2.26,24.67,-,-
51,新竹縣,1997/05,竹東,3.0,0.58,22.3,50.0,-,26,4.79,21.06,-,-,-,25.08,-,-
52,新竹縣,1997/05,湖口,5.2,0.56,27.1,53.0,-,28,8.97,18.84,-,-,-,25.34,-,-
53,苗栗縣,1997/05,苗栗,3.7,0.64,17.8,54.0,-,31,8.54,22.56,-,-,-,25.56,-,-
54,苗栗縣,1997/05,三義,2.9,0.39,27.5,56.0,-,20,3.69,16.35,2.28,0.16,2.12,22.79,-,-
55,彰化縣,1997/05,彰化,5.3,0.76,19.2,67.0,-,32,8.69,23.58,2.33,0.6,1.72,26.43,-,-
56,彰化縣,1997/05,線西,4.6,-,-,50.0,-,23,5.8,17.19,2.38,0.16,2.23,26.11,-,-
57,彰化縣,1997/05,二林,4.2,0.45,27.7,60.0,-,17,3.85,13.58,-,-,-,25.79,-,-
58,南投縣,1997/05,南投,3.1,0.56,25.3,-,-,25,4.84,20.58,-,-,-,26.27,-,-
59,南投縣,1997/05,竹山,3.0,-,27.0,64.0,-,22,2.73,18.8,-,-,-,24.15,-,-
60,雲林縣,1997/05,斗六,6.3,0.69,22.5,67.0,-,22,4.31,17.29,-,-,-,26.06,-,-
61,雲林縣,1997/05,崙背,2.7,0.44,23.7,61.0,-,20,5.11,15.1,-,-,-,25.53,-,-
62,雲林縣,1997/05,臺西,2.3,0.37,35.2,63.0,-,10,1.73,8.3,-,-,-,26.35,-,-
63,嘉義縣,1997/05,朴子,2.6,0.33,20.0,53.0,-,17,3.71,13.83,-,-,-,26.42,-,-
64,嘉義縣,1997/05,新港,3.7,0.55,32.0,56.0,-,21,5.57,15.88,-,-,-,25.88,-,-
65,屏東縣,1997/05,屏東,4.6,0.69,27.9,61.0,-,23,4.4,18.84,2.45,0.25,2.2,27.74,-,-
66,屏東縣,1997/05,潮州,2.7,0.46,28.4,58.0,-,15,2.38,12.27,-,-,-,26.66,-,-
67,屏東縣,1997/05,恆春,-,-,-,27.0,-,-,-,-,-,-,-,26.11,-,-
68,臺東縣,1997/05,臺東,0.5,0.6,28.4,29.0,-,10,2.0,8.43,2.2,0.14,2.06,26.15,-,-
69,花蓮縣,1997/05,花蓮,0.7,0.62,21.3,42.0,-,18,4.19,14.18,2.18,0.28,1.9,25.66,-,-
,,,,,,,,,,,,,,,,,
