序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
50,桃園市,1997/03,觀音,10.2,0.37,40.6,57.0,16,3,13.85,2.7,0.3,2.4,18.46,-,-
51,新竹縣,1997/03,竹東,2.4,0.63,22.6,65.0,32,7,24.59,-,-,-,18.89,-,-
52,新竹縣,1997/03,湖口,3.5,0.55,30.8,66.0,24,6,18.3,-,-,-,18.94,-,-
53,苗栗縣,1997/03,苗栗,5.2,0.78,16.8,61.0,39,10,28.53,-,-,-,19.04,-,-
54,苗栗縣,1997/03,三義,2.5,0.38,25.8,63.0,27,5,21.64,2.32,0.19,2.13,16.59,-,-
55,彰化縣,1997/03,彰化,5.2,0.71,21.3,93.0,44,13,31.1,2.36,0.61,1.75,20.38,-,-
56,彰化縣,1997/03,線西,5.8,-,-,66.0,26,6,20.54,2.31,0.16,2.15,20.08,-,-
57,彰化縣,1997/03,二林,6.5,0.49,31.9,92.0,22,3,18.08,-,-,-,19.76,-,-
58,南投縣,1997/03,南投,2.8,0.71,26.5,80.0,32,6,25.65,-,-,-,-,-,-
59,南投縣,1997/03,竹山,2.5,-,17.8,-,29,4,24.24,-,-,-,18.68,-,-
60,雲林縣,1997/03,斗六,6.6,0.77,22.4,84.0,30,7,23.7,-,-,-,20.42,-,-
61,雲林縣,1997/03,崙背,5.0,0.47,29.8,94.0,21,3,17.91,-,-,-,19.9,-,-
62,雲林縣,1997/03,臺西,3.2,0.44,40.6,83.0,14,2,11.94,-,-,-,20.01,-,-
63,嘉義縣,1997/03,朴子,5.0,0.51,23.7,79.0,22,3,18.79,-,-,-,20.8,-,-
64,嘉義縣,1997/03,新港,4.6,0.57,32.2,103.0,25,5,20.48,-,-,-,18.2,-,-
65,屏東縣,1997/03,屏東,5.7,0.8,31.0,108.0,27,5,22.61,2.69,0.28,2.42,23.36,-,-
66,屏東縣,1997/03,潮州,4.4,0.56,35.7,91.0,21,2,18.93,-,-,-,22.14,-,-
67,屏東縣,1997/03,恆春,0.1,0.28,46.3,21.0,1,0,0.64,-,-,-,22.56,-,-
68,臺東縣,1997/03,臺東,0.5,0.6,26.1,31.0,11,2,9.03,2.24,0.15,2.09,22.06,-,-
69,花蓮縣,1997/03,花蓮,0.4,0.7,19.7,42.0,20,5,15.27,2.29,0.31,1.98,20.87,-,-
,,,,,,,,,,,,,,,,
