序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
29,高雄市,2000/06,楠梓,5.0,0.39,15.8,43.0,-,22,8.39,13.8,2.17,0.21,1.96,28.92,-,-,-
30,高雄市,2000/06,前金,5.3,0.53,19.0,22.0,-,22,8.75,13.13,-,-,-,29.37,-,-,-
31,高雄市,2000/06,前鎮,12.0,-,-,39.0,-,28,11.14,16.55,2.12,0.4,1.71,28.24,-,-,-
32,高雄市,2000/06,復興,2.2,0.67,-,35.0,-,32,15.79,15.81,2.47,0.48,2.0,28.58,-,-,-
33,高雄市,2000/06,小港,14.3,0.67,8.2,-,-,-,-,-,2.19,0.28,1.91,28.91,-,-,-
34,高雄市,2000/06,鳳山,6.3,0.74,11.5,33.0,22,24,8.9,15.33,-,-,-,29.35,-,-,-
35,高雄市,2000/06,林園,2.8,0.35,15.9,33.0,24,9,2.01,6.78,1.96,0.14,1.82,28.98,-,-,-
36,高雄市,2000/06,大寮,5.7,0.58,12.9,36.0,-,15,3.65,11.59,2.24,0.13,2.11,28.56,-,-,-
37,高雄市,2000/06,仁武,4.5,0.38,16.1,28.0,-,22,9.03,13.12,2.25,0.14,2.11,29.11,-,-,-
38,高雄市,2000/06,橋頭,5.0,0.34,12.3,26.0,-,18,6.68,11.52,2.28,0.18,2.1,28.79,-,-,-
39,高雄市,2000/06,美濃,1.2,0.33,20.6,28.0,-,9,1.37,7.65,-,-,-,28.39,-,-,-
40,基隆市,2000/06,基隆,7.7,0.8,29.2,-,-,37,11.86,24.68,2.45,0.28,2.17,27.47,-,-,-
41,新竹市,2000/06,新竹,3.1,0.54,17.3,22.0,-,24,8.23,15.9,2.42,0.18,2.24,28.6,-,-,-
42,嘉義市,2000/06,嘉義,2.2,0.61,15.1,39.0,-,18,4.77,13.54,2.04,0.19,1.84,26.63,-,-,-
43,宜蘭縣,2000/06,宜蘭,1.1,0.45,24.1,31.0,-,12,2.22,10.14,-,-,-,27.18,-,-,-
44,宜蘭縣,2000/06,冬山,1.6,0.6,19.7,36.0,-,18,5.23,12.29,2.11,0.12,1.99,28.69,-,-,-
45,桃園市,2000/06,桃園,9.7,0.69,18.4,40.0,-,33,10.91,21.81,2.44,0.38,2.06,27.51,-,-,-
46,桃園市,2000/06,中壢,5.8,1.61,-,31.0,-,63,35.28,27.29,2.69,0.71,1.98,27.16,-,-,-
47,桃園市,2000/06,大園,5.3,0.46,16.5,40.0,-,27,11.45,15.25,-,-,-,27.8,-,-,-
48,桃園市,2000/06,龍潭,3.0,0.51,24.5,36.0,-,24,6.55,17.75,-,-,-,26.65,-,-,-
49,桃園市,2000/06,平鎮,3.9,0.64,13.0,29.0,-,31,9.98,21.51,2.7,0.31,2.39,28.27,-,-,-
50,桃園市,2000/06,觀音,4.6,0.39,20.0,29.0,-,18,5.66,12.41,2.47,0.21,2.26,27.18,-,-,-
51,新竹縣,2000/06,竹東,2.0,0.41,19.5,30.0,-,17,4.05,13.15,-,-,-,27.34,-,-,-
52,新竹縣,2000/06,湖口,4.8,0.49,17.7,34.0,-,23,8.51,14.07,-,-,-,27.23,-,-,-
53,苗栗縣,2000/06,苗栗,2.7,0.46,16.8,23.0,-,21,6.35,14.8,-,-,-,27.7,-,-,-
54,苗栗縣,2000/06,頭份,11.6,-,-,-,-,29,13.78,15.7,2.31,0.18,2.13,28.54,-,-,-
55,苗栗縣,2000/06,三義,1.0,0.22,19.6,31.0,-,13,2.87,9.94,1.96,0.06,1.91,24.76,-,-,-
56,彰化縣,2000/06,彰化,3.0,0.63,13.1,25.0,-,24,7.7,15.82,2.3,0.21,2.09,28.33,-,-,-
57,彰化縣,2000/06,線西,1.6,-,-,27.0,-,17,5.66,11.75,2.26,0.13,2.13,27.8,-,-,-
58,彰化縣,2000/06,二林,0.6,0.34,14.4,37.0,-,15,5.61,9.69,-,-,-,28.32,-,-,-
59,南投縣,2000/06,南投,0.7,0.49,17.5,37.0,-,18,5.02,12.9,1.91,0.1,1.81,27.77,-,-,-
60,南投縣,2000/06,竹山,-,0.42,14.3,36.0,-,15,3.96,11.07,-,-,-,27.28,-,-,-
61,雲林縣,2000/06,斗六,3.2,0.53,16.3,31.0,-,17,4.73,12.59,-,-,-,27.78,-,-,-
62,雲林縣,2000/06,崙背,1.5,0.32,15.3,-,-,14,4.42,9.54,2.22,0.1,2.12,27.95,-,-,-
63,雲林縣,2000/06,臺西,1.4,0.29,17.3,29.0,-,9,2.07,6.84,-,-,-,27.61,-,-,-
64,嘉義縣,2000/06,朴子,2.2,0.35,14.3,30.0,-,14,4.78,9.11,-,-,-,28.46,-,-,-
65,嘉義縣,2000/06,新港,2.3,0.34,19.1,-,-,15,5.2,9.78,-,-,-,27.72,-,-,-
66,屏東縣,2000/06,屏東,2.0,0.49,11.7,27.0,-,17,4.55,12.58,2.14,0.19,1.96,28.18,-,-,-
67,屏東縣,2000/06,潮州,1.9,0.31,15.1,36.0,-,12,2.79,9.59,-,-,-,28.05,-,-,-
68,屏東縣,2000/06,恆春,0.1,0.21,18.5,16.0,-,1,0.04,0.84,-,-,-,27.77,-,-,-
69,臺東縣,2000/06,臺東,0.5,0.51,18.3,31.0,-,10,2.81,6.88,1.98,0.09,1.89,28.28,-,-,-
70,花蓮縣,2000/06,花蓮,0.5,0.47,16.3,17.0,-,12,3.17,8.52,2.01,0.14,1.87,28.35,-,-,-
71,連江縣,2000/06,馬祖,-,-,-,22.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
