序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,2000/06,松山,5.8,1.04,19.5,48.0,-,54,20.64,33.52,-,-,-,27.9,-,-,-
2,臺北市,2000/06,古亭,3.4,1.03,20.7,42.0,24,48,19.76,28.4,2.43,0.46,1.97,28.42,-,-,-
3,臺北市,2000/06,中山,4.9,1.23,15.9,51.0,-,57,23.92,33.52,2.91,0.54,2.37,28.49,-,-,-
4,臺北市,2000/06,大同,9.6,3.19,-,59.0,-,143,97.94,44.72,3.89,1.54,2.35,28.77,-,-,-
5,臺北市,2000/06,萬華,4.1,0.98,23.3,36.0,-,35,8.57,26.36,-,-,-,27.72,-,-,-
6,臺北市,2000/06,陽明,2.2,0.29,39.6,16.0,-,6,0.69,5.47,-,-,-,22.26,-,-,-
7,臺北市,2000/06,士林,4.2,0.87,20.3,34.0,-,35,13.94,21.36,-,-,-,27.9,-,-,-
8,新北市,2000/06,板橋,8.9,0.89,19.1,48.0,-,42,14.29,27.53,2.68,0.53,2.15,28.58,-,-,-
9,新北市,2000/06,三重,7.8,2.88,-,80.0,29,140,100.67,39.57,3.06,0.92,2.14,28.57,-,-,-
10,新北市,2000/06,菜寮,7.1,1.18,16.4,-,-,58,24.0,33.66,-,-,-,27.78,-,-,-
11,新北市,2000/06,永和,5.9,1.87,-,59.0,-,70,36.05,34.23,2.9,0.76,2.14,28.27,-,-,-
12,新北市,2000/06,新莊,11.2,0.86,27.0,49.0,-,41,14.46,26.53,2.72,0.66,2.06,27.73,-,-,-
13,新北市,2000/06,新店,2.3,0.63,26.2,39.0,-,22,4.22,18.27,-,-,-,28.11,-,-,-
14,新北市,2000/06,淡水,2.9,0.82,19.4,31.0,-,34,12.38,21.97,-,-,-,27.81,-,-,-
15,新北市,2000/06,汐止,5.9,0.84,23.5,51.0,-,47,17.9,29.49,-,-,-,27.11,-,-,-
16,新北市,2000/06,土城,5.6,0.84,22.1,44.0,-,43,18.19,25.3,-,-,-,27.57,-,-,-
17,新北市,2000/06,林口,8.2,0.53,19.5,37.0,-,33,12.13,21.14,-,-,-,26.2,-,-,-
18,新北市,2000/06,萬里,2.5,0.39,33.6,28.0,-,12,2.38,9.99,2.07,0.05,2.02,26.6,-,-,-
19,臺中市,2000/06,西屯,2.2,0.53,14.2,44.0,-,26,10.59,15.68,2.21,0.13,2.08,25.99,-,-,-
20,臺中市,2000/06,忠明,2.7,0.89,15.8,34.0,28,34,11.71,22.51,-,-,-,28.83,-,-,-
21,臺中市,2000/06,豐原,2.7,0.52,17.6,30.0,-,23,5.13,18.23,-,-,-,27.18,-,-,-
22,臺中市,2000/06,沙鹿,4.5,0.42,13.3,25.0,-,21,5.85,14.83,-,-,-,28.45,-,-,-
23,臺中市,2000/06,大里,2.4,0.58,13.4,30.0,-,24,6.09,17.42,-,-,-,27.0,-,-,-
24,臺南市,2000/06,新營,2.7,0.4,15.9,18.0,-,15,3.49,11.06,2.29,0.1,2.19,28.97,-,-,-
25,臺南市,2000/06,善化,4.4,0.36,18.3,27.0,-,13,4.11,8.88,-,-,-,28.57,-,-,-
26,臺南市,2000/06,安南,4.3,0.49,18.1,34.0,-,17,5.33,11.24,-,-,-,28.28,-,-,-
27,臺南市,2000/06,臺南,8.4,0.57,13.6,31.0,-,22,9.01,12.86,2.27,0.19,2.07,28.78,-,-,-
28,高雄市,2000/06,左營,4.6,0.57,18.3,27.0,-,19,7.67,11.69,2.06,0.21,1.85,28.83,-,-,-
