序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2005/03,松山,5.4,0.89,406.93,29.6,75,-,53.0,17.71,35.29,-,-,-,17.73,-,-,67.5,-
2,臺北市,2005/03,古亭,5.7,0.91,-,26.9,68,33,52.23,15.33,36.9,2.423,0.368,2.055,16.9,-,-,69.94,-
3,臺北市,2005/03,中山,6.7,1.23,-,19.0,75,35,73.01,30.58,42.43,-,-,-,17.28,-,-,65.98,-
4,臺北市,2005/03,大同,7.0,1.31,-,19.3,80,-,98.28,50.29,47.98,-,-,-,17.25,-,-,-,-
5,臺北市,2005/03,萬華,5.9,1.01,-,28.6,72,-,49.84,14.05,35.8,-,-,-,18.67,-,-,68.06,-
6,臺北市,2005/03,陽明,2.5,0.33,385.14,56.6,36,-,5.06,0.91,4.1,-,-,-,11.04,-,-,-,-
7,臺北市,2005/03,士林,4.3,0.68,-,32.3,68,-,36.38,10.91,25.48,-,-,-,17.18,-,-,69.57,-
8,新北市,2005/03,板橋,8.3,1.05,-,27.8,89,-,49.93,14.64,35.29,2.645,0.54,2.105,17.28,-,-,68.55,-
9,新北市,2005/03,三重,8.0,2.35,-,11.1,96,55,164.59,106.4,58.2,-,-,-,17.2,-,-,-,-
10,新北市,2005/03,菜寮,6.5,1.18,-,24.8,77,-,58.34,20.76,37.58,-,-,-,17.88,-,-,67.51,-
11,新北市,2005/03,永和,6.3,1.44,-,22.2,67,40,73.97,34.51,39.47,-,-,-,15.08,-,-,67.66,-
12,新北市,2005/03,新莊,8.9,0.95,-,27.7,89,46,49.32,15.49,33.83,-,-,-,17.59,-,-,73.27,-
13,新北市,2005/03,新店,4.4,0.67,-,34.8,67,-,30.02,5.73,24.29,-,-,-,16.03,-,-,67.99,-
14,新北市,2005/03,淡水,3.7,0.58,-,35.3,63,-,26.49,5.88,20.59,-,-,-,-,-,-,-,-
15,新北市,2005/03,汐止,6.2,0.75,-,26.3,69,-,44.76,15.57,29.18,-,-,-,17.07,-,-,70.01,-
16,新北市,2005/03,土城,7.1,0.92,-,29.9,80,-,51.52,17.46,34.06,-,-,-,17.66,-,-,66.96,-
17,新北市,2005/03,林口,5.8,0.51,-,12.0,65,-,28.16,4.68,23.48,-,-,-,16.49,-,-,71.53,-
18,新北市,2005/03,萬里,3.5,0.38,-,48.9,49,29,11.63,1.68,9.94,1.763,0.073,1.69,15.76,-,-,73.58,-
19,臺中市,2005/03,西屯,5.0,0.7,-,33.0,87,-,33.71,9.5,24.2,2.393,0.384,2.009,17.94,-,-,69.23,-
20,臺中市,2005/03,忠明,3.6,0.94,-,24.9,78,52,43.8,14.37,29.42,-,-,-,17.58,-,-,66.01,-
21,臺中市,2005/03,豐原,5.3,0.84,-,29.9,58,-,33.11,6.84,26.27,-,-,-,16.54,-,-,68.94,-
22,臺中市,2005/03,沙鹿,5.0,0.59,-,38.4,72,42,26.09,4.45,21.63,-,-,-,16.72,-,-,69.01,-
23,臺中市,2005/03,大里,4.4,0.61,407.51,18.8,86,50,40.12,9.0,31.12,-,-,-,19.54,-,-,71.46,-
24,臺南市,2005/03,新營,3.8,0.6,-,32.1,101,53,25.81,4.64,21.16,-,-,-,17.47,-,-,71.87,-
25,臺南市,2005/03,善化,6.5,0.27,423.43,29.8,92,-,31.56,6.87,24.68,-,-,-,19.76,-,-,73.07,-
26,臺南市,2005/03,安南,7.5,0.47,-,29.5,90,55,27.17,6.91,20.25,-,-,-,18.97,-,-,69.21,-
27,臺南市,2005/03,臺南,10.9,0.61,-,28.2,95,55,32.86,8.51,24.35,2.224,0.348,1.876,18.72,-,-,66.04,-
28,高雄市,2005/03,左營,8.5,0.61,-,28.1,105,-,40.42,9.32,31.1,-,-,-,20.33,-,-,69.47,-
29,高雄市,2005/03,楠梓,7.2,0.68,-,25.8,99,54,37.28,13.62,23.66,1.994,0.227,1.767,20.53,-,-,70.49,-
30,高雄市,2005/03,前金,10.6,0.79,-,30.3,104,67,30.61,5.77,24.83,-,-,-,19.9,-,-,63.08,-
31,高雄市,2005/03,前鎮,12.1,0.8,-,28.0,109,61,51.67,14.85,36.83,-,-,-,20.46,-,-,66.61,-
32,高雄市,2005/03,復興,13.4,1.33,-,20.8,99,62,57.45,20.08,37.36,-,-,-,20.79,-,-,68.22,-
33,高雄市,2005/03,小港,17.5,0.85,-,24.0,99,61,57.28,17.52,39.76,2.035,0.423,1.612,21.11,-,-,66.86,-
34,高雄市,2005/03,鳳山,14.4,0.91,-,23.8,115,67,49.3,14.87,34.43,-,-,-,20.08,-,-,69.31,-
35,高雄市,2005/03,林園,-,0.66,-,34.7,99,65,37.0,11.08,25.92,2.42,0.463,1.957,20.71,-,-,69.03,-
36,高雄市,2005/03,大寮,16.5,0.65,-,25.4,104,67,37.52,9.52,28.0,-,-,-,20.88,-,-,70.09,-
37,高雄市,2005/03,仁武,19.0,0.69,-,19.3,115,58,41.89,11.44,30.45,2.294,0.342,1.952,20.42,-,-,68.87,-
38,高雄市,2005/03,橋頭,7.4,0.63,-,26.9,99,53,32.96,7.24,25.72,-,-,-,19.55,-,-,72.41,-
39,高雄市,2005/03,美濃,4.0,0.5,-,31.0,72,-,15.14,2.55,12.59,-,-,-,21.38,-,-,74.4,-
40,基隆市,2005/03,基隆,8.0,0.7,-,31.9,75,33,42.4,12.09,30.3,2.444,0.229,2.216,17.34,-,-,72.04,-
41,新竹市,2005/03,新竹,4.6,0.8,-,27.2,84,-,38.16,10.63,27.51,2.564,0.388,2.176,18.13,-,-,72.65,-
42,嘉義市,2005/03,嘉義,4.5,0.77,-,26.3,100,60,33.31,5.6,27.72,2.4,0.25,2.15,17.07,-,-,70.2,-
43,宜蘭縣,2005/03,宜蘭,2.8,0.53,390.72,34.7,46,25,14.24,1.98,12.25,-,-,-,17.12,-,-,69.61,-
44,宜蘭縣,2005/03,冬山,3.0,0.53,-,31.2,54,-,19.44,4.62,14.81,2.132,0.101,2.032,17.07,-,-,74.62,-
45,桃園市,2005/03,桃園,10.8,0.88,-,28.1,96,-,46.73,13.38,33.35,-,-,-,15.64,-,-,70.78,-
46,桃園市,2005/03,中壢,8.4,1.26,-,24.5,87,-,66.22,27.75,38.47,-,-,-,16.47,-,-,67.49,-
47,桃園市,2005/03,大園,6.9,0.56,-,30.4,83,-,35.64,9.32,26.32,-,-,-,18.08,-,-,71.93,-
48,桃園市,2005/03,龍潭,4.8,0.64,-,29.2,60,-,30.93,7.43,23.5,-,-,-,15.96,-,-,70.95,-
49,桃園市,2005/03,平鎮,8.1,0.71,-,30.6,83,-,41.14,10.27,30.86,-,-,-,15.69,-,-,70.95,-
50,桃園市,2005/03,觀音,9.1,0.44,-,33.6,80,-,25.22,3.8,21.41,2.434,0.422,2.013,16.18,-,-,74.34,-
51,新竹縣,2005/03,竹東,2.6,0.62,-,32.3,67,-,23.36,3.79,19.56,-,-,-,16.94,-,-,71.14,-
52,新竹縣,2005/03,湖口,4.8,0.51,-,38.9,75,-,24.85,6.53,18.32,-,-,-,15.24,-,-,70.8,-
53,苗栗縣,2005/03,苗栗,7.4,0.62,-,29.7,72,-,29.24,8.08,21.16,-,-,-,17.61,-,-,69.75,-
54,苗栗縣,2005/03,頭份,4.6,0.59,-,34.1,78,-,29.97,7.86,22.11,-,-,-,14.15,-,-,75.81,-
55,苗栗縣,2005/03,三義,3.6,0.42,-,40.0,56,-,17.2,4.29,12.91,2.098,0.338,1.76,16.53,-,-,79.03,-
56,彰化縣,2005/03,彰化,6.1,0.7,-,26.2,87,-,38.65,9.88,28.77,2.336,0.25,2.086,19.45,-,-,69.27,-
57,彰化縣,2005/03,線西,5.4,0.48,-,37.6,74,-,28.6,4.54,24.06,-,-,-,17.76,-,-,71.71,-
58,彰化縣,2005/03,二林,3.7,0.49,-,40.3,85,-,16.29,2.81,13.48,-,-,-,15.42,-,-,73.6,-
59,南投縣,2005/03,南投,4.0,0.8,-,27.0,75,45,36.45,6.96,29.48,2.331,0.29,2.041,18.55,-,-,72.36,-
60,南投縣,2005/03,埔里,1.5,0.73,-,31.4,73,38,22.61,2.6,20.0,-,-,-,16.6,-,-,74.84,-
61,南投縣,2005/03,竹山,2.9,0.51,-,32.2,82,-,24.55,3.12,21.43,-,-,-,18.45,-,-,73.84,-
62,雲林縣,2005/03,斗六,4.1,0.61,-,28.7,90,56,-,-,-,-,-,-,18.52,-,-,72.06,-
63,雲林縣,2005/03,崙背,3.4,0.5,-,39.0,88,55,16.64,2.48,14.17,2.127,0.123,2.004,16.58,-,-,72.34,-
64,雲林縣,2005/03,臺西,7.1,0.38,-,42.0,70,38,15.27,3.07,12.2,-,-,-,17.36,-,-,75.29,-
65,嘉義縣,2005/03,朴子,4.2,0.51,-,42.3,111,65,17.5,2.14,15.34,2.265,0.163,2.103,18.63,-,-,70.65,-
66,嘉義縣,2005/03,新港,3.6,0.54,-,37.1,100,56,19.44,3.55,15.89,-,-,-,17.78,-,-,73.46,-
67,屏東縣,2005/03,屏東,5.4,0.73,-,32.8,91,69,27.03,4.99,22.04,-,-,-,20.73,-,-,68.64,-
68,屏東縣,2005/03,潮州,7.3,0.55,-,25.5,87,55,32.34,11.01,21.34,-,-,-,22.19,-,-,71.04,-
69,屏東縣,2005/03,恆春,1.8,0.17,393.9,44.1,32,-,4.86,1.14,3.69,-,-,-,20.55,-,-,70.79,-
70,臺東縣,2005/03,臺東,2.2,0.5,-,34.6,41,20,13.06,2.99,10.07,2.032,0.174,1.858,19.71,-,-,71.58,-
71,花蓮縣,2005/03,花蓮,2.6,0.63,-,26.6,45,22,20.62,4.68,15.94,2.074,0.171,1.902,20.51,-,-,68.06,-
72,澎湖縣,2005/03,馬公,5.8,0.37,-,51.8,55,29,9.73,1.45,8.28,-,-,-,17.42,-,-,75.09,-
73,金門縣,2005/03,金門,8.7,0.62,-,62.2,94,50,21.81,5.21,16.6,-,-,-,12.9,-,-,-,-
74,連江縣,2005/03,馬祖,5.1,0.38,-,54.7,79,40,9.38,2.43,6.95,-,-,-,11.75,-,-,71.02,-
,,,,,,,,,,,,,,,,,,,,
