序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
22,臺中市,2005/04,沙鹿,5.8,0.62,-,37.1,74,43,24.88,3.41,21.46,-,-,-,23.48,-,-,72.06,-
23,臺中市,2005/04,大里,4.5,0.71,406.7,23.6,90,55,33.11,6.73,26.38,-,-,-,25.81,-,-,73.29,-
24,臺南市,2005/04,新營,4.4,0.56,-,35.5,93,48,19.96,3.03,16.93,-,-,-,23.35,-,-,74.02,-
25,臺南市,2005/04,善化,5.6,0.27,429.21,24.2,83,-,21.86,5.2,16.65,-,-,-,24.53,-,-,76.19,-
26,臺南市,2005/04,安南,9.1,0.49,-,30.8,81,51,23.99,5.66,18.33,-,-,-,25.19,-,-,69.61,-
27,臺南市,2005/04,臺南,11.0,0.61,-,30.7,79,47,26.29,6.49,19.79,2.167,0.232,1.935,24.84,-,-,67.28,-
28,高雄市,2005/04,左營,8.5,0.47,-,37.4,87,-,27.94,5.6,22.34,-,-,-,25.96,-,-,74.03,-
29,高雄市,2005/04,楠梓,7.2,0.62,-,28.6,92,47,33.33,9.85,23.49,1.953,0.205,1.748,25.25,-,-,72.46,-
30,高雄市,2005/04,前金,8.8,0.67,-,36.6,83,56,24.59,5.34,19.25,-,-,-,25.46,-,-,68.38,-
31,高雄市,2005/04,前鎮,13.9,0.68,-,31.2,84,52,34.56,8.79,25.77,-,-,-,25.94,-,-,67.22,-
32,高雄市,2005/04,復興,10.9,0.97,-,24.6,81,47,36.09,8.87,27.22,-,-,-,26.14,-,-,68.98,-
33,高雄市,2005/04,小港,14.1,0.64,-,27.4,80,51,37.39,9.9,27.49,1.866,0.272,1.593,26.48,-,-,68.44,-
34,高雄市,2005/04,鳳山,11.6,0.78,-,30.8,97,57,36.74,10.0,26.74,-,-,-,25.61,-,-,69.84,-
35,高雄市,2005/04,林園,11.1,0.5,-,43.1,84,50,20.33,5.36,14.99,2.292,0.268,2.024,25.76,-,-,70.43,-
36,高雄市,2005/04,大寮,11.4,0.52,-,28.0,87,52,27.22,7.72,19.5,-,-,-,26.23,-,-,70.19,-
37,高雄市,2005/04,仁武,14.7,0.62,-,24.3,100,45,34.96,8.36,26.6,2.335,0.289,2.046,26.05,-,-,71.91,-
38,高雄市,2005/04,橋頭,7.0,0.57,-,31.7,91,43,27.61,6.87,20.74,-,-,-,25.21,-,-,74.05,-
39,高雄市,2005/04,美濃,4.0,0.46,-,33.3,66,-,13.31,2.68,10.63,-,-,-,25.61,-,-,71.51,-
40,基隆市,2005/04,基隆,7.8,0.72,-,31.1,57,34,35.63,9.05,26.58,2.45,0.245,2.206,22.33,-,-,75.99,-
41,新竹市,2005/04,新竹,4.5,0.78,-,26.2,76,-,34.43,7.38,27.05,2.437,0.316,2.122,23.34,-,-,72.53,-
42,嘉義市,2005/04,嘉義,4.3,0.66,-,28.1,91,67,23.42,4.3,19.12,-,-,-,23.01,-,-,72.03,-
43,宜蘭縣,2005/04,宜蘭,2.9,0.55,392.71,32.1,48,28,12.91,1.68,11.22,-,-,-,22.55,-,-,72.63,-
44,宜蘭縣,2005/04,冬山,3.0,0.59,-,28.7,56,-,18.37,4.19,14.18,-,-,-,21.99,-,-,77.71,-
45,桃園市,2005/04,桃園,12.9,0.89,-,31.0,94,-,40.39,9.32,31.07,-,-,-,22.04,-,-,72.81,-
46,桃園市,2005/04,中壢,8.7,1.41,-,24.0,87,-,60.73,23.65,37.07,-,-,-,22.6,-,-,66.65,-
47,桃園市,2005/04,大園,6.6,0.58,-,31.1,80,-,30.31,6.5,23.8,-,-,-,23.86,-,-,71.88,-
48,桃園市,2005/04,龍潭,4.7,0.68,-,29.5,74,-,30.56,6.44,24.12,-,-,-,21.82,-,-,74.52,-
49,桃園市,2005/04,平鎮,8.1,0.7,-,31.7,85,-,35.6,6.07,29.53,-,-,-,21.82,-,-,73.3,-
50,桃園市,2005/04,觀音,9.2,0.47,-,31.0,79,-,22.27,2.56,19.7,2.226,0.23,1.996,22.82,-,-,76.01,-
51,新竹縣,2005/04,竹東,2.7,0.72,-,30.1,73,-,22.61,3.53,19.07,-,-,-,22.79,-,-,74.02,-
52,新竹縣,2005/04,湖口,5.1,0.54,-,36.6,75,-,25.14,5.27,19.87,-,-,-,21.52,-,-,74.34,-
53,苗栗縣,2005/04,苗栗,6.8,0.69,-,31.7,78,-,22.61,6.48,16.14,-,-,-,23.88,-,-,72.04,-
54,苗栗縣,2005/04,頭份,4.1,0.59,-,32.7,75,-,24.0,5.14,18.86,-,-,-,21.3,-,-,77.24,-
55,苗栗縣,2005/04,三義,4.1,0.48,-,38.6,69,-,18.09,4.87,13.23,2.089,0.321,1.768,20.79,-,-,80.98,-
56,彰化縣,2005/04,彰化,6.5,0.72,-,26.2,88,-,33.35,7.78,25.58,2.374,0.227,2.147,26.21,-,-,70.84,-
57,彰化縣,2005/04,線西,5.4,0.52,-,35.2,81,-,26.4,3.75,22.64,-,-,-,24.36,-,-,73.73,-
58,彰化縣,2005/04,二林,3.8,0.51,-,36.2,80,-,14.17,2.3,11.88,-,-,-,24.03,-,-,75.85,-
59,南投縣,2005/04,南投,4.0,0.76,-,28.7,76,43,31.71,5.95,25.75,2.277,0.226,2.051,24.7,-,-,73.36,-
60,南投縣,2005/04,埔里,1.6,0.64,-,35.9,89,50,-,-,-,-,-,-,22.17,-,-,72.81,-
61,南投縣,2005/04,竹山,2.8,0.45,-,34.6,87,-,-,-,-,-,-,-,24.38,-,-,74.86,-
62,雲林縣,2005/04,斗六,4.4,0.61,-,30.5,92,57,19.62,2.74,16.88,-,-,-,24.9,-,-,72.57,-
63,雲林縣,2005/04,崙背,3.8,0.5,-,34.0,85,51,-,-,-,2.267,0.129,2.138,22.12,-,-,76.06,-
64,雲林縣,2005/04,臺西,6.6,0.43,-,41.5,68,34,12.92,3.32,9.6,-,-,-,23.69,-,-,77.15,-
65,嘉義縣,2005/04,朴子,4.0,0.53,-,40.1,89,51,14.39,2.17,12.21,2.283,0.167,2.116,24.64,-,-,72.26,-
66,嘉義縣,2005/04,新港,3.9,0.53,-,33.3,97,53,16.96,4.36,12.6,-,-,-,24.15,-,-,75.39,-
67,屏東縣,2005/04,屏東,5.5,0.66,-,37.0,82,60,23.2,5.85,17.35,-,-,-,26.26,-,-,76.81,-
68,屏東縣,2005/04,潮州,7.9,0.47,-,34.9,81,50,16.37,4.01,12.36,-,-,-,26.13,-,-,72.64,-
69,屏東縣,2005/04,恆春,2.3,0.22,394.22,40.9,42,-,4.32,0.96,3.35,-,-,-,25.05,-,-,72.54,-
70,臺東縣,2005/04,臺東,2.7,0.48,-,33.4,42,19,11.74,3.41,8.33,1.982,0.104,1.878,24.88,-,-,74.03,-
71,花蓮縣,2005/04,花蓮,2.9,0.63,-,24.4,49,25,18.41,4.02,14.38,2.04,0.167,1.874,25.48,-,-,72.34,-
72,澎湖縣,2005/04,馬公,5.8,0.37,-,50.4,63,30,7.94,1.76,6.18,-,-,-,23.68,-,-,77.78,-
73,金門縣,2005/04,金門,8.5,0.56,-,63.3,92,48,18.9,4.42,14.48,-,-,-,19.34,-,-,-,-
74,連江縣,2005/04,馬祖,8.9,0.35,-,54.9,73,36,7.99,2.28,5.71,-,-,-,18.59,-,-,79.77,-
,,,,,,,,,,,,,,,,,,,,
