序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
55,苗栗縣,1999/08,三義,1.1,0.35,20.9,42.0,-,15,4.29,11.14,2.19,0.05,2.14,26.34,-,-,-
56,彰化縣,1999/08,彰化,2.7,0.53,15.3,28.0,-,21,6.4,15.04,2.49,0.19,2.3,28.39,-,-,-
57,彰化縣,1999/08,線西,1.8,-,-,23.0,-,15,4.24,11.25,2.46,0.16,2.29,28.12,-,-,-
58,彰化縣,1999/08,二林,0.6,0.31,17.0,32.0,-,11,2.24,8.84,-,-,-,28.54,-,-,-
59,南投縣,1999/08,南投,0.6,0.42,15.2,36.0,-,15,3.67,11.72,2.15,0.09,2.06,26.55,-,-,-
60,南投縣,1999/08,埔里,1.4,0.58,18.1,22.0,-,9,1.27,7.29,-,-,-,24.94,-,-,-
61,南投縣,1999/08,竹山,0.6,0.42,13.0,33.0,-,11,2.97,8.21,-,-,-,25.49,-,-,-
62,雲林縣,1999/08,斗六,1.3,0.47,17.2,26.0,-,15,4.24,10.95,-,-,-,27.97,-,-,-
63,雲林縣,1999/08,崙背,1.1,0.3,16.2,44.0,-,12,2.82,9.23,2.07,0.07,2.0,27.92,-,-,-
64,雲林縣,1999/08,臺西,1.1,0.23,22.3,26.0,-,7,1.39,5.96,-,-,-,27.27,-,-,-
65,嘉義縣,1999/08,朴子,1.6,0.27,17.8,31.0,-,11,2.64,8.44,-,-,-,28.11,-,-,-
66,嘉義縣,1999/08,新港,2.2,0.41,16.6,27.0,-,15,4.49,10.95,-,-,-,27.45,-,-,-
67,屏東縣,1999/08,屏東,2.4,0.58,16.5,27.0,-,16,4.7,11.75,2.24,0.23,2.0,28.12,-,-,-
68,屏東縣,1999/08,潮州,1.2,0.25,15.9,29.0,-,8,1.06,7.32,-,-,-,27.47,-,-,-
69,屏東縣,1999/08,恆春,0.2,0.16,18.8,17.0,-,1,0.07,0.91,-,-,-,27.36,-,-,-
70,臺東縣,1999/08,臺東,0.3,0.41,11.3,29.0,-,11,3.59,7.04,2.31,0.13,2.18,27.66,-,-,-
71,花蓮縣,1999/08,花蓮,0.4,0.47,10.4,23.0,-,13,4.62,8.12,1.99,0.15,1.84,27.94,-,-,-
72,連江縣,1999/08,馬祖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
