序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,1999/08,松山,4.7,1.04,18.4,48.0,-,54,24.1,29.95,-,-,-,29.07,-,-,-
2,臺北市,1999/08,古亭,3.7,1.1,18.7,37.0,13,54,25.6,28.66,2.48,0.5,1.98,28.27,-,-,-
3,臺北市,1999/08,中山,4.3,1.25,13.2,39.0,-,-,-,-,2.81,0.57,2.24,29.01,-,-,-
4,臺北市,1999/08,大同,9.2,3.65,-,55.0,-,154,109.62,44.04,4.0,1.54,2.46,30.13,-,-,-
5,臺北市,1999/08,萬華,4.3,1.01,22.1,37.0,-,37,10.57,26.53,-,-,-,29.14,-,-,-
6,臺北市,1999/08,陽明,2.3,0.19,30.9,15.0,-,7,0.71,5.95,-,-,-,23.37,-,-,-
7,臺北市,1999/08,士林,3.1,0.94,14.1,40.0,-,42,16.9,24.83,-,-,-,28.84,-,-,-
8,新北市,1999/08,板橋,9.4,1.03,19.4,47.0,-,52,21.47,30.1,2.9,0.62,2.28,29.27,-,-,-
9,新北市,1999/08,三重,7.3,2.86,-,-,28,153,104.21,48.45,3.0,0.97,2.04,29.65,-,-,-
10,新北市,1999/08,菜寮,5.9,1.33,14.3,64.0,-,60,28.92,31.54,-,-,-,28.77,-,-,-
11,新北市,1999/08,永和,7.0,1.97,-,51.0,-,74,42.69,30.83,2.97,0.83,2.14,28.3,-,-,-
12,新北市,1999/08,新莊,11.0,0.98,23.3,47.0,-,47,19.12,27.55,3.11,0.75,2.36,28.7,-,-,-
13,新北市,1999/08,新店,2.3,0.57,20.6,32.0,-,28,10.07,17.93,-,-,-,28.42,-,-,-
14,新北市,1999/08,淡水,4.7,0.77,15.7,41.0,-,36,12.45,23.25,-,-,-,28.94,-,-,-
15,新北市,1999/08,汐止,5.0,0.88,18.4,49.0,-,47,20.75,26.69,-,-,-,28.24,-,-,-
16,新北市,1999/08,土城,5.3,0.91,19.1,46.0,-,46,21.18,25.2,-,-,-,28.85,-,-,-
17,新北市,1999/08,林口,7.5,0.57,15.8,36.0,-,38,14.72,23.02,-,-,-,27.14,-,-,-
18,新北市,1999/08,萬里,2.2,0.32,24.6,25.0,-,13,2.86,10.5,2.14,0.05,2.08,27.71,-,-,-
19,臺中市,1999/08,西屯,1.9,0.51,13.3,50.0,-,25,8.09,16.81,2.65,0.2,2.45,28.6,-,-,-
20,臺中市,1999/08,忠明,2.1,0.8,15.1,34.0,23,32,10.33,21.96,-,-,-,28.63,-,-,-
21,臺中市,1999/08,豐原,2.1,0.43,22.0,37.0,-,21,3.64,17.14,-,-,-,27.46,-,-,-
22,臺中市,1999/08,沙鹿,2.9,0.43,16.8,27.0,-,17,4.38,13.05,-,-,-,28.8,-,-,-
23,臺中市,1999/08,大里,2.0,0.55,17.0,39.0,-,20,4.39,15.13,-,-,-,27.24,-,-,-
24,臺南市,1999/08,新營,2.4,0.4,14.7,20.0,-,12,2.33,9.99,2.41,0.14,2.27,28.2,-,-,-
25,臺南市,1999/08,善化,3.9,0.31,15.9,24.0,-,9,2.04,7.3,-,-,-,27.74,-,-,-
26,臺南市,1999/08,安南,4.8,0.53,13.6,28.0,-,17,5.22,11.96,-,-,-,27.66,-,-,-
27,臺南市,1999/08,臺南,6.7,0.55,18.2,29.0,-,20,7.22,13.02,2.35,0.21,2.14,26.87,-,-,-
28,高雄市,1999/08,左營,4.7,0.69,16.7,27.0,-,22,8.9,13.33,2.32,0.17,2.15,27.95,-,-,-
29,高雄市,1999/08,楠梓,7.3,0.44,14.5,32.0,-,26,10.98,15.4,2.53,0.35,2.11,27.95,-,-,-
30,高雄市,1999/08,前金,6.2,0.72,14.3,29.0,-,27,11.83,15.56,-,-,-,29.28,-,-,-
31,高雄市,1999/08,前鎮,10.5,-,-,38.0,-,36,15.69,19.98,2.6,0.48,2.12,27.94,-,-,-
32,高雄市,1999/08,復興,6.4,0.93,-,36.0,-,32,14.24,17.93,2.46,0.58,1.88,27.85,-,-,-
33,高雄市,1999/08,小港,12.2,0.74,11.1,35.0,-,32,14.07,17.62,2.15,0.26,1.88,28.38,-,-,-
34,高雄市,1999/08,鳳山,6.3,0.75,12.4,40.0,-,25,8.18,17.15,-,-,-,28.08,-,-,-
35,高雄市,1999/08,林園,2.0,0.38,18.5,27.0,20,8,1.77,6.22,2.13,0.18,1.94,28.36,-,-,-
36,高雄市,1999/08,大寮,3.6,0.42,14.8,24.0,-,13,2.87,10.43,2.6,0.15,2.44,28.28,-,-,-
37,高雄市,1999/08,仁武,5.8,0.42,15.6,30.0,-,21,7.28,13.43,2.38,0.12,2.26,27.95,-,-,-
38,高雄市,1999/08,橋頭,6.1,0.47,12.1,24.0,-,20,7.23,13.06,2.35,0.11,2.24,26.93,-,-,-
39,高雄市,1999/08,美濃,0.8,0.35,18.9,27.0,-,7,1.21,6.21,-,-,-,27.18,-,-,-
40,基隆市,1999/08,基隆,5.1,0.81,21.2,49.0,-,37,14.14,23.2,2.74,0.32,2.43,28.78,-,-,-
41,新竹市,1999/08,新竹,3.3,0.59,21.4,25.0,-,25,9.08,15.96,2.37,0.2,2.17,29.57,-,-,-
42,嘉義市,1999/08,嘉義,1.7,0.64,20.4,37.0,-,17,4.3,13.07,2.15,0.22,1.93,28.01,-,-,-
43,宜蘭縣,1999/08,宜蘭,1.6,0.46,19.8,28.0,-,13,2.96,9.94,-,-,-,28.14,-,-,-
44,宜蘭縣,1999/08,冬山,3.2,0.48,11.4,31.0,-,24,10.07,13.46,2.35,0.15,2.2,29.22,-,-,-
45,桃園市,1999/08,桃園,18.2,0.78,15.7,47.0,-,40,14.18,25.45,2.57,0.45,2.13,28.4,-,-,-
46,桃園市,1999/08,中壢,6.0,1.6,-,34.0,-,77,44.19,32.96,-,-,-,27.9,-,-,-
47,桃園市,1999/08,大園,4.6,0.44,16.9,32.0,-,30,11.31,18.31,-,-,-,29.12,-,-,-
48,桃園市,1999/08,龍潭,3.3,0.45,19.7,32.0,-,24,6.81,17.05,-,-,-,27.26,-,-,-
49,桃園市,1999/08,平鎮,5.2,0.59,16.7,26.0,-,32,9.71,22.52,2.25,0.12,2.13,28.22,-,-,-
50,桃園市,1999/08,觀音,5.4,0.34,20.3,26.0,-,17,4.16,12.46,2.43,0.16,2.27,28.49,-,-,-
51,新竹縣,1999/08,竹東,1.3,0.43,21.4,33.0,-,18,4.93,13.26,-,-,-,28.3,-,-,-
52,新竹縣,1999/08,湖口,3.9,0.44,19.3,40.0,-,25,9.62,15.13,-,-,-,29.0,-,-,-
53,苗栗縣,1999/08,苗栗,1.9,0.46,15.6,39.0,-,19,4.73,14.33,-,-,-,29.02,-,-,-
54,苗栗縣,1999/08,頭份,9.2,-,-,49.0,-,32,15.91,16.39,2.44,0.2,2.24,28.43,-,-,-
