序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
28,高雄市,1994/08,前金,7.8,0.84,12.5,41.0,30,13,17.52,-,-,-,27.71,-,-
29,高雄市,1994/08,前鎮,12.6,-,-,54.0,36,14,20.16,-,-,-,27.52,-,-
30,高雄市,1994/08,小港,-,-,-,-,-,-,-,-,-,-,-,-,-
31,高雄市,1994/08,鳳山,8.9,0.87,14.5,42.0,28,8,19.91,-,-,-,27.1,-,-
32,高雄市,1994/08,林園,7.3,0.5,16.8,54.0,-,-,-,2.11,0.22,1.89,27.58,-,-
33,高雄市,1994/08,大寮,11.1,0.48,16.0,58.0,15,2,11.22,-,-,-,29.84,-,-
34,高雄市,1994/08,仁武,6.2,0.56,9.3,47.0,25,9,15.81,1.86,0.3,1.55,29.37,-,-
35,高雄市,1994/08,橋頭,2.2,0.49,10.3,43.0,21,8,13.56,2.16,0.17,1.99,27.39,-,-
36,高雄市,1994/08,美濃,1.2,0.42,19.5,35.0,10,1,8.6,-,-,-,26.42,-,-
37,基隆市,1994/08,基隆,8.8,0.89,16.4,43.0,29,11,17.64,2.11,0.42,1.72,28.52,-,-
38,新竹市,1994/08,新竹,1.6,0.75,12.9,42.0,24,9,15.05,2.9,0.31,2.58,28.77,-,-
39,嘉義市,1994/08,嘉義,3.2,0.75,18.1,32.0,21,4,16.26,2.74,0.57,2.19,27.59,-,-
40,宜蘭縣,1994/08,宜蘭,2.3,0.61,15.5,30.0,16,4,10.38,-,-,-,27.86,-,-
41,宜蘭縣,1994/08,冬山,3.1,-,-,51.0,19,8,9.21,2.3,0.11,2.19,27.83,-,-
42,桃園市,1994/08,桃園,16.4,0.87,13.3,52.0,32,10,21.08,2.48,0.32,2.17,28.13,-,-
43,桃園市,1994/08,大園,6.4,0.46,16.4,36.0,22,7,13.91,-,-,-,27.59,-,-
44,桃園市,1994/08,龍潭,4.6,0.56,18.9,46.0,20,6,14.02,-,-,-,26.84,-,-
45,桃園市,1994/08,平鎮,-,-,-,-,-,-,-,-,-,-,-,-,-
46,桃園市,1994/08,觀音,7.6,0.34,19.3,55.0,13,3,9.26,1.67,0.13,1.55,28.14,-,-
47,新竹縣,1994/08,竹東,1.8,0.47,17.0,46.0,19,5,14.19,-,-,-,27.33,-,-
48,新竹縣,1994/08,湖口,4.0,0.51,14.2,33.0,24,10,14.09,-,-,-,28.13,-,-
49,苗栗縣,1994/08,苗栗,4.1,0.54,16.8,36.0,23,6,16.33,-,-,-,28.29,-,-
50,苗栗縣,1994/08,頭份,29.2,-,-,56.0,43,21,21.2,1.29,0.25,1.05,28.6,-,-
51,苗栗縣,1994/08,三義,2.5,0.42,21.1,45.0,16,5,10.76,3.63,1.22,2.41,24.86,-,-
52,彰化縣,1994/08,彰化,4.6,0.78,14.1,62.0,22,7,15.66,2.24,0.22,2.02,28.21,-,-
53,彰化縣,1994/08,線西,3.4,-,-,30.0,14,3,8.73,2.31,0.1,2.23,27.92,-,-
54,彰化縣,1994/08,二林,0.8,0.44,13.8,56.0,15,2,12.49,-,-,-,27.57,-,-
55,南投縣,1994/08,南投,2.2,0.61,19.2,41.0,21,5,15.23,-,-,-,27.28,-,-
56,雲林縣,1994/08,斗六,3.1,0.63,17.0,35.0,15,3,10.97,-,-,-,27.46,-,-
57,雲林縣,1994/08,崙背,2.2,0.38,16.0,38.0,15,3,11.75,-,-,-,27.62,-,-
58,雲林縣,1994/08,臺西,0.7,0.36,16.2,43.0,7,1,6.33,-,-,-,27.56,-,-
59,嘉義縣,1994/08,朴子,1.8,0.31,18.3,21.0,10,2,7.84,-,-,-,27.69,-,-
60,嘉義縣,1994/08,新港,3.0,0.38,16.3,40.0,17,3,14.06,-,-,-,27.34,-,-
61,屏東縣,1994/08,屏東,3.5,0.75,17.1,40.0,28,5,19.72,-,-,-,25.96,-,-
62,屏東縣,1994/08,潮州,1.0,0.36,16.2,40.0,10,1,6.99,-,-,-,27.81,-,-
63,屏東縣,1994/08,恆春,0.4,0.26,18.8,23.0,1,0,0.29,-,-,-,27.16,-,-
64,臺東縣,1994/08,臺東,1.1,0.79,12.0,47.0,16,5,9.44,1.98,0.18,1.81,28.17,-,-
65,花蓮縣,1994/08,花蓮,1.2,0.71,11.4,38.0,19,7,10.87,1.85,0.19,1.67,28.59,-,-
,,,,,,,,,,,,,,,,
