序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
32,高雄市,2000/04,復興,10.5,1.02,-,91.0,-,50,15.15,35.16,2.42,0.53,1.89,25.62,-,-,-
33,高雄市,2000/04,小港,14.9,0.79,22.7,85.0,-,46,12.74,32.79,2.42,0.37,2.05,26.19,-,-,-
34,高雄市,2000/04,鳳山,11.3,0.89,26.8,87.0,41,40,10.19,30.11,-,-,-,26.01,-,-,-
35,高雄市,2000/04,林園,12.4,0.61,29.1,74.0,50,23,4.96,17.73,2.26,0.3,1.97,25.8,-,-,-
36,高雄市,2000/04,大寮,11.0,0.68,27.0,91.0,-,28,4.67,23.47,2.57,0.3,2.28,25.6,-,-,-
37,高雄市,2000/04,仁武,11.0,0.61,25.4,82.0,-,54,26.19,28.0,2.59,0.32,2.26,25.55,-,-,-
38,高雄市,2000/04,橋頭,4.6,0.56,18.7,67.0,-,29,6.34,22.22,2.54,0.63,1.91,24.6,-,-,-
39,高雄市,2000/04,美濃,2.0,0.54,24.7,62.0,-,15,1.3,13.49,-,-,-,25.49,-,-,-
40,基隆市,2000/04,基隆,6.6,0.81,30.9,83.0,-,40,12.27,28.19,2.54,0.32,2.22,20.89,-,-,-
41,新竹市,2000/04,新竹,3.8,0.85,23.2,62.0,-,36,11.42,25.01,2.83,0.35,2.47,21.67,-,-,-
42,嘉義市,2000/04,嘉義,3.6,0.89,18.9,88.0,-,35,7.41,27.28,2.24,0.27,1.97,24.19,-,-,-
43,宜蘭縣,2000/04,宜蘭,1.5,0.58,31.3,52.0,-,15,1.47,13.4,-,-,-,21.5,-,-,-
44,宜蘭縣,2000/04,冬山,1.2,0.57,16.9,55.0,-,19,3.79,14.88,2.49,0.22,2.27,22.16,-,-,-
45,桃園市,2000/04,桃園,7.8,0.86,23.0,71.0,-,39,10.86,27.82,2.56,0.49,2.07,20.55,-,-,-
46,桃園市,2000/04,中壢,4.9,1.55,-,70.0,-,68,31.62,36.81,2.91,0.58,2.33,20.41,-,-,-
47,桃園市,2000/04,大園,3.7,0.57,30.9,-,-,27,8.88,17.66,-,-,-,21.18,-,-,-
48,桃園市,2000/04,龍潭,2.7,0.68,25.6,69.0,-,32,6.57,25.32,-,-,-,19.72,-,-,-
49,桃園市,2000/04,平鎮,4.9,0.87,20.7,58.0,-,40,10.28,29.76,2.74,0.29,2.45,21.07,-,-,-
50,桃園市,2000/04,觀音,5.7,0.49,35.0,72.0,-,26,7.59,18.32,2.8,0.28,2.52,20.67,-,-,-
51,新竹縣,2000/04,竹東,1.5,0.69,22.7,60.0,-,25,5.25,20.17,-,-,-,20.89,-,-,-
52,新竹縣,2000/04,湖口,2.9,0.59,31.7,76.0,-,27,6.79,19.87,-,-,-,20.77,-,-,-
53,苗栗縣,2000/04,苗栗,4.1,0.72,17.3,63.0,-,35,8.46,26.05,-,-,-,21.02,-,-,-
54,苗栗縣,2000/04,頭份,11.1,-,-,69.0,-,32,9.87,22.55,2.44,0.2,2.25,21.81,-,-,-
55,苗栗縣,2000/04,三義,1.5,0.41,23.6,59.0,-,24,4.47,19.88,2.2,0.12,2.08,20.32,-,-,-
56,彰化縣,2000/04,彰化,3.7,0.95,17.6,88.0,-,44,14.31,29.41,2.67,0.38,2.29,23.06,-,-,-
57,彰化縣,2000/04,線西,2.6,-,-,87.0,-,28,7.12,21.5,-,-,-,22.33,-,-,-
58,彰化縣,2000/04,二林,4.3,0.49,26.6,85.0,-,21,3.0,18.31,-,-,-,23.43,-,-,-
59,南投縣,2000/04,南投,1.5,0.76,19.9,79.0,-,33,7.73,24.87,2.24,0.26,1.98,23.74,-,-,-
60,南投縣,2000/04,竹山,3.0,0.67,18.3,88.0,-,33,6.74,26.6,-,-,-,23.3,-,-,-
61,雲林縣,2000/04,斗六,4.2,0.74,21.7,59.0,-,30,6.56,23.76,-,-,-,23.2,-,-,-
62,雲林縣,2000/04,崙背,2.1,0.49,25.7,85.0,-,22,3.26,18.62,2.35,0.15,2.2,23.15,-,-,-
63,雲林縣,2000/04,臺西,2.3,0.57,33.6,74.0,-,16,1.94,14.03,-,-,-,23.0,-,-,-
64,嘉義縣,2000/04,朴子,2.4,0.48,26.8,73.0,-,19,2.99,16.38,-,-,-,23.89,-,-,-
65,嘉義縣,2000/04,新港,2.9,0.53,30.5,76.0,-,23,4.1,18.96,-,-,-,23.11,-,-,-
66,屏東縣,2000/04,屏東,4.6,0.68,25.1,69.0,-,23,3.1,19.68,2.34,0.24,2.1,25.47,-,-,-
67,屏東縣,2000/04,潮州,4.3,0.55,28.9,98.0,-,22,3.37,18.45,-,-,-,25.28,-,-,-
68,屏東縣,2000/04,恆春,0.4,0.32,41.9,37.0,-,2,0.03,1.62,-,-,-,24.74,-,-,-
69,臺東縣,2000/04,臺東,0.3,0.59,31.3,37.0,-,11,1.81,8.73,1.74,0.07,1.67,24.03,-,-,-
70,花蓮縣,2000/04,花蓮,0.6,0.69,23.6,37.0,-,18,4.01,14.42,2.19,0.2,1.98,22.82,-,-,-
71,連江縣,2000/04,馬祖,-,-,-,40.0,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
