序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
50,苗栗縣,1995/05,頭份,11.6,-,-,64.0,47,25,21.9,2.43,0.26,2.19,24.27,-,-
51,苗栗縣,1995/05,三義,2.7,0.5,21.5,53.0,26,7,18.54,2.52,0.17,2.35,21.92,-,-
52,彰化縣,1995/05,彰化,9.3,0.98,15.7,94.0,42,14,27.5,2.84,0.47,2.38,25.53,-,-
53,彰化縣,1995/05,線西,6.8,-,-,57.0,30,7,23.0,2.49,0.27,2.22,24.87,-,-
54,彰化縣,1995/05,二林,5.4,0.52,22.1,81.0,27,6,21.11,-,-,-,24.91,-,-
55,南投縣,1995/05,南投,3.3,0.8,22.6,61.0,35,8,26.71,-,-,-,25.31,-,-
56,雲林縣,1995/05,斗六,5.2,0.79,20.4,79.0,30,7,22.18,-,-,-,25.44,-,-
57,雲林縣,1995/05,崙背,5.2,0.54,19.6,-,31,8,23.35,-,-,-,24.98,-,-
58,雲林縣,1995/05,臺西,2.8,0.36,29.0,73.0,12,2,10.64,-,-,-,25.06,-,-
59,嘉義縣,1995/05,朴子,4.2,0.48,28.0,44.0,21,4,17.36,-,-,-,25.67,-,-
60,嘉義縣,1995/05,新港,4.5,0.52,27.5,80.0,25,6,18.81,-,-,-,25.12,-,-
61,屏東縣,1995/05,屏東,7.0,0.73,24.1,77.0,29,4,24.51,2.5,0.32,2.19,26.42,-,-
62,屏東縣,1995/05,潮州,3.5,0.47,25.1,64.0,18,3,14.73,-,-,-,27.6,-,-
63,屏東縣,1995/05,恆春,0.6,0.26,37.3,17.0,2,0,1.66,-,-,-,25.84,-,-
64,臺東縣,1995/05,臺東,0.7,0.65,22.3,37.0,16,6,9.78,2.11,0.16,2.03,25.26,-,-
65,花蓮縣,1995/05,花蓮,0.8,0.76,18.6,43.0,22,6,16.51,2.16,0.24,1.92,24.66,-,-
,,,,,,,,,,,,,,,,
