序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
14,新北市,2011/10,淡水,2.0,0.31,-,32.1,30,22,12.06,3.86,8.2,-,-,-,-,-
15,新北市,2011/10,汐止,4.0,0.36,-,26.9,37,22,25.38,8.31,17.07,-,-,-,24.16,83.9
16,新北市,2011/10,土城,2.8,0.46,-,29.1,39,23,20.7,5.79,14.92,2.169,0.196,1.973,24.53,78.24
17,新北市,2011/10,林口,2.8,0.29,-,35.7,39,22,19.33,5.5,13.82,-,-,-,22.97,81.99
18,新北市,2011/10,萬里,2.2,0.2,-,43.5,62,18,6.9,1.9,4.98,-,-,-,24.09,80.29
19,臺中市,2011/10,西屯,2.6,0.33,-,34.5,49,31,17.06,3.32,13.73,2.07,0.163,1.907,25.46,73.94
20,臺中市,2011/10,忠明,2.8,0.45,-,31.3,51,33,24.4,5.21,19.19,2.015,0.166,1.849,25.78,70.76
21,臺中市,2011/10,豐原,3.0,0.45,-,30.0,50,26,17.08,2.89,14.19,2.088,0.15,1.939,24.76,73.72
22,臺中市,2011/10,沙鹿,2.7,0.27,-,33.9,51,28,13.73,1.98,11.74,-,-,-,25.05,73.96
23,臺中市,2011/10,大里,2.7,0.53,415.36,33.4,54,34,26.6,4.84,21.76,2.184,0.264,1.921,26.02,66.34
24,臺南市,2011/10,新營,4.1,0.38,-,36.2,76,35,19.82,4.76,15.06,2.08,0.099,1.981,25.76,79.57
25,臺南市,2011/10,善化,3.9,0.34,425.46,36.8,69,40,17.68,4.26,13.42,-,-,-,26.12,80.89
26,臺南市,2011/10,安南,4.1,0.38,-,38.6,75,37,18.72,4.78,13.94,2.201,0.168,2.033,26.45,75.49
27,臺南市,2011/10,臺南,4.4,0.53,-,38.9,73,39,20.15,2.51,17.64,2.198,0.252,1.947,26.45,78.2
28,高雄市,2011/10,左營,5.8,0.56,-,42.0,78,47,23.03,2.96,20.06,2.228,0.23,1.997,26.62,77.89
29,高雄市,2011/10,楠梓,4.9,0.46,-,40.6,82,45,20.09,4.01,16.09,2.047,0.194,1.853,26.69,77.59
30,高雄市,2011/10,前金,6.1,0.57,-,40.9,82,50,23.37,4.58,18.79,2.22,0.226,1.994,27.05,74.88
31,高雄市,2011/10,前鎮,7.6,0.6,-,37.5,79,50,28.8,4.76,24.04,2.3,0.316,1.984,27.34,83.28
32,高雄市,2011/10,復興,8.1,0.84,-,33.4,80,64,35.29,6.45,28.85,2.518,0.453,2.065,26.95,76.45
33,高雄市,2011/10,小港,10.2,0.56,-,37.3,79,50,32.44,5.23,27.21,2.159,0.298,1.861,27.24,74.87
34,高雄市,2011/10,鳳山,8.0,0.68,-,40.1,93,51,26.68,3.43,23.25,2.332,0.356,1.975,27.18,76.97
35,高雄市,2011/10,林園,5.9,0.39,-,51.1,79,48,14.26,1.79,12.47,2.097,0.089,2.008,26.68,80.34
36,高雄市,2011/10,大寮,7.0,0.5,-,41.4,83,56,21.03,2.95,18.09,2.356,0.256,2.1,26.67,83.25
37,高雄市,2011/10,仁武,8.4,0.51,-,38.2,90,48,27.72,4.23,23.48,2.232,0.289,1.943,26.69,77.94
38,高雄市,2011/10,橋頭,5.1,0.48,-,40.3,92,51,19.9,2.65,17.25,-,-,-,27.11,78.49
39,高雄市,2011/10,美濃,2.6,0.38,-,40.2,78,48,11.64,3.01,8.63,-,-,-,27.04,83.44
40,基隆市,2011/10,基隆,1.5,0.31,-,36.5,33,19,13.08,4.73,8.35,1.997,0.099,1.898,24.05,81.84
41,新竹市,2011/10,新竹,3.6,0.34,-,35.6,46,27,17.45,3.04,14.41,1.994,0.15,1.844,24.52,72.6
42,嘉義市,2011/10,嘉義,5.3,0.5,-,30.4,79,49,23.42,3.84,19.58,2.124,0.217,1.908,26.12,72.74
43,宜蘭縣,2011/10,宜蘭,2.1,0.29,402.95,29.9,37,18,8.41,2.04,6.37,-,-,-,23.52,82.97
44,宜蘭縣,2011/10,冬山,1.9,0.33,-,27.0,38,20,16.81,5.2,11.61,-,-,-,23.38,86.5
45,桃園市,2011/10,桃園,4.4,0.47,-,30.3,45,19,21.93,5.14,16.79,2.078,0.178,1.9,24.01,71.79
46,桃園市,2011/10,中壢,5.5,0.74,-,26.4,58,23,37.32,14.15,23.16,2.542,0.458,2.084,23.7,78.57
47,桃園市,2011/10,大園,4.7,0.29,-,32.3,33,22,20.83,5.56,15.27,-,-,-,22.54,72.49
48,桃園市,2011/10,龍潭,2.9,0.37,-,32.8,46,18,17.26,3.9,13.36,-,-,-,23.32,80.21
49,桃園市,2011/10,平鎮,4.3,0.4,-,32.7,51,20,20.11,3.94,16.17,-,-,-,24.01,75.75
50,桃園市,2011/10,觀音,7.5,0.24,-,35.9,59,23,13.49,3.13,10.34,-,-,-,24.52,80.06
51,新竹縣,2011/10,竹東,1.4,0.28,-,35.0,38,23,10.93,2.14,8.79,-,-,-,24.67,73.78
52,新竹縣,2011/10,湖口,3.7,0.29,-,37.9,41,30,14.91,3.89,11.01,-,-,-,24.39,74.95
53,苗栗縣,2011/10,苗栗,3.3,0.35,-,31.9,48,28,16.86,3.58,13.28,-,-,-,24.83,73.13
54,苗栗縣,2011/10,頭份,3.1,0.28,-,33.8,45,24,16.14,2.99,13.16,2.081,0.102,1.978,24.81,72.19
55,苗栗縣,2011/10,三義,1.8,0.25,-,35.5,39,25,10.78,1.78,8.99,-,-,-,22.0,83.79
56,彰化縣,2011/10,彰化,4.0,0.48,-,28.8,50,33,23.4,3.93,19.47,1.954,0.213,1.741,25.94,69.35
57,彰化縣,2011/10,線西,5.0,0.3,-,34.2,50,26,16.15,2.12,14.02,1.95,0.075,1.876,24.54,76.9
58,彰化縣,2011/10,二林,3.9,0.26,-,35.5,66,34,13.48,3.03,10.45,-,-,-,24.83,74.47
59,南投縣,2011/10,南投,3.1,0.52,-,28.5,64,34,23.99,4.41,19.58,2.078,0.204,1.874,25.61,73.38
60,南投縣,2011/10,埔里,2.0,0.38,-,32.6,45,31,14.08,1.95,12.13,-,-,-,24.92,73.05
61,南投縣,2011/10,竹山,2.9,0.37,-,31.6,56,32,19.73,3.07,16.66,-,-,-,24.69,77.71
62,雲林縣,2011/10,斗六,3.4,0.39,-,31.3,72,44,20.2,2.86,17.34,-,-,-,25.55,73.73
63,雲林縣,2011/10,崙背,3.6,0.33,-,36.8,69,21,15.64,1.83,13.79,-,-,-,24.87,81.06
64,雲林縣,2011/10,麥寮,4.1,0.28,-,36.5,64,32,13.18,3.55,9.63,1.927,0.059,1.868,28.49,82.19
65,雲林縣,2011/10,臺西,4.1,0.25,-,43.0,46,31,10.86,1.93,8.92,1.924,0.076,1.848,25.06,79.74
66,嘉義縣,2011/10,朴子,3.4,0.3,-,38.0,75,37,13.87,2.03,11.84,-,-,-,25.77,78.14
67,嘉義縣,2011/10,新港,3.7,0.33,-,36.4,63,38,14.25,2.28,11.97,-,-,-,24.75,74.47
68,屏東縣,2011/10,屏東,4.6,0.59,-,44.4,84,46,16.49,2.05,14.43,2.203,0.208,1.995,27.04,76.99
69,屏東縣,2011/10,潮州,3.6,0.37,-,39.4,65,46,9.48,2.09,7.39,-,-,-,26.09,79.15
70,屏東縣,2011/10,恆春,2.0,0.12,391.4,34.9,23,14,3.98,1.84,2.13,-,-,-,25.03,78.09
71,臺東縣,2011/10,臺東,1.4,0.3,-,28.6,31,12,8.07,2.54,5.53,-,-,-,25.61,77.37
72,臺東縣,2011/10,關山,1.8,-,-,25.5,27,15,6.17,2.28,3.89,-,-,-,23.73,80.86
73,花蓮縣,2011/10,花蓮,1.5,0.37,-,26.6,30,21,12.32,2.59,9.73,-,-,-,25.48,79.71
74,澎湖縣,2011/10,馬公,1.8,0.19,-,50.7,55,24,3.95,1.04,2.91,-,-,-,25.47,77.62
75,金門縣,2011/10,金門,7.3,0.41,-,46.3,86,39,14.99,3.22,11.77,-,-,-,24.74,67.13
76,連江縣,2011/10,馬祖,3.2,0.24,-,56.7,54,31,6.03,1.43,4.59,-,-,-,21.88,77.56
,,,,,,,,,,,,,,,,,
