序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
38,高雄市,2004/04,橋頭,4.2,0.56,-,34.7,73,-,31.76,4.76,26.99,2.562,0.376,2.186,24.5,-,-,71.46,-
39,高雄市,2004/04,美濃,2.1,0.58,-,42.2,63,-,13.26,0.91,12.4,-,-,-,25.7,-,-,-,-
40,基隆市,2004/04,基隆,3.9,0.64,-,32.5,-,-,-,-,-,2.719,0.501,2.218,20.81,-,-,-,-
41,新竹市,2004/04,新竹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,嘉義市,2004/04,嘉義,3.3,0.59,-,37.7,90,-,-,-,-,2.523,0.462,2.061,24.11,-,-,73.29,-
43,宜蘭縣,2004/04,宜蘭,0.6,0.51,393.2,40.8,49,-,13.89,1.26,12.67,-,-,-,22.46,-,-,-,-
44,宜蘭縣,2004/04,冬山,1.4,0.65,-,33.5,60,-,21.59,4.38,17.21,2.597,0.32,2.278,22.0,-,-,74.46,-
45,桃園市,2004/04,桃園,8.7,0.73,-,29.0,79,-,37.95,8.25,29.72,3.057,0.612,2.445,23.61,-,-,74.3,-
46,桃園市,2004/04,中壢,-,-,-,-,-,-,-,-,-,-,-,-,22.53,-,-,73.55,-
47,桃園市,2004/04,大園,5.8,0.55,-,34.2,72,-,34.63,6.92,27.41,-,-,-,22.12,-,-,75.85,-
48,桃園市,2004/04,龍潭,3.4,0.54,-,32.7,66,-,29.42,4.37,25.09,-,-,-,20.7,-,-,75.69,-
49,桃園市,2004/04,平鎮,5.4,0.82,-,32.9,70,-,37.12,6.86,30.27,2.651,0.35,2.302,21.92,-,-,-,-
50,桃園市,2004/04,觀音,-,0.39,-,36.1,70,-,23.14,3.04,20.14,-,-,-,21.7,-,-,69.38,-
51,新竹縣,2004/04,竹東,2.7,0.44,-,32.8,63,-,22.78,2.34,20.48,-,-,-,22.11,-,-,73.57,-
52,新竹縣,2004/04,湖口,3.6,0.53,-,31.9,69,-,27.96,5.66,22.3,-,-,-,20.73,-,-,74.13,-
53,苗栗縣,2004/04,苗栗,3.5,0.64,-,33.2,71,-,26.91,3.99,22.93,-,-,-,22.19,-,-,67.71,-
54,苗栗縣,2004/04,頭份,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,苗栗縣,2004/04,三義,2.2,0.46,-,40.2,61,-,15.99,1.35,14.68,2.255,0.241,2.015,20.11,-,-,-,-
56,彰化縣,2004/04,彰化,4.6,0.77,-,29.2,87,-,34.86,6.14,28.72,3.083,0.526,2.557,22.74,-,-,-,-
57,彰化縣,2004/04,線西,4.7,-,-,-,74,-,23.43,2.96,20.61,2.389,0.431,1.958,23.85,-,-,80.55,-
58,彰化縣,2004/04,二林,3.7,0.37,-,39.5,78,-,19.39,2.82,16.6,-,-,-,22.18,-,-,-,-
59,南投縣,2004/04,南投,2.9,0.63,-,32.1,75,-,28.88,3.94,24.95,2.45,0.333,2.117,23.98,-,-,75.95,-
60,南投縣,2004/04,埔里,1.4,0.6,-,42.3,60,-,14.57,1.14,13.46,2.25,0.229,2.021,23.85,-,-,75.08,-
61,南投縣,2004/04,竹山,3.1,0.57,-,37.6,84,-,25.39,3.7,21.71,-,-,-,24.11,-,-,74.62,-
62,雲林縣,2004/04,斗六,3.6,0.57,-,33.4,88,-,23.37,2.76,20.62,-,-,-,23.35,-,-,74.04,-
63,雲林縣,2004/04,崙背,2.4,0.41,-,37.6,85,-,17.16,1.63,15.69,2.842,0.326,2.516,23.57,-,-,75.94,-
64,雲林縣,2004/04,臺西,2.4,0.36,-,43.2,72,-,13.31,1.69,11.62,-,-,-,23.25,-,-,-,-
65,嘉義縣,2004/04,朴子,3.0,0.46,-,40.0,76,-,18.98,1.44,17.53,2.517,0.2,2.317,24.43,-,-,71.05,-
66,嘉義縣,2004/04,新港,3.3,0.48,-,28.8,89,-,20.74,3.34,17.37,-,-,-,23.05,-,-,74.85,-
67,屏東縣,2004/04,屏東,3.0,0.72,-,25.0,78,-,-,-,-,2.475,0.218,2.258,25.65,-,-,-,-
68,屏東縣,2004/04,潮州,3.3,0.41,-,34.4,63,-,-,-,-,-,-,-,26.84,-,-,73.25,-
69,屏東縣,2004/04,恆春,0.6,0.2,-,46.5,33,-,1.47,0.27,1.3,-,-,-,24.17,-,-,74.81,-
70,臺東縣,2004/04,臺東,-,-,-,32.3,-,-,-,-,-,2.456,0.168,2.288,-,-,-,-,-
71,花蓮縣,2004/04,花蓮,0.6,0.63,-,29.1,54,-,16.9,2.83,14.09,2.614,0.348,2.266,24.28,-,-,-,-
72,澎湖縣,2004/04,馬公,1.4,0.48,-,60.3,52,-,5.73,0.56,5.28,-,-,-,23.29,-,-,77.17,-
73,金門縣,2004/04,金門,7.4,0.6,-,49.5,100,-,17.43,3.63,13.81,-,-,-,19.9,-,-,-,-
74,連江縣,2004/04,馬祖,2.9,0.26,-,60.2,68,-,6.37,1.03,5.32,-,-,-,17.55,-,-,-,-
,,,,,,,,,,,,,,,,,,,,
