序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
23,臺南市,1995/06,善化,5.2,0.35,26.2,27.0,13,4,9.16,-,-,-,28.39,-,-
24,臺南市,1995/06,安南,6.0,0.45,16.4,51.0,19,8,11.49,-,-,-,28.59,-,-
25,臺南市,1995/06,臺南,7.3,0.52,12.3,52.0,22,7,15.13,-,-,-,28.43,-,-
26,高雄市,1995/06,左營,7.2,0.65,17.4,36.0,21,8,13.05,2.18,0.2,1.98,28.39,-,-
27,高雄市,1995/06,楠梓,7.8,0.52,13.3,42.0,30,12,17.85,2.56,0.37,2.19,29.68,-,-
28,高雄市,1995/06,前金,6.3,0.71,13.9,43.0,23,10,12.9,-,-,-,29.11,-,-
29,高雄市,1995/06,前鎮,18.4,-,-,46.0,29,10,18.71,2.18,0.43,1.76,28.56,-,-
30,高雄市,1995/06,小港,14.5,0.67,12.6,46.0,26,11,15.02,2.26,0.22,2.04,29.85,-,-
31,高雄市,1995/06,鳳山,9.4,0.86,16.2,43.0,33,13,19.65,-,-,-,28.98,-,-
32,高雄市,1995/06,林園,3.6,0.31,17.1,42.0,9,2,6.76,1.99,0.13,1.84,28.42,-,-
33,高雄市,1995/06,大寮,9.3,0.51,14.3,40.0,17,5,11.83,-,-,-,28.4,-,-
34,高雄市,1995/06,仁武,4.3,0.53,13.0,47.0,23,10,13.35,2.16,0.17,1.99,28.7,-,-
35,高雄市,1995/06,橋頭,5.7,0.47,12.8,38.0,19,8,11.03,2.17,0.28,1.9,28.44,-,-
36,高雄市,1995/06,美濃,3.4,0.38,27.0,41.0,12,2,9.83,-,-,-,27.44,-,-
37,基隆市,1995/06,基隆,10.9,0.92,19.6,60.0,47,19,28.41,2.66,0.47,2.18,27.18,-,-
38,新竹市,1995/06,新竹,5.7,0.68,-,47.0,23,7,16.18,2.73,0.27,2.47,27.38,-,-
39,嘉義市,1995/06,嘉義,4.8,0.5,21.2,29.0,20,4,17.33,2.02,0.18,1.85,28.6,-,-
40,宜蘭縣,1995/06,宜蘭,2.6,0.66,23.6,46.0,19,4,14.84,-,-,-,26.68,-,-
41,宜蘭縣,1995/06,冬山,2.6,-,-,45.0,18,6,12.45,1.97,0.16,1.82,26.48,-,-
42,桃園市,1995/06,桃園,15.6,0.81,14.2,54.0,35,11,24.44,2.58,0.38,2.21,27.56,-,-
43,桃園市,1995/06,大園,7.8,0.56,17.9,31.0,21,6,14.85,-,-,-,27.35,-,-
44,桃園市,1995/06,龍潭,6.8,0.51,17.8,50.0,23,6,16.88,-,-,-,26.3,-,-
45,桃園市,1995/06,平鎮,9.4,0.7,12.9,60.0,34,10,24.9,2.72,0.5,2.22,27.15,-,-
46,桃園市,1995/06,觀音,7.2,0.3,19.3,40.0,16,5,11.72,1.99,0.1,1.89,27.07,-,-
47,新竹縣,1995/06,竹東,3.1,0.46,19.8,46.0,21,5,15.92,-,-,-,27.24,-,-
48,新竹縣,1995/06,湖口,5.9,0.5,15.9,34.0,21,6,14.93,-,-,-,27.5,-,-
49,苗栗縣,1995/06,苗栗,4.4,0.51,16.7,58.0,23,6,17.06,-,-,-,28.16,-,-
50,苗栗縣,1995/06,頭份,32.2,-,-,51.0,45,21,23.61,2.32,0.29,2.03,28.46,-,-
51,苗栗縣,1995/06,三義,2.3,0.38,20.1,39.0,15,4,11.4,2.33,0.11,2.22,25.14,-,-
52,彰化縣,1995/06,彰化,8.1,0.75,13.2,63.0,27,8,18.93,2.4,0.3,2.1,28.57,-,-
53,彰化縣,1995/06,線西,4.0,-,-,38.0,18,6,11.7,-,-,-,27.65,-,-
54,彰化縣,1995/06,二林,5.4,0.39,16.3,56.0,15,4,11.35,-,-,-,27.55,-,-
55,南投縣,1995/06,南投,6.5,0.5,18.0,42.0,22,7,14.9,-,-,-,28.3,-,-
56,雲林縣,1995/06,斗六,4.0,0.63,21.1,50.0,18,4,13.82,-,-,-,28.23,-,-
57,雲林縣,1995/06,崙背,4.1,0.4,15.5,-,19,6,12.95,-,-,-,27.66,-,-
58,雲林縣,1995/06,臺西,1.8,0.26,19.2,36.0,8,2,6.19,-,-,-,27.71,-,-
59,嘉義縣,1995/06,朴子,4.1,0.39,20.4,29.0,13,4,9.47,-,-,-,28.33,-,-
60,嘉義縣,1995/06,新港,3.0,0.41,20.2,54.0,15,5,10.72,-,-,-,27.68,-,-
61,屏東縣,1995/06,屏東,6.0,0.65,20.0,49.0,24,6,18.36,2.44,0.26,2.18,27.99,-,-
62,屏東縣,1995/06,潮州,3.2,0.35,14.1,36.0,14,4,11.09,-,-,-,29.36,-,-
63,屏東縣,1995/06,恆春,0.1,0.1,19.9,13.0,0,0,0.34,-,-,-,27.49,-,-
64,臺東縣,1995/06,臺東,0.9,0.59,19.0,38.0,12,3,9.2,2.09,0.16,1.94,27.83,-,-
65,花蓮縣,1995/06,花蓮,1.2,0.69,18.9,35.0,19,5,13.94,2.06,0.2,1.86,27.37,-,-
,,,,,,,,,,,,,,,,
