序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
11,新北市,2016/11,永和,2.6,0.7,-,26.1,30,13,29.12,10.06,19.06,2.141,0.228,1.914,2.15,1.99,22.72,-,-,75.19,-
12,新北市,2016/11,新莊,3.3,0.53,-,26.9,34,13,25.06,6.01,19.06,-,-,-,3.1,2.84,23.11,-,-,68.82,-
13,新北市,2016/11,新店,2.4,0.4,-,30.1,28,17,17.47,3.3,14.17,-,-,-,1.82,1.42,22.61,-,-,73.89,-
14,新北市,2016/11,淡水,2.2,0.34,-,31.6,34,16,12.92,2.66,10.26,-,-,-,-,-,-,-,-,-,-
15,新北市,2016/11,汐止,3.4,0.4,-,23.5,30,15,24.79,7.19,17.6,-,-,-,1.89,1.59,22.04,-,-,80.31,-
16,新北市,2016/11,土城,2.5,0.48,-,27.4,36,14,23.35,6.32,17.03,2.072,0.182,1.89,1.4,0.58,22.75,-,-,76.46,-
17,新北市,2016/11,林口,2.9,0.32,-,32.3,50,20,19.14,4.08,15.06,-,-,-,3.11,2.8,20.93,-,-,81.76,-
18,新北市,2016/11,萬里,2.2,0.22,-,38.1,49,10,7.14,1.78,5.36,-,-,-,4.9,4.52,21.77,1.52,4.39,78.63,324.07
19,臺中市,2016/11,西屯,2.7,0.38,-,29.2,55,28,22.54,3.9,18.63,1.886,0.211,1.675,2.69,1.44,23.91,1.43,4.85,73.7,11.05
20,臺中市,2016/11,忠明,2.8,0.51,-,25.8,48,27,27.99,5.83,22.15,2.023,0.206,1.817,1.84,1.07,23.83,-,-,72.45,-
21,臺中市,2016/11,豐原,2.3,0.36,-,31.6,32,24,13.03,2.15,10.88,1.884,0.139,1.745,1.81,1.2,22.03,-,-,74.54,-
22,臺中市,2016/11,沙鹿,3,0.4,-,29.8,54,24,21.07,2.98,18.08,-,-,-,3.64,1.42,23.16,-,-,77.46,-
23,臺中市,2016/11,大里,2.6,0.56,443.6,25.2,56,25,26.97,5.33,21.64,2.022,0.257,1.765,1.67,0.98,25.01,-,-,71.44,-
24,臺南市,2016/11,新營,3.1,0.4,-,29.1,73,33,18.76,2.64,16.11,2.131,0.145,1.986,2.07,1.09,23.86,1.58,6.68,75.74,9.45
25,臺南市,2016/11,善化,3.3,0.37,430.84,29.6,63,33,17.43,2.35,15.08,-,-,-,2.52,1.45,24.54,-,-,76.73,-
26,臺南市,2016/11,安南,3.2,0.4,-,29.7,69,33,19.62,3.35,16.27,2.033,0.163,1.87,2.21,1.22,24.4,-,-,76.62,-
27,臺南市,2016/11,臺南,3.5,0.51,-,32.8,62,35,20.78,2.25,18.53,2.108,0.2,1.907,2.14,1.25,23.96,-,-,71.01,-
28,高雄市,2016/11,左營,4.3,0.52,-,37.1,75,45,23.16,2.55,20.59,2.305,0.208,2.097,2.06,1.49,24.55,-,-,74.94,-
29,高雄市,2016/11,楠梓,3.4,0.45,-,30.2,95,36,25.98,4.34,21.64,2.164,0.185,1.978,1.88,1.18,24.86,-,-,73.31,-
30,高雄市,2016/11,前金,3.8,0.55,-,36.4,73,40,22.93,2.77,20.15,2.193,0.206,1.987,2.15,1.43,25.28,-,-,73.23,-
31,高雄市,2016/11,前鎮,5.1,0.65,-,32.5,73,32,29.93,4.44,25.49,2.296,0.242,2.054,1.6,1,25.53,-,-,70.61,-
32,高雄市,2016/11,復興,5.4,0.83,-,30.9,66,36,35.82,6.19,29.63,2.378,0.348,2.03,1.18,0.79,27.08,-,-,72.65,-
33,高雄市,2016/11,小港,7.5,0.56,-,28.6,75,36,36.38,6.21,30.18,2.254,0.263,1.991,1.76,1.09,25.79,1.97,5.95,73.42,20.95
34,高雄市,2016/11,鳳山,5.5,0.62,-,32.3,94,38,27.21,3.94,23.27,2.275,0.275,2,1.56,0.95,25.68,1.75,6.16,72.23,47.66
35,高雄市,2016/11,林園,6.2,0.39,-,40.6,50,38,21.23,2.77,18.47,2.207,0.126,2.081,2.17,1.79,25.76,-,-,75.79,-
36,高雄市,2016/11,大寮,6.1,0.51,-,36.5,79,36,25.13,3.7,21.43,2.393,0.249,2.144,1.72,1.34,24.98,-,-,76.33,-
37,高雄市,2016/11,仁武,5.3,0.51,-,32.4,81,38,28,4.65,23.35,2.259,0.236,2.023,1.86,1.39,24.93,-,-,74.16,-
38,高雄市,2016/11,橋頭,3.7,0.47,-,32,73,31,22.56,3.45,19.11,-,-,-,2.08,1.3,24.06,1.2,6.37,74.08,19.84
39,高雄市,2016/11,美濃,2,0.38,-,34.2,54,35,11.05,1.93,9.12,-,-,-,1.04,0.79,24.87,-,-,75.32,-
40,基隆市,2016/11,基隆,1.6,0.34,-,31.1,24,11,13.53,3.58,9.95,2.038,0.115,1.923,1.58,1.24,21.86,-,-,84.08,-
41,新竹市,2016/11,新竹,2.8,0.41,-,30,44,17,19.8,2.9,16.9,2.049,0.182,1.868,2.7,2.09,22.44,-,-,74.43,-
42,嘉義市,2016/11,嘉義,3.8,0.52,-,27.3,65,34,22.62,3.22,19.4,2.037,0.218,1.819,1.94,1.03,23.93,-,-,70.99,-
43,宜蘭縣,2016/11,宜蘭,1.6,0.3,419.13,29.6,34,8,8.24,1.19,7.04,-,-,-,1.25,0.84,22.32,-,-,85.68,-
44,宜蘭縣,2016/11,冬山,1.7,0.28,-,26,34,6,13.28,3.33,9.95,-,-,-,1.55,1.22,21.78,-,-,83.78,-
45,桃園市,2016/11,桃園,5.2,0.48,-,29.1,36,15,21.67,3.97,17.7,2.069,0.166,1.904,1.84,1.45,22.37,-,-,77.09,-
46,桃園市,2016/11,中壢,3.8,1.03,-,21.2,52,16,47.91,20.21,27.71,2.323,0.382,1.941,1.34,0.5,22.18,-,-,76.97,-
47,桃園市,2016/11,大園,3.9,0.31,-,30.9,45,17,21.88,4.55,17.33,-,-,-,4.73,4.25,22.13,-,-,77.26,-
48,桃園市,2016/11,龍潭,2.6,0.4,-,30,43,17,18.37,3.9,14.48,-,-,-,3.5,3.25,20.93,-,-,77.82,-
49,桃園市,2016/11,平鎮,3.4,0.43,-,30.3,41,15,21.46,3.17,18.28,-,-,-,2.87,2.41,22.26,-,-,78.92,-
50,桃園市,2016/11,觀音,4.7,0.28,-,33.1,51,20,16.76,2.08,14.67,-,-,-,4.83,4.52,22.47,1.23,4.63,79.42,139.17
51,新竹縣,2016/11,竹東,2,0.33,-,30.2,32,21,12.2,2.2,10,-,-,-,2.78,2.14,22.14,-,-,76.9,-
52,新竹縣,2016/11,湖口,3.4,0.34,-,34.8,44,20,15.64,2.72,12.93,-,-,-,4.09,3.88,22.83,-,-,79.7,-
53,苗栗縣,2016/11,苗栗,2.7,0.43,-,27.8,48,20,19.71,3.87,15.85,-,-,-,2.4,1.56,22.39,-,-,78.64,-
54,苗栗縣,2016/11,頭份,2.4,0.36,-,30.3,43,21,17.92,2.74,15.17,1.975,0.121,1.854,2.58,2.01,22.91,-,-,78.32,-
55,苗栗縣,2016/11,三義,1.8,0.29,-,31.7,37,15,12.18,2.05,10.13,-,-,-,3.35,2.66,20.48,1.6,5.4,85.76,15.99
56,彰化縣,2016/11,彰化,3.4,0.51,-,26.1,53,27,21.35,3.2,18.15,2.046,0.218,1.829,2.28,1.03,23.49,-,-,72.84,-
57,彰化縣,2016/11,線西,5,0.38,-,31.5,56,32,19.26,2.67,16.59,2.061,0.111,1.95,4.01,3.16,23.51,-,-,78.7,-
58,彰化縣,2016/11,二林,4,0.35,-,30.8,64,23,14.36,1.79,12.55,-,-,-,3.03,2.39,23.86,-,-,78.84,-
59,南投縣,2016/11,南投,2.2,0.52,-,23.6,57,30,23.33,4.45,18.88,2.034,0.2,1.833,1.39,0.81,23.2,1.31,6.26,74.37,27.33
60,南投縣,2016/11,埔里,2,0.41,-,26.5,40,23,15.24,2.87,12.36,-,-,-,1.29,0.93,22.43,-,-,74.76,-
61,南投縣,2016/11,竹山,3.1,0.39,-,26.1,56,31,18.38,2.13,16.24,-,-,-,1.37,0.92,22.78,-,-,78.8,-
62,雲林縣,2016/11,斗六,3.3,0.4,-,28,60,33,20.58,3.58,17,-,-,-,1.66,0.96,24.43,-,-,76.33,-
63,雲林縣,2016/11,崙背,3.2,0.35,-,30.6,63,36,14.93,3.05,11.87,-,-,-,2.84,1.15,22.83,1.64,6.36,80.76,15.69
64,雲林縣,2016/11,麥寮,3.5,0.33,-,32,82,31,14.65,2.7,11.94,2.057,0.085,1.972,3.37,1.67,23.89,-,-,81.37,-
65,雲林縣,2016/11,臺西,4,0.29,-,36.7,57,31,13.79,2.07,11.72,1.975,0.063,1.912,5.46,4.94,23.63,-,-,83.27,-
66,嘉義縣,2016/11,朴子,3.3,0.34,-,33.8,74,31,14.16,1.97,12.19,-,-,-,2.08,1.04,24.43,-,-,79.68,-
67,嘉義縣,2016/11,新港,3.1,0.38,-,29.9,72,32,14.14,2.33,11.81,-,-,-,2.35,1.01,22.96,-,-,76.95,-
68,屏東縣,2016/11,屏東,3,0.51,-,35.7,70,39,18.82,1.95,16.87,2.218,0.159,2.06,1.43,0.94,25.44,-,-,71.21,-
69,屏東縣,2016/11,潮州,3.3,0.39,-,39.5,74,41,13.85,1.79,12.06,-,-,-,1.42,1.12,24.74,-,-,79.08,-
70,屏東縣,2016/11,恆春,1.1,0.12,404.63,44.4,30,5,5.32,2.56,2.76,-,-,-,6.79,6.58,24.68,1.1,5.25,81.71,12.02
71,臺東縣,2016/11,臺東,1,0.31,-,27.2,32,7,7.63,2.17,5.46,-,-,-,2.24,1.68,24.18,3.39,5.57,71.65,5.23
72,臺東縣,2016/11,關山,1,-,-,24.6,26,9,5.64,1.93,3.71,-,-,-,1.63,1.03,21.95,-,-,81.17,-
73,花蓮縣,2016/11,花蓮,1.7,0.28,-,28.2,27,11,9.28,2.16,7.12,-,-,-,2.58,2.23,23.33,1.96,5.26,77.6,21.22
74,澎湖縣,2016/11,馬公,1.8,0.21,-,41.9,35,18,3.99,1.06,2.92,-,-,-,4.73,2.83,23.72,1.48,5.19,79.43,67.8
75,金門縣,2016/11,金門,4.2,0.34,-,36.4,61,25,14.39,1.87,12.51,-,-,-,2.91,2.33,21.14,2.02,5.17,72.46,20.46
76,連江縣,2016/11,馬祖,2.6,0.27,-,38.4,42,20,7.27,1.06,6.18,-,-,-,4.06,3.2,19.31,0.95,5.22,84.13,36.65
,,,,,,,,,,,,,,,,,,,,,,
