序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
1,臺北市,2018/02,松山,2.1,0.56,438.93,24.9,43,20,33.27,9.86,23.41,2.058,0.166,1.892,1.46,1.1,15.23,-,-,77.23,-
2,臺北市,2018/02,古亭,1.9,0.58,-,27.5,41,17,31.53,8.86,22.67,2.14,0.172,1.969,1.76,1.5,15.73,-,-,77.83,-
3,臺北市,2018/02,中山,2.5,0.72,-,22.5,45,22,41.6,14.34,27.26,2.213,0.206,2.007,1.69,1.27,15.84,-,-,82.01,-
4,臺北市,2018/02,大同,2.9,1.16,-,-,62,23,74.68,40.97,33.71,2.473,0.345,2.128,-,-,-,-,-,-,-
5,臺北市,2018/02,萬華,2.4,0.66,-,22,42,21,37.66,10.43,27.24,-,-,-,1.66,1.33,16.25,-,-,75.01,-
6,臺北市,2018/02,陽明,1.7,0.23,421.22,45.6,16,9,1.74,0.22,1.62,-,-,-,2.9,-,10.05,1.3,4.75,92.53,38.09
7,臺北市,2018/02,士林,1.9,0.44,-,32.5,41,20,19.43,4.48,14.95,-,-,-,1.87,1.51,16.19,-,-,77.65,-
8,新北市,2018/02,板橋,2.6,0.67,-,26.5,49,26,32.16,7.99,24.18,2.189,0.227,1.962,1.82,1.48,16.01,1.23,4.28,74.7,47.41
9,新北市,2018/02,三重,3,1.39,-,-,62,20,107.76,68.84,38.92,2.436,0.448,1.988,-,-,16.12,-,-,77.29,-
10,新北市,2018/02,菜寮,2.4,0.62,-,25.1,46,21,29.63,8.09,21.53,-,-,-,1.93,1.58,15.51,-,-,75.56,-
11,新北市,2018/02,永和,2.3,0.79,-,26.1,43,23,39.75,16.21,23.54,2.247,0.266,1.981,1.6,1.31,15.84,-,-,79.22,-
12,新北市,2018/02,新莊,2.5,0.57,-,29,46,20,26.85,7.16,19.69,-,-,-,2.67,2.34,15.7,-,-,72.71,-
13,新北市,2018/02,新店,2,0.52,-,31,35,21,23.77,5.92,17.84,-,-,-,1.29,1.01,15.87,-,-,79.64,-
14,新北市,2018/02,淡水,2,0.37,-,29.7,45,20,12.08,2.14,9.94,-,-,-,1.83,-,14.7,-,-,79.44,-
15,新北市,2018/02,汐止,2.5,0.53,-,28,42,24,28.81,8.75,20.06,-,-,-,1.54,1.32,15.5,-,-,84.57,-
16,新北市,2018/02,土城,2.4,0.61,-,27.1,46,23,28.23,7.3,20.92,2.192,0.208,1.984,1.21,0.7,15.8,-,-,80.21,-
17,新北市,2018/02,林口,2.3,0.35,-,37.4,47,18,16.54,3.15,13.38,-,-,-,2.94,2.66,13.19,-,-,87.4,-
18,新北市,2018/02,富貴角,0.7,0.28,-,21.4,60,26,7.59,3.17,4.44,2.144,0.198,1.946,6.82,6.71,14.6,-,-,80.89,-
19,新北市,2018/02,萬里,2.4,0.29,-,43.6,55,20,6.78,1.28,5.48,-,-,-,4.84,4.51,14.65,1.29,4.27,78.21,162.05
20,臺中市,2018/02,西屯,2.3,0.46,-,32.8,53,27,21.7,4.5,17.24,1.958,0.167,1.791,3.07,2.72,15.89,0.78,5.52,71.91,20.61
21,臺中市,2018/02,忠明,2.1,0.55,-,26,46,27,28.21,7.34,20.86,1.987,0.178,1.809,2.02,1.54,17.09,-,-,70.38,-
22,臺中市,2018/02,豐原,1.8,0.4,-,29.3,35,18,13.17,2.32,10.86,1.92,0.122,1.797,2.05,1.74,15.16,-,-,77.78,-
23,臺中市,2018/02,沙鹿,1.9,0.4,-,32.5,55,29,17.57,2.81,14.76,-,-,-,4.4,4,15.28,-,-,80.15,-
24,臺中市,2018/02,大里,2.3,0.62,443.13,22.7,56,20,27.64,6.54,21.11,2.104,0.223,1.881,1.79,1.4,17.2,-,-,75.8,-
25,臺南市,2018/02,新營,2.2,0.45,-,26.7,83,37,18.59,1.85,16.72,2.073,0.115,1.958,2.54,2.48,17.37,0.65,6.47,78.37,52.75
26,臺南市,2018/02,善化,2.6,0.42,438.23,25.3,69,35,16.87,2.07,14.81,-,-,-,3.25,3.06,18.11,-,-,75.84,-
27,臺南市,2018/02,安南,2.4,0.44,-,29.4,77,35,17.69,2.06,15.62,2.13,0.115,2.015,2.75,2.42,18.17,-,-,74.82,-
28,臺南市,2018/02,臺南,2.4,0.54,-,30.2,68,36,20.22,2.69,17.52,2.117,0.165,1.952,2.6,2.25,17.65,-,-,77.51,-
29,高雄市,2018/02,左營,2.9,0.53,-,29.2,81,39,22.1,2.69,19.41,2.192,0.163,2.029,2.53,2.29,18.65,-,-,75.4,-
30,高雄市,2018/02,楠梓,2.2,0.49,-,28.7,82,41,21.14,4.8,16.33,2.159,0.152,2.008,2.31,2,18.17,-,-,74.41,-
31,高雄市,2018/02,前金,2.4,0.56,-,28.5,77,41,22.86,3.42,19.44,2.14,0.179,1.961,2.55,2.22,18.88,-,-,74.1,-
32,高雄市,2018/02,前鎮,3.1,0.67,-,24.2,80,41,28.57,5.16,23.41,2.264,0.21,2.053,1.78,1.4,19.67,-,-,72.5,-
33,高雄市,2018/02,復興,3.5,0.77,-,23.1,79,44,32.53,6.99,25.55,2.321,0.288,2.033,1.19,0.67,19.51,-,-,71.25,-
34,高雄市,2018/02,小港,4.3,0.59,-,24.8,72,39,32.38,5.31,27.07,2.148,0.204,1.945,1.88,1.48,20.02,0.54,6.25,70.41,36.67
35,高雄市,2018/02,鳳山,3.8,0.61,-,21.4,81,45,27.11,3.95,23.16,2.282,0.227,2.055,1.67,1.23,19.98,0.5,7.44,68.65,344.15
36,高雄市,2018/02,林園,5.3,0.54,-,29,73,26,24.13,2.74,21.39,2.278,0.188,2.091,2.56,2.34,20.1,-,-,73.56,-
37,高雄市,2018/02,大寮,4,0.5,-,25.7,69,39,23.99,3.68,20.31,2.319,0.178,2.141,1.96,1.71,19.92,-,-,72.18,-
38,高雄市,2018/02,仁武,2.9,0.51,-,28,76,42,24.2,4.26,19.93,2.224,0.201,2.024,2.11,1.91,18.82,-,-,74.38,-
39,高雄市,2018/02,橋頭,2.5,0.5,-,24.7,71,41,20.87,3.19,17.68,-,-,-,2.61,2.31,18.79,0.53,7.09,77.76,43.27
40,高雄市,2018/02,美濃,1.6,0.41,-,27.2,62,30,10.35,1.39,8.96,-,-,-,1.07,0.79,19.3,-,-,76.59,-
41,基隆市,2018/02,基隆,2.7,0.44,-,33.8,36,20,18.04,4.19,13.86,2.065,0.12,1.945,1.25,0.86,14.89,-,-,80.72,-
42,新竹市,2018/02,新竹,-,0.46,-,29.9,52,28,18.74,2.5,16.25,1.993,0.13,1.863,2.61,2.08,14.96,-,-,79.3,-
43,嘉義市,2018/02,嘉義,3,0.53,-,24.7,72,38,22.36,3.06,19.3,2.002,0.171,1.831,2.26,1.93,16.85,-,-,77.88,-
44,宜蘭縣,2018/02,宜蘭,1.3,0.37,446.4,35.9,36,14,8.22,1,7.2,-,-,-,1.28,0.93,15.99,-,-,77.23,-
45,宜蘭縣,2018/02,冬山,1.6,0.33,-,34.4,36,11,10.11,2.47,7.63,-,-,-,1.67,1.4,15.59,0.94,4.54,81.09,47.11
46,桃園市,2018/02,桃園,3.6,0.5,-,28.4,47,22,22.52,4.39,18.13,2.145,0.136,2.009,1.41,1.11,14.35,-,-,84.79,-
