序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
47,桃園市,2018/02,中壢,2.9,0.8,-,21.1,62,23,47.81,19.25,28.57,2.171,0.271,1.9,1.32,0.74,14.48,-,-,80.64,-
48,桃園市,2018/02,大園,5,0.36,-,39,58,24,18.79,3.45,15.34,-,-,-,5.28,4.91,14.95,-,-,82.15,-
49,桃園市,2018/02,龍潭,2.3,0.45,-,33.4,47,23,18.17,3.14,15.03,-,-,-,3.29,3,13.95,-,-,86.94,-
50,桃園市,2018/02,平鎮,2.4,0.5,-,27.7,58,24,-,-,-,-,-,-,2.24,1.97,14.22,-,-,84.78,-
51,桃園市,2018/02,觀音,4.1,0.33,-,36.5,69,30,12.86,1.21,11.64,-,-,-,4.87,4.65,14.31,1.17,4.23,81.36,158.07
52,新竹縣,2018/02,竹東,1.9,0.4,-,28.9,46,23,13.84,2.57,11.28,-,-,-,2.34,1.88,14.94,-,-,80.36,-
53,新竹縣,2018/02,湖口,2.6,0.37,-,38.5,59,26,12.96,1.61,11.34,-,-,-,4.17,3.87,13.95,-,-,80.06,-
54,苗栗縣,2018/02,苗栗,2.4,0.45,-,27,60,28,18.85,3.6,15.25,-,-,-,2.49,2.13,14.96,-,-,78.19,-
55,苗栗縣,2018/02,頭份,2.2,0.4,-,32.3,55,26,16.76,2.33,14.43,2.018,0.102,1.915,2.42,1.97,14.61,-,-,81.59,-
56,苗栗縣,2018/02,三義,1.4,0.33,-,34.2,35,21,10.66,1.33,9.32,-,-,-,4.13,3.9,13.27,0.69,4.77,88.3,31.65
57,彰化縣,2018/02,彰化,2.5,0.53,-,26.1,57,30,20.46,3.22,17.24,2.06,0.166,1.895,5.55,5.02,16.76,-,-,78.18,-
58,彰化縣,2018/02,線西,3.3,0.44,-,34,61,30,16.66,2.1,14.56,2,0.083,1.917,1.32,0.4,16.68,-,-,79.73,-
59,彰化縣,2018/02,二林,4,0.42,-,30.5,61,31,13.37,1.57,11.78,-,-,-,3.91,3.65,16.34,-,-,80.9,-
60,南投縣,2018/02,南投,2.5,0.46,-,19.3,59,29,25.41,5.11,20.31,1.888,0.222,1.665,1.51,1.16,17.79,0.92,5.91,76.26,19.44
61,南投縣,2018/02,埔里,2,0.45,-,24.2,32,21,14.52,2.06,12.45,-,-,-,1.28,1,16.91,-,-,84.91,-
62,南投縣,2018/02,竹山,1.9,0.43,-,24.3,59,38,17.46,2.68,14.78,-,-,-,1.43,1.12,16.45,-,-,80.93,-
63,雲林縣,2018/02,斗六,2.4,0.45,-,27.3,64,33,20.08,3.09,16.98,-,-,-,1.87,1.63,17.47,-,-,75.54,-
64,雲林縣,2018/02,崙背,2.9,0.41,-,34.6,68,36,14.2,1.76,12.43,-,-,-,3.52,2.65,16.52,0.95,6.42,76.89,77.09
65,雲林縣,2018/02,麥寮,2.9,0.37,-,33.9,75,32,12.56,2.15,10.41,2.097,0.064,2.033,4.56,4.2,16.48,-,-,78.85,-
66,雲林縣,2018/02,臺西,3,0.34,-,42.7,60,31,10.85,1.24,9.6,1.995,0.037,1.959,6.96,6.69,15.87,-,-,80.96,-
67,嘉義縣,2018/02,朴子,2.7,0.38,-,35.6,83,33,12.22,1.69,10.53,-,-,-,2.62,2.23,17.29,-,-,78.31,-
68,嘉義縣,2018/02,新港,2.5,0.43,-,32.1,78,34,14.76,1.7,13.05,-,-,-,3.08,2.8,16.29,-,-,74.4,-
69,屏東縣,2018/02,屏東,2.3,0.52,-,27.8,66,35,18.31,1.8,16.5,2.189,0.139,2.05,1.66,1.33,19.92,-,-,71.78,-
70,屏東縣,2018/02,潮州,2,0.43,-,27.8,74,34,14.69,1.89,12.8,-,-,-,1.55,1.96,20.21,-,-,72.36,-
71,屏東縣,2018/02,恆春,1.4,0.2,414.35,45.6,29,10,2.46,0.7,1.75,-,-,-,7.82,7.59,20.3,4.95,5.02,77.76,43.55
72,臺東縣,2018/02,臺東,1.1,0.37,-,30.7,26,10,9.71,2.63,7.07,-,-,-,2.19,1.77,19.2,0.88,6.12,75.45,30.16
73,臺東縣,2018/02,關山,1.7,-,-,28.9,24,11,5.77,1.04,4.73,-,-,-,1.75,1.52,17.42,-,-,81.21,-
74,花蓮縣,2018/02,花蓮,1.4,0.35,-,31.8,30,9,9.6,1.44,8.15,-,-,-,2.12,1.83,17.7,0.95,5.18,78.18,100.13
75,澎湖縣,2018/02,馬公,1.7,0.32,-,46.1,47,23,5.46,1.1,4.35,-,-,-,5.13,4.31,16.07,0.61,5.35,82.85,135.53
76,金門縣,2018/02,金門,2.5,0.37,-,40.7,69,34,10.57,0.94,9.61,-,-,-,2.99,2.52,13.47,0.86,5.55,66.6,31.16
77,連江縣,2018/02,馬祖,2.3,0.35,-,47.6,65,30,6.53,0.52,5.96,-,-,-,2.51,2.09,9.96,1.27,5.48,75.09,16.76
,,,,,,,,,,,,,,,,,,,,,,
