序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1,臺北市,2009/04,松山,3.1,0.62,410.25,34.3,61,33,33.55,8.51,25.03,2.191,0.229,1.962,21.42,68.07
2,臺北市,2009/04,古亭,2.7,0.66,-,34.8,67,37,33.19,8.49,24.7,2.127,0.206,1.921,21.77,71.43
3,臺北市,2009/04,中山,3.5,0.83,-,30.8,70,39,44.88,12.74,32.14,2.301,0.313,1.989,21.04,69.34
4,臺北市,2009/04,萬華,2.6,0.74,-,35.8,57,33,31.33,6.93,24.39,-,-,-,21.39,71.63
5,臺北市,2009/04,陽明,2.2,0.28,391.98,55.4,33,19,4.3,1.0,3.27,-,-,-,15.07,87.2
6,臺北市,2009/04,士林,2.4,0.51,-,37.0,67,27,19.77,3.91,15.85,-,-,-,21.3,69.0
7,新北市,2009/04,板橋,3.9,0.72,-,36.6,62,30,34.07,7.08,26.99,2.381,0.334,2.047,21.65,65.34
8,新北市,2009/04,三重,3.8,1.92,-,-,77,42,140.18,87.94,52.23,2.561,0.853,1.707,22.21,67.3
9,新北市,2009/04,菜寮,3.4,0.79,-,39.2,61,30,35.33,9.8,25.52,-,-,-,21.86,67.01
10,新北市,2009/04,永和,3.1,1.0,-,34.4,60,33,41.94,16.49,25.45,-,-,-,21.65,68.18
11,新北市,2009/04,新莊,4.5,0.63,-,42.2,58,32,29.29,6.44,22.84,-,-,-,21.01,68.15
12,新北市,2009/04,新店,2.6,0.46,-,44.7,50,25,19.08,2.86,16.22,-,-,-,21.15,73.28
13,新北市,2009/04,淡水,2.5,0.42,-,40.7,54,26,14.29,2.0,12.27,-,-,-,-,-
14,新北市,2009/04,汐止,3.5,0.5,-,39.5,56,28,25.81,6.32,19.48,-,-,-,21.14,77.09
15,新北市,2009/04,土城,3.5,0.59,-,41.3,57,30,27.5,7.13,20.37,2.19,0.262,1.928,21.44,69.69
16,新北市,2009/04,林口,3.0,0.38,-,45.4,54,27,17.02,1.84,15.17,-,-,-,19.32,79.55
17,新北市,2009/04,萬里,2.6,0.29,-,50.5,61,23,8.89,1.15,7.71,-,-,-,20.41,77.42
18,臺中市,2009/04,西屯,3.5,0.49,-,44.5,75,45,23.98,3.89,20.09,2.139,0.22,1.92,22.25,67.97
19,臺中市,2009/04,忠明,3.5,0.67,-,39.2,69,45,31.04,4.73,26.31,2.049,0.326,1.723,22.23,71.37
20,臺中市,2009/04,豐原,3.3,0.59,-,37.0,67,36,23.27,3.38,19.88,1.929,0.236,1.693,22.08,73.83
