序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
1,臺北市,2016/12,松山,2.2,0.43,425.52,26.6,36,16,24.67,5.34,19.33,1.983,0.127,1.856,1.87,1.41,20.03,-,-,72.99,-
2,臺北市,2016/12,古亭,2,0.44,-,29.5,35,17,22.57,5.02,17.55,2.04,0.122,1.917,2.62,2.32,20.04,-,-,73.44,-
3,臺北市,2016/12,中山,2.3,0.6,-,23.3,35,17,32.96,9.27,23.69,2.107,0.178,1.929,2.24,1.78,20.78,-,-,75.57,-
4,臺北市,2016/12,大同,3.1,0.98,-,-,51,14,61.91,32.98,28.93,2.347,0.308,2.039,-,-,-,-,-,-,-
5,臺北市,2016/12,萬華,2.4,0.49,-,23.8,36,17,29.92,6.66,23.26,-,-,-,2.43,2.15,20.99,-,-,70.91,-
6,臺北市,2016/12,陽明,1.7,0.21,415.06,43.3,13,9,2.81,0.61,2.12,-,-,-,-,-,12.86,0.85,4.08,93.78,112.82
7,臺北市,2016/12,士林,2,0.33,-,36.7,32,14,12.82,2.64,10.17,-,-,-,2.49,2.12,20.51,-,-,69.49,-
8,新北市,2016/12,板橋,3,0.53,-,25.3,43,16,25.42,5.08,20.34,2.068,0.197,1.871,2.4,2.01,20.62,0.94,4.85,68.63,120.09
9,新北市,2016/12,三重,3.3,1.42,-,-,54,15,100.06,62.67,37.39,2.555,0.472,2.083,-,-,20.89,-,-,67.31,-
10,新北市,2016/12,菜寮,2.4,0.49,-,29.5,36,15,21.37,4.19,17.18,-,-,-,2.74,2.46,21.02,-,-,69.17,-
11,新北市,2016/12,永和,2.2,0.65,-,29,33,15,28.43,10.07,18.36,2.124,0.211,1.912,2.39,2.24,20.33,-,-,72.19,-
12,新北市,2016/12,新莊,2.8,0.47,-,28,37,13,21.91,4.47,17.43,-,-,-,3.65,3.42,20.33,-,-,66.29,-
13,新北市,2016/12,新店,1.9,0.41,-,31.9,29,17,17.58,3.36,14.22,-,-,-,2.07,1.68,19.9,-,-,71.48,-
14,新北市,2016/12,淡水,1.7,0.3,-,34.2,36,16,9.33,2.02,7.31,-,-,-,-,-,-,-,-,-,-
15,新北市,2016/12,汐止,2.7,0.39,-,26.9,34,18,21.66,5.16,16.51,-,-,-,1.95,1.68,18.67,-,-,76.19,-
16,新北市,2016/12,土城,2.3,0.46,-,29.5,38,15,21.25,5.5,15.74,2.065,0.169,1.897,1.48,0.59,20.29,-,-,72.4,-
17,新北市,2016/12,林口,2.3,0.29,-,34.6,52,19,15.22,3.39,11.82,-,-,-,3.44,3.14,18.25,-,-,78.84,-
18,新北市,2016/12,萬里,2.4,0.23,-,40.6,55,16,6.92,1.66,5.26,-,-,-,5.15,4.77,19.35,0.9,4.18,76.02,524.17
19,臺中市,2016/12,西屯,2.4,0.4,-,28.8,55,28,-,-,-,1.93,0.206,1.724,3.05,1.56,21.13,0.75,6.03,70.68,20.27
20,臺中市,2016/12,忠明,2.6,0.5,-,23.1,46,27,27.83,6.48,21.35,1.993,0.186,1.807,1.98,1.12,20.72,-,-,69.99,-
21,臺中市,2016/12,豐原,2.4,0.38,-,29.2,40,26,13.51,2.19,11.32,1.918,0.148,1.77,1.92,1.28,19.11,-,-,71.91,-
22,臺中市,2016/12,沙鹿,2.4,0.39,-,29.5,53,24,19.27,2.8,16.46,-,-,-,4.31,1.53,19.97,-,-,75.19,-
23,臺中市,2016/12,大里,2.7,0.6,444.38,22.8,61,27,29.98,6.93,23.06,2.063,0.271,1.792,1.81,1.03,22.23,-,-,69.77,-
24,臺南市,2016/12,新營,3,0.43,-,25.1,82,35,21.59,3.29,18.3,2.117,0.136,1.98,2.29,1.12,20.68,1.2,6.3,75.74,20.63
25,臺南市,2016/12,善化,3.3,0.41,432.36,25.4,72,38,20.87,3.04,17.83,-,-,-,2.72,1.54,21.47,-,-,78.36,-
26,臺南市,2016/12,安南,2.9,0.43,-,26.2,80,36,21.62,3.81,17.81,2.162,0.161,2.001,2.37,1.17,21.58,-,-,76.55,-
27,臺南市,2016/12,臺南,3.3,0.55,-,27.5,72,39,23.86,2.89,20.98,2.121,0.205,1.916,2.32,1.26,20.45,-,-,71.72,-
28,高雄市,2016/12,左營,4,0.57,-,30.4,90,49,25.53,2.82,22.72,2.336,0.222,2.114,2.16,1.47,21.11,-,-,74.47,-
29,高雄市,2016/12,楠梓,3.3,0.51,-,25.4,101,39,27.54,4.58,22.95,2.192,0.19,2.002,2.03,1.16,21.66,-,-,72.42,-
30,高雄市,2016/12,前金,3.8,0.6,-,32.1,86,46,25.35,3.02,22.32,2.224,0.227,1.998,2.27,1.34,22.26,-,-,72.81,-
31,高雄市,2016/12,前鎮,4.8,0.73,-,27.4,90,39,34.9,5.61,29.3,2.347,0.266,2.081,1.72,0.98,22.54,-,-,70.03,-
32,高雄市,2016/12,復興,4.6,0.91,-,26.6,82,43,38.74,7.74,31,2.416,0.395,2.02,1.16,0.76,22.45,-,-,72.42,-
33,高雄市,2016/12,小港,6.1,0.66,-,24.6,88,47,42.28,8.98,33.31,2.321,0.305,2.017,1.77,0.92,22.92,0.5,6.38,72.27,47.18
34,高雄市,2016/12,鳳山,4.9,0.68,-,23.8,106,42,33.2,5.94,27.26,2.365,0.328,2.037,1.45,0.75,22.73,0,0,71.6,0
35,高雄市,2016/12,林園,7.3,0.49,-,32.9,59,33,27.87,3.84,24.03,2.309,0.178,2.131,2.18,1.74,23.1,-,-,74.69,-
36,高雄市,2016/12,大寮,5.7,0.57,-,27.2,87,42,29.83,4.62,25.21,2.392,0.265,2.127,1.86,1.46,22.08,-,-,75.25,-
37,高雄市,2016/12,仁武,5.1,0.52,-,26.5,98,42,29.15,7.22,21.93,2.34,0.279,2.061,1.99,1.4,21.81,-,-,73.77,-
38,高雄市,2016/12,橋頭,3.7,0.52,-,25.3,88,40,26.59,4.21,22.38,-,-,-,2.18,1.11,20.8,0.88,6.6,73.9,24.32
39,高雄市,2016/12,美濃,1.9,0.45,-,28.8,62,39,14.2,2.46,11.74,-,-,-,1,0.79,21.66,-,-,76.03,-
40,基隆市,2016/12,基隆,1.8,0.33,-,34.4,26,14,11.41,2.56,8.84,2.005,0.1,1.905,1.61,1.3,19.42,-,-,81.04,-
41,新竹市,2016/12,新竹,2.5,0.42,-,29.5,52,18,19.92,3.64,16.27,2.049,0.164,1.885,2.98,2.33,19.63,-,-,71.48,-
42,嘉義市,2016/12,嘉義,4.6,0.58,-,23.1,79,41,27.32,4.23,23.1,2.1,0.226,1.874,2.02,1.02,20.82,-,-,70.45,-
43,宜蘭縣,2016/12,宜蘭,1.9,0.34,426.23,28.9,36,12,9.8,1.42,8.39,-,-,-,1.24,0.81,19.47,-,-,84.32,-
44,宜蘭縣,2016/12,冬山,1.6,0.32,-,22.5,37,8,14.91,4.19,10.73,-,-,-,1.59,1.23,19.1,1.63,4.63,82.15,129.85
45,桃園市,2016/12,桃園,4.3,0.45,-,30.1,40,17,19.89,3.72,16.17,2.047,0.138,1.909,2,1.57,19.49,-,-,74.99,-
