序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
46,桃園市,2016/12,中壢,3.6,0.9,-,23.6,48,19,43.09,17.54,25.55,2.38,0.379,2.001,1.54,0.52,19.34,-,-,73.43,-
47,桃園市,2016/12,大園,3.9,0.31,-,32.7,51,20,21.89,4.5,17.39,-,-,-,5.59,5.05,19.37,-,-,72.99,-
48,桃園市,2016/12,龍潭,2.6,0.41,-,30,47,20,17.36,3.59,13.77,-,-,-,4.19,3.97,18.11,-,-,76.01,-
49,桃園市,2016/12,平鎮,2.9,0.41,-,31.7,44,16,19.55,3.22,16.33,-,-,-,3.41,2.95,19.49,-,-,75.17,-
50,桃園市,2016/12,觀音,4.6,0.29,-,34.5,53,23,14.82,1.89,12.91,-,-,-,5.57,5.27,19.73,0.88,5.44,75.16,144.99
51,新竹縣,2016/12,竹東,2,0.35,-,28.7,36,22,13.1,2.27,10.83,-,-,-,2.61,1.94,19.26,-,-,72.53,-
52,新竹縣,2016/12,湖口,3.4,0.34,-,36,44,22,14.13,2.88,11.24,-,-,-,4.84,4.65,19.75,-,-,75.9,-
53,苗栗縣,2016/12,苗栗,2.7,0.45,-,26.3,53,22,21.13,4.78,16.35,-,-,-,2.58,1.71,19.35,-,-,75.57,-
54,苗栗縣,2016/12,頭份,2.3,0.37,-,29.4,46,23,18.48,3.08,15.4,2.028,0.119,1.909,2.72,2.12,19.91,-,-,74.57,-
55,苗栗縣,2016/12,三義,1.8,0.31,-,32.5,41,18,11.36,1.72,9.64,-,-,-,3.84,3.14,17.38,0.83,6.53,84.66,21.79
56,彰化縣,2016/12,彰化,2.7,0.51,-,24.1,53,29,21.29,3.29,18.01,2.048,0.197,1.852,2.61,1.12,20.11,-,-,71.32,-
57,彰化縣,2016/12,線西,4.3,0.38,-,30,60,32,18.71,2.93,15.78,2.033,0.094,1.94,4.73,3.97,20.25,-,-,76.3,-
58,彰化縣,2016/12,二林,4.1,0.36,-,29.5,64,21,16.1,2.34,13.76,-,-,-,3.69,2.79,20.91,-,-,77.4,-
59,南投縣,2016/12,南投,2.4,0.56,-,20.8,66,36,26.48,5.71,20.76,2.056,0.212,1.845,1.43,0.84,20.19,1.18,6.07,73.27,15.08
60,南投縣,2016/12,埔里,2,0.49,-,24.3,49,28,18.56,3.25,15.31,-,-,-,1.27,0.96,20,-,-,72.9,-
61,南投縣,2016/12,竹山,3.2,0.45,-,24.4,65,35,19.66,2.31,17.35,-,-,-,1.35,0.9,19.83,-,-,76.71,-
62,雲林縣,2016/12,斗六,3.3,0.45,-,25.3,66,36,22.65,4.07,18.58,-,-,-,1.73,0.96,21.37,-,-,75.15,-
63,雲林縣,2016/12,崙背,3.3,0.37,-,28.9,71,35,16.55,3.38,13.17,-,-,-,3.32,1.11,18.38,0.75,6.78,78.03,26.34
64,雲林縣,2016/12,麥寮,3,0.33,-,32.1,99,32,14.8,2.54,12.26,2.105,0.079,2.026,4.26,2.03,21.14,-,-,77.88,-
65,雲林縣,2016/12,臺西,3.3,0.28,-,37.4,61,32,11.57,1.76,9.81,1.938,0.058,1.88,6.85,6.29,20.25,-,-,77.8,-
66,嘉義縣,2016/12,朴子,3.2,0.36,-,31,83,31,15.25,2.31,12.93,-,-,-,2.33,1.08,21.24,-,-,77.93,-
67,嘉義縣,2016/12,新港,3,0.4,-,28,73,32,15.92,2.78,13.13,-,-,-,2.71,1,19.54,-,-,75.87,-
68,屏東縣,2016/12,屏東,3.3,0.58,-,30.9,78,42,22.83,2.57,20.26,2.255,0.184,2.071,1.37,0.91,22.53,-,-,70.95,-
69,屏東縣,2016/12,潮州,3.5,0.5,-,35.9,89,48,18.57,2.52,16.05,-,-,-,1.33,1.04,22.1,-,-,78.56,-
70,屏東縣,2016/12,恆春,1.3,0.16,401.97,45,26,8,3.23,1.29,1.94,-,-,-,8.74,8.49,22.8,0,0,78.14,0
71,臺東縣,2016/12,臺東,1.4,0.34,-,28.3,33,10,7.6,2.03,5.56,-,-,-,2.49,1.64,22.1,1.77,5.88,68.92,6.91
72,臺東縣,2016/12,關山,1.2,-,-,26.2,25,10,6.09,1.86,4.23,-,-,-,1.79,1.1,19.65,-,-,79.11,-
73,花蓮縣,2016/12,花蓮,1.8,0.34,-,28.4,32,14,10.84,2.03,8.81,-,-,-,2.47,2.05,21.06,1.19,4.86,73.91,44.79
74,澎湖縣,2016/12,馬公,1.6,0.24,-,40.7,43,21,4.22,1.14,3.08,-,-,-,5.86,3.53,19.98,1.5,6.89,78.85,162.48
75,金門縣,2016/12,金門,4.8,0.39,-,35.3,74,33,17.75,3.29,14.46,-,-,-,3.13,2.5,18.14,2.13,5.54,66.45,20.36
76,連江縣,2016/12,馬祖,3,0.33,-,41.6,52,28,8.41,1.14,7.25,-,-,-,4.37,3.38,15.67,1.71,5.05,79.03,37.56
,,,,,,,,,,,,,,,,,,,,,,
