序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
1,臺北市,1993/11,松山,7.7,1.11,11.3,52.0,54,23,30.76,-,-,-,21.91,-,-
2,臺北市,1993/11,古亭,4.8,1.34,10.7,54.0,59,28,29.42,2.08,0.32,1.77,22.49,-,-
3,臺北市,1993/11,中山,7.6,1.41,9.7,53.0,67,33,32.86,2.26,0.39,1.88,22.38,-,-
4,臺北市,1993/11,大同,18.2,5.93,-,150.0,258,210,48.85,4.44,2.74,1.85,23.16,-,-
5,臺北市,1993/11,萬華,6.0,1.25,11.3,41.0,43,16,25.89,-,-,-,22.53,-,-
6,臺北市,1993/11,陽明,1.9,0.31,36.2,-,3,0,2.14,-,-,-,16.18,-,-
7,臺北市,1993/11,士林,5.1,0.8,19.1,44.0,31,12,16.36,-,-,-,22.71,-,-
8,新北市,1993/11,板橋,11.3,1.22,13.6,60.0,52,19,32.73,2.69,0.57,2.11,23.14,-,-
9,新北市,1993/11,菜寮,7.5,1.15,13.0,65.0,46,19,27.75,-,-,-,22.63,-,-
10,新北市,1993/11,新莊,11.3,1.03,13.3,54.0,43,15,27.55,2.61,0.8,1.82,22.16,-,-
11,新北市,1993/11,新店,3.4,0.75,16.0,43.0,26,6,18.06,-,-,-,22.32,-,-
12,新北市,1993/11,淡水,3.0,0.74,25.0,67.0,24,7,11.78,-,-,-,22.16,-,-
13,新北市,1993/11,汐止,7.6,0.97,10.5,52.0,61,30,28.95,-,-,-,21.22,-,-
14,新北市,1993/11,土城,6.1,0.85,16.1,52.0,34,11,22.88,-,-,-,22.37,-,-
15,新北市,1993/11,林口,5.1,0.66,21.3,48.0,23,6,15.95,-,-,-,20.55,-,-
16,新北市,1993/11,萬里,-,0.33,30.8,49.0,-,2,4.63,1.52,-,1.47,21.2,-,-
17,臺中市,1993/11,西屯,7.6,0.94,19.6,84.0,46,18,27.55,2.11,0.37,1.74,22.3,-,-
