序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN"
18,臺中市,1993/11,忠明,7.5,1.44,18.1,104.0,69,30,39.21,-,-,-,19.81,-,-
19,臺中市,1993/11,豐原,8.2,1.26,21.8,90.0,54,14,40.22,-,-,-,21.54,-,-
20,臺中市,1993/11,沙鹿,9.0,0.81,19.7,84.0,43,15,28.22,-,-,-,22.08,-,-
21,臺中市,1993/11,大里,7.8,1.27,17.0,104.0,58,20,39.33,-,-,-,22.87,-,-
22,臺南市,1993/11,新營,6.6,0.68,22.8,106.0,41,10,30.68,-,-,-,22.3,-,-
23,臺南市,1993/11,善化,6.4,0.59,24.7,101.0,29,7,20.65,-,-,-,22.42,-,-
24,臺南市,1993/11,安南,7.3,0.76,20.6,103.0,39,14,25.25,-,-,-,22.65,-,-
25,臺南市,1993/11,臺南,11.1,1.21,20.7,125.0,45,14,30.75,2.65,0.55,2.08,23.45,-,-
26,高雄市,1993/11,左營,15.4,1.15,28.4,110.0,48,14,33.59,2.72,0.46,2.26,22.97,-,-
27,高雄市,1993/11,楠梓,7.6,0.74,22.2,111.0,52,20,32.02,2.9,0.39,2.55,24.43,-,-
28,高雄市,1993/11,前金,17.3,1.32,21.7,135.0,53,16,37.36,-,-,-,23.8,-,-
29,高雄市,1993/11,前鎮,18.7,-,-,124.0,67,23,43.4,2.51,0.66,1.85,23.93,-,-
30,高雄市,1993/11,小港,21.4,1.29,18.8,144.0,76,30,42.01,2.83,0.61,2.22,25.17,-,-
31,高雄市,1993/11,鳳山,23.7,1.34,21.4,147.0,56,19,37.21,-,-,-,23.7,-,-
32,高雄市,1993/11,林園,24.6,0.87,33.8,157.0,34,8,25.86,3.19,0.73,2.48,23.53,-,-
33,高雄市,1993/11,大寮,42.6,0.96,22.4,154.0,44,11,32.93,-,-,-,24.32,-,-
34,高雄市,1993/11,仁武,25.0,0.87,16.8,120.0,55,19,36.66,2.17,0.56,1.62,23.51,-,-
35,高雄市,1993/11,橋頭,12.0,0.86,23.1,129.0,46,15,31.67,2.44,0.31,2.12,23.58,-,-
36,高雄市,1993/11,美濃,3.9,0.63,31.2,108.0,22,2,19.0,-,-,-,23.49,-,-
37,基隆市,1993/11,基隆,5.6,0.96,18.6,46.0,32,11,20.02,2.24,0.34,1.91,21.72,-,-
38,新竹市,1993/11,新竹,8.4,0.89,12.8,68.0,39,15,24.75,2.32,0.2,2.13,22.09,-,-
39,嘉義市,1993/11,嘉義,9.0,1.14,19.9,122.0,55,16,39.36,2.63,0.54,2.09,22.85,-,-
40,宜蘭縣,1993/11,宜蘭,2.1,0.69,15.5,37.0,20,5,13.79,-,-,-,21.48,-,-
41,宜蘭縣,1993/11,冬山,2.0,-,-,42.0,25,11,13.11,2.36,0.17,2.18,21.21,-,-
42,桃園市,1993/11,桃園,13.0,0.92,14.0,54.0,46,12,30.46,2.37,0.32,2.06,21.52,-,-
43,桃園市,1993/11,大園,8.1,0.48,24.9,44.0,18,4,13.49,-,-,-,20.69,-,-
44,桃園市,1993/11,龍潭,8.7,0.74,20.8,55.0,33,10,21.89,-,-,-,20.56,-,-
45,桃園市,1993/11,平鎮,8.5,1.0,15.1,66.0,38,12,26.15,2.31,0.42,1.89,20.79,-,-
46,桃園市,1993/11,觀音,9.4,0.42,29.4,66.0,12,1,10.07,2.48,0.32,2.17,21.49,-,-
47,新竹縣,1993/11,竹東,4.4,0.58,18.9,69.0,31,9,20.78,-,-,-,21.62,-,-
48,新竹縣,1993/11,湖口,7.4,0.64,19.8,60.0,25,9,16.54,-,-,-,21.39,-,-
49,苗栗縣,1993/11,苗栗,7.2,0.81,22.8,70.0,44,18,25.2,-,-,-,21.78,-,-
50,苗栗縣,1993/11,頭份,54.2,-,-,89.0,60,32,28.11,2.93,0.49,2.42,21.82,-,-
51,苗栗縣,1993/11,三義,4.5,0.55,23.2,67.0,26,8,16.63,2.29,0.21,2.08,19.76,-,-
52,彰化縣,1993/11,彰化,12.3,1.24,12.9,132.0,54,21,33.02,2.64,0.51,2.12,22.55,-,-
53,彰化縣,1993/11,線西,7.9,-,-,71.0,31,8,22.39,3.58,0.34,3.12,21.97,-,-
54,彰化縣,1993/11,二林,8.4,0.58,19.5,94.0,23,5,17.88,-,-,-,21.84,-,-
55,南投縣,1993/11,南投,4.4,1.02,22.4,99.0,39,11,28.23,-,-,-,22.74,-,-
56,雲林縣,1993/11,斗六,7.0,1.05,18.0,118.0,39,13,25.5,-,-,-,22.44,-,-
57,雲林縣,1993/11,崙背,6.1,0.64,19.0,94.0,39,10,29.17,-,-,-,22.02,-,-
58,雲林縣,1993/11,臺西,4.4,0.44,27.1,81.0,14,2,12.07,-,-,-,22.21,-,-
59,嘉義縣,1993/11,朴子,4.7,0.51,23.4,96.0,22,4,17.07,-,-,-,17.62,-,-
60,嘉義縣,1993/11,新港,5.3,0.63,22.9,91.0,30,7,22.9,-,-,-,17.53,-,-
61,屏東縣,1993/11,屏東,9.7,1.07,29.5,136.0,37,6,31.23,2.89,0.76,2.13,24.15,-,-
62,屏東縣,1993/11,潮州,8.7,0.73,29.2,136.0,27,5,20.83,-,-,-,23.32,-,-
63,屏東縣,1993/11,恆春,0.1,-,31.2,15.0,0,0,-,-,-,-,23.91,-,-
64,臺東縣,1993/11,臺東,0.8,0.67,15.9,30.0,16,4,10.44,2.07,0.14,1.93,24.19,-,-
65,花蓮縣,1993/11,花蓮,2.0,0.92,11.5,39.0,26,11,14.69,2.01,0.28,1.74,22.54,-,-
,,,,,,,,,,,,,,,,
