序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,1999/05,松山,3.9,0.92,25.0,46.0,-,51,15.76,34.91,-,-,-,19.73,-,-,-
2,臺北市,1999/05,古亭,2.9,0.95,24.7,38.0,12,49,17.08,31.81,2.36,0.36,2.0,24.23,-,-,-
3,臺北市,1999/05,中山,3.6,1.07,24.2,46.0,-,52,16.25,35.58,2.62,0.37,2.25,24.45,-,-,-
4,臺北市,1999/05,大同,5.5,3.54,-,59.0,-,178,121.42,56.53,4.12,1.7,2.42,25.24,-,-,-
5,臺北市,1999/05,萬華,3.3,1.07,28.7,38.0,-,37,6.79,30.61,-,-,-,24.46,-,-,-
6,臺北市,1999/05,陽明,1.8,0.21,52.0,16.0,-,4,0.29,3.87,-,-,-,18.42,-,-,-
7,臺北市,1999/05,士林,2.7,0.66,23.8,32.0,-,28,6.25,21.78,-,-,-,24.23,-,-,-
8,新北市,1999/05,板橋,5.9,0.95,26.6,52.0,-,46,12.43,33.33,2.59,0.47,2.12,25.12,-,-,-
9,新北市,1999/05,三重,4.8,2.53,-,63.0,-,132,81.75,50.28,3.25,1.02,2.18,24.6,-,-,-
10,新北市,1999/05,菜寮,4.2,1.09,24.9,46.0,-,43,12.1,30.74,-,-,-,24.37,-,-,-
11,新北市,1999/05,永和,4.6,1.47,-,47.0,-,65,32.14,32.78,2.83,0.71,2.13,23.69,-,-,-
12,新北市,1999/05,新莊,6.7,0.78,30.0,42.0,-,38,9.28,28.55,2.58,0.47,2.11,24.42,-,-,-
13,新北市,1999/05,新店,1.5,0.59,34.9,34.0,-,22,3.27,19.0,-,-,-,24.49,-,-,-
14,新北市,1999/05,淡水,2.4,0.65,30.8,37.0,-,26,5.67,19.93,-,-,-,24.01,-,-,-
15,新北市,1999/05,汐止,3.2,0.81,25.7,48.0,-,45,14.99,30.43,-,-,-,23.23,-,-,-
16,新北市,1999/05,土城,3.8,0.76,28.7,42.0,-,38,12.07,26.41,-,-,-,24.42,-,-,-
17,新北市,1999/05,林口,3.8,0.5,32.0,31.0,-,24,4.27,20.04,-,-,-,22.14,-,-,-
18,新北市,1999/05,萬里,1.7,0.27,42.3,27.0,-,10,1.19,8.84,2.19,0.04,2.14,23.12,-,-,-
19,臺中市,1999/05,西屯,4.0,0.67,22.1,61.0,-,35,10.53,23.96,2.61,0.34,2.27,25.13,-,-,-
20,臺中市,1999/05,忠明,4.0,1.09,22.0,62.0,24,46,13.69,32.2,-,-,-,25.4,-,-,-
21,臺中市,1999/05,豐原,3.5,0.89,23.5,51.0,-,36,7.08,28.77,-,-,-,23.95,-,-,-
22,臺中市,1999/05,沙鹿,5.1,0.65,26.0,44.0,-,-,-,-,-,-,-,24.87,-,-,-
23,臺中市,1999/05,大里,3.9,0.81,23.5,56.0,-,35,7.96,27.28,-,-,-,24.21,-,-,-
24,臺南市,1999/05,新營,4.8,0.6,27.0,51.0,-,23,3.13,20.4,2.62,0.24,2.38,25.59,-,-,-
25,臺南市,1999/05,善化,3.2,0.49,28.2,-,-,17,2.2,14.52,-,-,-,25.51,-,-,-
26,臺南市,1999/05,安南,5.2,0.61,33.2,54.0,-,23,4.04,18.87,-,-,-,25.39,-,-,-
27,臺南市,1999/05,臺南,7.0,0.88,24.8,61.0,-,32,7.42,24.24,2.59,0.37,2.22,24.92,-,-,-
28,高雄市,1999/05,左營,8.7,0.85,34.7,58.0,-,29,6.08,22.58,2.88,0.27,2.61,25.97,-,-,-
29,高雄市,1999/05,楠梓,5.6,0.6,33.4,63.0,-,29,7.2,21.8,2.64,0.33,2.31,26.08,-,-,-
