序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
30,高雄市,1999/05,前金,8.1,0.83,32.5,56.0,-,28,5.51,22.37,-,-,-,25.91,-,-,-
31,高雄市,1999/05,前鎮,11.5,-,-,57.0,-,41,10.93,29.96,2.88,0.48,2.4,26.31,-,-,-
32,高雄市,1999/05,復興,9.5,1.25,-,68.0,-,43,14.63,28.42,2.77,0.7,2.07,26.19,-,-,-
33,高雄市,1999/05,小港,14.1,0.86,25.6,67.0,-,42,11.14,31.31,2.45,0.38,2.06,26.74,-,-,-
34,高雄市,1999/05,鳳山,-,0.97,-,-,19,33,6.99,26.13,-,-,-,26.55,-,-,-
35,高雄市,1999/05,林園,7.7,0.6,33.3,55.0,27,17,2.65,14.43,2.35,0.25,2.1,26.7,-,-,-
36,高雄市,1999/05,大寮,8.6,0.68,29.8,61.0,-,24,3.71,20.68,2.48,0.24,2.24,26.83,-,-,-
37,高雄市,1999/05,仁武,9.2,0.77,30.9,59.0,-,32,8.11,24.11,2.55,0.29,2.26,26.18,-,-,-
38,高雄市,1999/05,橋頭,5.9,0.65,27.9,53.0,-,28,6.52,21.33,2.56,0.17,2.39,25.26,-,-,-
39,高雄市,1999/05,美濃,2.1,0.51,28.1,61.0,-,12,1.17,10.88,-,-,-,25.96,-,-,-
40,基隆市,1999/05,基隆,4.5,0.74,34.6,50.0,-,31,7.55,23.46,2.59,0.19,2.4,23.55,-,-,-
41,新竹市,1999/05,新竹,5.3,0.82,26.7,36.0,-,34,9.64,24.69,2.68,0.28,2.4,24.51,-,-,-
42,嘉義市,1999/05,嘉義,3.7,0.75,23.2,63.0,-,29,4.84,24.38,2.52,0.42,2.1,25.44,-,-,-
43,宜蘭縣,1999/05,宜蘭,1.4,0.56,33.1,34.0,-,14,1.52,12.93,-,-,-,23.02,-,-,-
44,宜蘭縣,1999/05,冬山,1.3,0.45,22.1,36.0,-,22,5.5,16.48,2.38,0.18,2.2,23.54,-,-,-
45,桃園市,1999/05,桃園,9.3,0.69,29.7,41.0,-,32,5.78,26.41,2.43,0.36,2.06,23.44,-,-,-
46,桃園市,1999/05,中壢,6.6,1.31,-,41.0,-,71,29.18,41.45,2.74,0.66,2.09,23.02,-,-,-
47,桃園市,1999/05,大園,4.1,0.51,29.3,34.0,-,30,7.32,22.48,-,-,-,23.68,-,-,-
48,桃園市,1999/05,龍潭,3.3,0.55,28.5,37.0,-,31,5.42,25.16,-,-,-,22.58,-,-,-
49,桃園市,1999/05,平鎮,5.8,0.78,27.0,36.0,-,36,6.9,29.45,2.3,0.32,1.98,23.59,-,-,-
50,桃園市,1999/05,觀音,6.4,0.45,31.2,37.0,-,22,2.85,18.76,2.52,0.24,2.28,23.4,-,-,-
51,新竹縣,1999/05,竹東,1.9,0.55,29.5,44.0,-,23,3.79,19.21,-,-,-,23.68,-,-,-
52,新竹縣,1999/05,湖口,4.8,0.59,29.5,41.0,-,31,7.64,23.81,-,-,-,23.63,-,-,-
53,苗栗縣,1999/05,苗栗,3.9,0.7,17.9,55.0,-,33,7.91,24.59,-,-,-,24.35,-,-,-
54,苗栗縣,1999/05,頭份,12.5,-,-,44.0,-,33,10.49,22.15,2.49,0.23,2.26,23.66,-,-,-
55,苗栗縣,1999/05,三義,1.9,0.42,30.2,44.0,-,22,3.42,18.3,2.4,0.09,2.32,22.45,-,-,-
56,彰化縣,1999/05,彰化,5.5,0.86,20.2,62.0,-,41,11.03,30.05,2.76,0.38,2.38,24.84,-,-,-
57,彰化縣,1999/05,線西,4.9,-,-,42.0,-,25,4.96,19.87,2.42,0.17,2.25,24.66,-,-,-
58,彰化縣,1999/05,二林,3.0,0.46,23.7,52.0,-,18,3.78,14.64,-,-,-,24.91,-,-,-
59,南投縣,1999/05,南投,2.0,0.62,21.0,53.0,-,28,5.5,22.59,2.42,0.25,2.17,23.47,-,-,-
60,南投縣,1999/05,埔里,1.9,-,27.7,40.0,-,12,3.31,9.13,-,-,-,22.82,-,-,-
61,南投縣,1999/05,竹山,1.8,0.54,26.4,62.0,-,24,4.37,19.83,-,-,-,23.87,-,-,-
62,雲林縣,1999/05,斗六,4.1,0.64,25.6,56.0,-,30,6.0,23.75,-,-,-,25.14,-,-,-
63,雲林縣,1999/05,崙背,2.8,0.46,31.2,61.0,-,18,3.31,14.68,4.78,0.41,4.37,24.56,-,-,-
64,雲林縣,1999/05,臺西,2.2,0.38,39.7,53.0,-,12,1.31,10.26,-,-,-,24.19,-,-,-
65,嘉義縣,1999/05,朴子,3.1,0.51,33.9,63.0,-,17,2.86,14.53,-,-,-,25.22,-,-,-
66,嘉義縣,1999/05,新港,3.0,0.51,27.5,70.0,-,19,3.81,15.23,-,-,-,24.4,-,-,-
67,屏東縣,1999/05,屏東,4.7,0.65,33.7,58.0,-,21,2.76,18.27,2.34,0.24,2.1,26.73,-,-,-
68,屏東縣,1999/05,潮州,2.7,0.51,35.1,62.0,-,16,1.95,13.94,-,-,-,26.19,-,-,-
69,屏東縣,1999/05,恆春,0.2,0.23,41.7,18.0,-,1,0.06,0.94,-,-,-,24.99,-,-,-
70,臺東縣,1999/05,臺東,0.3,0.42,32.5,33.0,-,11,2.3,9.08,2.41,0.13,2.27,24.35,-,-,-
71,花蓮縣,1999/05,花蓮,0.5,0.71,25.2,37.0,-,19,4.08,15.01,2.13,0.23,1.9,23.62,-,-,-
72,連江縣,1999/05,馬祖,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,
