序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
1,臺北市,2002/06,松山,4.6,0.78,17.6,37.0,-,38,15.58,22.49,-,-,-,28.28,-,-,-
2,臺北市,2002/06,古亭,3.2,0.8,16.5,32.0,21,39,18.19,20.38,2.51,0.43,2.08,28.53,-,-,-
3,臺北市,2002/06,中山,4.0,0.89,15.6,43.0,-,43,16.4,26.59,2.44,0.34,2.1,29.1,-,-,-
4,臺北市,2002/06,大同,7.2,2.6,-,58.0,-,111,73.94,36.2,3.52,1.3,2.22,29.9,-,-,-
5,臺北市,2002/06,萬華,3.3,0.77,19.0,44.0,-,28,6.29,21.83,-,-,-,28.69,-,-,-
6,臺北市,2002/06,陽明,1.8,0.26,34.0,16.0,-,6,0.54,5.29,-,-,-,22.62,-,-,-
7,臺北市,2002/06,士林,3.2,0.68,18.8,33.0,-,37,13.41,23.11,-,-,-,28.08,-,-,-
8,新北市,2002/06,板橋,6.2,0.79,19.4,27.0,-,35,-,-,2.29,0.28,2.01,29.21,-,-,-
9,新北市,2002/06,三重,-,2.58,-,54.0,-,131,-,-,2.82,0.78,2.05,-,-,-,-
10,新北市,2002/06,菜寮,4.1,0.91,14.7,47.0,-,41,16.53,24.39,-,-,-,29.72,-,-,-
11,新北市,2002/06,永和,4.6,1.51,12.6,42.0,-,53,28.33,24.51,2.68,0.69,1.99,28.6,-,-,-
12,新北市,2002/06,新莊,8.9,0.62,18.5,42.0,-,34,12.3,21.91,2.41,0.52,1.88,28.66,-,-,-
13,新北市,2002/06,新店,1.7,0.47,20.0,30.0,-,24,7.56,16.8,-,-,-,28.85,-,-,-
14,新北市,2002/06,淡水,3.1,0.65,17.5,32.0,-,28,9.92,18.47,-,-,-,28.48,-,-,-
15,新北市,2002/06,汐止,5.2,0.71,22.6,44.0,-,33,11.13,22.26,-,-,-,27.85,-,-,-
16,新北市,2002/06,土城,4.2,0.73,20.4,32.0,-,35,13.66,21.6,-,-,-,29.62,-,-,-
17,新北市,2002/06,林口,5.0,0.42,18.1,34.0,-,26,8.2,18.21,-,-,-,27.51,-,-,-
18,新北市,2002/06,萬里,1.4,0.42,29.0,23.0,-,12,2.63,9.26,2.18,0.1,2.08,27.12,-,-,-
19,臺中市,2002/06,西屯,2.2,0.47,16.6,40.0,-,29,13.62,15.35,2.05,0.2,1.86,28.36,-,-,-
20,臺中市,2002/06,忠明,2.6,0.66,20.3,34.0,19,28,6.74,20.95,-,-,-,29.17,-,-,-
21,臺中市,2002/06,豐原,3.0,0.62,24.3,40.0,-,21,3.22,17.86,-,-,-,27.38,-,-,-
22,臺中市,2002/06,沙鹿,3.1,0.42,14.9,34.0,-,18,3.6,13.99,-,-,-,28.48,-,-,-
23,臺中市,2002/06,大里,1.9,0.57,20.9,37.0,-,20,4.79,15.96,-,-,-,28.79,-,-,-
24,臺南市,2002/06,新營,2.3,0.42,19.6,21.0,-,11,1.72,9.23,1.97,0.07,1.9,29.1,-,-,-
25,臺南市,2002/06,善化,3.3,0.3,28.7,20.0,-,11,2.19,8.67,-,-,-,28.5,-,-,-
26,臺南市,2002/06,安南,3.0,0.28,17.6,32.0,-,13,2.77,10.83,-,-,-,29.14,-,-,-
27,臺南市,2002/06,臺南,3.4,0.48,19.2,27.0,-,13,2.3,10.46,1.97,0.13,1.84,28.65,-,-,-
28,高雄市,2002/06,左營,3.3,0.62,17.1,25.0,-,16,4.23,11.27,1.95,0.16,1.79,29.58,-,-,-
29,高雄市,2002/06,楠梓,4.3,0.35,14.4,34.0,-,19,5.79,13.53,1.98,0.13,1.85,29.07,-,-,-
30,高雄市,2002/06,前金,3.1,0.52,22.7,23.0,-,15,3.62,11.09,-,-,-,28.49,-,-,-
31,高雄市,2002/06,前鎮,7.7,-,-,30.0,-,18,5.94,12.33,1.98,0.26,1.73,29.18,-,-,-
32,高雄市,2002/06,復興,5.5,0.62,-,30.0,-,22,7.47,14.39,2.34,0.31,2.03,29.16,-,-,-
33,高雄市,2002/06,小港,6.0,0.37,14.9,30.0,-,20,5.61,14.2,1.97,0.15,1.81,28.78,-,-,-
34,高雄市,2002/06,鳳山,3.7,0.63,15.5,32.0,19,22,6.76,14.79,-,-,-,29.94,-,-,-
35,高雄市,2002/06,林園,0.8,0.4,20.9,30.0,22,7,2.24,5.14,-,-,-,29.18,-,-,-
36,高雄市,2002/06,大寮,1.9,0.91,15.1,23.0,-,14,3.16,10.51,2.14,0.13,2.0,28.36,-,-,-
37,高雄市,2002/06,仁武,3.7,0.4,19.1,25.0,-,17,4.62,12.64,2.13,0.11,2.02,28.76,-,-,-
