序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","紫外線指數 UVB (UVI)"
38,高雄市,2002/06,橋頭,2.7,0.95,14.3,19.0,-,16,5.35,10.85,1.98,0.06,1.91,29.08,-,-,-
39,高雄市,2002/06,美濃,1.4,0.36,28.5,33.0,-,9,1.05,7.89,-,-,-,29.54,-,-,-
40,基隆市,2002/06,基隆,4.3,0.61,21.7,35.0,-,27,7.67,18.97,2.14,0.2,1.94,27.71,-,-,-
41,新竹市,2002/06,新竹,2.7,0.57,13.3,24.0,-,24,7.92,16.03,2.24,0.14,2.1,28.99,-,-,-
42,嘉義市,2002/06,嘉義,1.4,0.42,18.7,42.0,-,13,2.18,11.06,2.14,0.1,2.04,28.85,-,-,-
43,宜蘭縣,2002/06,宜蘭,0.9,0.5,24.5,28.0,-,12,1.91,10.46,-,-,-,27.65,-,-,-
44,宜蘭縣,2002/06,冬山,1.6,0.56,11.9,39.0,-,18,6.6,11.84,2.15,0.13,2.02,28.18,-,-,-
45,桃園市,2002/06,桃園,9.6,0.6,16.3,33.0,-,29,9.25,19.56,2.14,0.22,1.92,29.11,-,-,-
46,桃園市,2002/06,中壢,4.4,1.25,-,40.0,-,51,27.55,23.58,2.49,0.54,1.95,27.84,-,-,-
47,桃園市,2002/06,大園,3.8,0.39,14.4,30.0,-,22,8.89,13.68,-,-,-,28.23,-,-,-
48,桃園市,2002/06,龍潭,1.8,0.44,19.2,36.0,-,22,5.94,16.41,-,-,-,27.22,-,-,-
49,桃園市,2002/06,平鎮,3.2,0.53,16.9,39.0,-,29,8.76,19.85,2.2,0.25,1.95,28.46,-,-,-
50,桃園市,2002/06,觀音,4.3,0.3,18.1,30.0,-,16,4.81,11.13,2.38,0.22,2.16,27.53,-,-,-
51,新竹縣,2002/06,竹東,1.1,0.45,18.5,27.0,-,16,2.95,12.97,-,-,-,27.22,-,-,-
52,新竹縣,2002/06,湖口,3.2,0.48,14.4,38.0,-,22,8.09,14.2,-,-,-,28.26,-,-,-
53,苗栗縣,2002/06,苗栗,3.0,0.44,22.7,32.0,-,21,5.11,15.76,-,-,-,27.55,-,-,-
54,苗栗縣,2002/06,頭份,8.3,-,-,49.0,-,33,15.3,17.88,2.15,0.18,1.97,27.94,-,-,-
55,苗栗縣,2002/06,三義,1.4,0.31,24.6,26.0,-,15,3.06,11.85,2.14,0.11,2.03,25.43,-,-,-
56,彰化縣,2002/06,彰化,3.1,0.58,22.8,34.0,-,21,5.04,16.26,1.98,0.19,1.79,28.8,-,-,-
57,彰化縣,2002/06,線西,2.0,-,-,40.0,-,14,3.4,10.9,2.05,0.09,1.95,27.91,-,-,-
58,彰化縣,2002/06,二林,1.8,0.28,16.5,49.0,-,12,4.17,8.71,-,-,-,27.7,-,-,-
59,南投縣,2002/06,南投,0.8,0.41,20.6,39.0,-,16,3.87,12.54,1.88,0.08,1.8,28.01,-,-,-
60,南投縣,2002/06,埔里,1.2,0.62,26.2,46.0,-,12,2.36,8.78,2.2,0.12,2.08,25.72,-,-,-
61,南投縣,2002/06,竹山,-,0.36,15.7,36.0,-,15,3.32,11.69,-,-,-,27.67,-,-,-
62,雲林縣,2002/06,斗六,2.1,0.49,20.1,34.0,-,16,3.88,12.19,-,-,-,29.05,-,-,-
63,雲林縣,2002/06,崙背,1.2,0.25,18.5,31.0,-,11,2.99,8.48,2.59,0.08,2.51,27.56,-,-,-
64,雲林縣,2002/06,臺西,1.6,0.24,21.4,31.0,-,8,1.89,6.36,-,-,-,28.24,-,-,-
65,嘉義縣,2002/06,朴子,2.0,0.33,20.0,29.0,-,12,2.92,9.29,-,-,-,28.09,-,-,-
66,嘉義縣,2002/06,新港,1.5,0.34,17.4,30.0,-,14,3.58,10.56,-,-,-,28.71,-,-,-
67,屏東縣,2002/06,屏東,2.6,0.48,21.3,30.0,-,16,3.29,12.34,1.99,0.11,1.88,28.71,-,-,-
68,屏東縣,2002/06,潮州,1.6,0.28,16.9,24.0,-,13,2.96,9.62,-,-,-,28.35,-,-,-
69,屏東縣,2002/06,恆春,0.2,0.22,21.4,19.0,-,1,0.11,0.88,-,-,-,28.09,-,-,-
70,臺東縣,2002/06,臺東,0.2,0.45,23.0,24.0,-,9,1.88,6.76,1.93,0.07,1.86,28.92,-,-,-
71,花蓮縣,2002/06,花蓮,0.3,0.46,-,20.0,-,16,4.81,10.81,2.08,0.21,1.88,28.88,-,-,-
72,金門縣,2002/06,金門,1.8,0.12,23.6,29.0,-,4,0.55,3.93,2.0,0.06,1.92,27.73,-,-,-
73,連江縣,2002/06,馬祖,0.7,0.2,33.5,18.0,-,4,0.78,2.99,-,-,-,25.45,-,-,-
,,,,,,,,,,,,,,,,,,
