序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
12,新北市,2005/05,新莊,8.4,0.79,-,25.7,40,26,36.32,10.26,26.06,-,-,-,26.99,-,-,80.09,-
13,新北市,2005/05,新店,3.7,0.6,-,26.4,34,-,26.63,7.23,19.4,-,-,-,24.83,-,-,76.36,-
14,新北市,2005/05,淡水,2.7,0.55,-,26.3,40,-,22.28,5.58,16.7,-,-,-,-,-,-,-,-
15,新北市,2005/05,汐止,5.8,0.67,-,22.8,39,-,36.5,12.36,24.14,-,-,-,25.66,-,-,79.88,-
16,新北市,2005/05,土城,5.1,0.75,-,25.5,40,-,36.78,11.59,25.18,-,-,-,26.96,-,-,72.59,-
17,新北市,2005/05,林口,5.7,0.39,-,26.4,37,-,26.56,6.09,20.46,-,-,-,23.93,-,-,80.48,-
18,新北市,2005/05,萬里,2.8,0.3,-,33.8,29,19,12.32,2.06,10.25,1.79,0.09,1.699,24.57,-,-,81.21,-
19,臺中市,2005/05,西屯,4.1,0.48,-,26.5,53,-,22.62,6.61,16.01,2.221,0.211,2.01,27.43,-,-,74.56,-
20,臺中市,2005/05,忠明,3.4,0.66,-,23.2,47,29,27.23,8.37,18.86,-,-,-,27.1,-,-,73.52,-
21,臺中市,2005/05,豐原,4.1,0.59,-,29.2,42,-,20.38,4.66,15.73,2.149,0.312,1.836,26.08,-,-,75.96,-
22,臺中市,2005/05,沙鹿,4.9,0.44,-,31.3,38,27,18.39,3.34,15.05,-,-,-,26.96,-,-,77.83,-
23,臺中市,2005/05,大里,3.7,0.57,392.62,25.0,51,32,23.97,5.74,18.22,-,-,-,28.98,-,-,75.01,-
24,臺南市,2005/05,新營,3.1,0.36,-,25.7,46,21,14.66,4.52,10.13,2.276,0.326,1.95,27.31,-,-,74.61,-
25,臺南市,2005/05,善化,5.8,0.29,410.62,25.1,43,-,15.92,5.57,10.35,-,-,-,27.35,-,-,78.57,-
26,臺南市,2005/05,安南,6.0,0.43,-,26.4,42,25,16.95,5.8,11.14,-,-,-,28.28,-,-,70.96,-
27,臺南市,2005/05,臺南,9.1,0.43,-,27.3,38,20,19.82,6.15,13.67,2.026,0.161,1.865,27.93,-,-,69.91,-
28,高雄市,2005/05,左營,8.9,0.44,-,29.2,39,-,19.96,5.9,14.05,-,-,-,28.77,-,-,75.91,-
29,高雄市,2005/05,楠梓,6.4,0.42,-,23.1,44,28,23.72,8.13,15.59,1.938,0.187,1.751,28.55,-,-,70.69,-
30,高雄市,2005/05,前金,6.9,0.46,-,29.0,39,27,19.2,5.08,14.12,-,-,-,28.6,-,-,75.11,-
31,高雄市,2005/05,前鎮,11.7,0.44,-,21.9,46,25,25.99,8.32,17.67,-,-,-,28.38,-,-,70.68,-
32,高雄市,2005/05,復興,8.6,0.69,-,21.2,39,21,31.44,7.86,23.58,-,-,-,28.51,-,-,72.23,-
33,高雄市,2005/05,小港,10.6,0.38,-,21.2,38,21,26.94,9.16,17.77,1.665,0.166,1.499,28.95,-,-,72.13,-
34,高雄市,2005/05,鳳山,9.4,0.61,-,24.6,49,28,25.6,7.96,17.63,-,-,-,28.34,-,-,72.21,-
35,高雄市,2005/05,林園,7.3,0.31,-,30.4,45,25,13.12,4.13,8.98,2.405,0.467,1.938,27.92,-,-,74.63,-
36,高雄市,2005/05,大寮,10.4,0.32,-,25.8,50,21,20.22,7.54,12.68,-,-,-,28.77,-,-,73.11,-
37,高雄市,2005/05,仁武,9.8,0.38,-,24.1,49,21,26.3,7.68,18.63,2.101,0.201,1.9,28.98,-,-,75.02,-
38,高雄市,2005/05,橋頭,5.6,0.34,-,30.0,44,18,19.04,6.37,12.67,-,-,-,28.53,-,-,72.67,-
39,高雄市,2005/05,美濃,3.2,0.26,-,27.8,34,-,10.62,3.61,7.0,-,-,-,27.75,-,-,73.83,-
40,基隆市,2005/05,基隆,5.6,0.6,-,25.8,32,21,29.71,8.07,21.63,2.31,0.209,2.101,25.53,-,-,80.48,-
41,新竹市,2005/05,新竹,3.6,0.57,-,23.6,36,-,24.15,5.39,18.76,2.273,0.214,2.059,26.85,-,-,75.43,-
42,嘉義市,2005/05,嘉義,2.7,0.42,-,23.3,50,29,14.99,3.52,11.46,-,-,-,26.12,-,-,73.28,-
43,宜蘭縣,2005/05,宜蘭,2.1,0.46,396.22,28.5,25,14,11.62,1.97,9.64,-,-,-,25.96,-,-,79.0,-
44,宜蘭縣,2005/05,冬山,2.8,0.54,-,23.5,31,-,17.95,5.3,12.65,-,-,-,25.27,-,-,84.19,-
45,桃園市,2005/05,桃園,9.1,0.72,-,23.5,50,32,34.13,8.74,25.39,-,-,-,25.65,-,-,76.61,-
46,桃園市,2005/05,中壢,6.9,1.31,-,16.8,48,33,58.38,28.09,30.29,-,-,-,25.94,-,-,70.25,-
47,桃園市,2005/05,大園,4.2,0.42,-,25.9,42,-,23.03,6.78,16.25,-,-,-,26.82,-,-,77.21,-
48,桃園市,2005/05,龍潭,3.4,0.52,-,26.2,41,24,24.11,6.13,17.98,-,-,-,25.41,-,-,77.41,-
49,桃園市,2005/05,平鎮,6.3,0.52,-,24.8,44,-,28.33,6.05,22.27,-,-,-,24.97,-,-,77.34,-
50,桃園市,2005/05,觀音,6.7,0.34,-,30.0,41,-,16.63,3.23,13.4,2.212,0.268,1.943,26.14,-,-,80.46,-
51,新竹縣,2005/05,竹東,1.9,0.5,-,28.1,36,-,15.59,3.27,12.32,-,-,-,26.35,-,-,76.13,-
52,新竹縣,2005/05,湖口,3.5,0.37,-,29.5,37,-,18.53,4.89,13.64,-,-,-,24.83,-,-,80.85,-
53,苗栗縣,2005/05,苗栗,5.8,0.47,-,28.5,39,-,17.84,3.57,14.27,-,-,-,27.02,-,-,75.09,-
54,苗栗縣,2005/05,頭份,4.3,0.39,-,26.7,36,-,20.47,5.96,14.51,-,-,-,25.17,-,-,78.7,-
55,苗栗縣,2005/05,三義,3.7,0.3,-,33.6,39,-,13.46,4.62,8.84,1.944,0.268,1.676,24.22,-,-,82.26,-
56,彰化縣,2005/05,彰化,3.3,0.47,-,20.7,47,-,23.44,6.43,17.01,-,-,-,29.37,-,-,73.38,-
57,彰化縣,2005/05,線西,3.0,0.26,-,26.5,44,-,16.62,4.01,12.61,-,-,-,27.64,-,-,76.67,-
58,彰化縣,2005/05,二林,2.7,0.3,-,27.7,42,26,10.07,3.04,7.02,-,-,-,27.17,-,-,75.94,-
59,南投縣,2005/05,南投,2.9,0.45,-,27.4,41,22,20.53,4.54,15.99,2.022,0.125,1.897,27.79,-,-,74.2,-
60,南投縣,2005/05,埔里,-,0.44,-,28.7,39,27,-,-,-,-,-,-,24.59,-,-,74.4,-
61,南投縣,2005/05,竹山,2.0,0.23,-,31.7,49,25,-,-,-,-,-,-,27.41,-,-,75.76,-
62,雲林縣,2005/05,斗六,3.0,0.41,-,25.7,45,27,13.0,2.57,10.42,-,-,-,28.08,-,-,73.16,-
63,雲林縣,2005/05,崙背,2.7,0.29,-,25.2,42,24,9.74,2.53,7.2,-,-,-,24.54,-,-,78.55,-
64,雲林縣,2005/05,臺西,2.8,0.27,-,31.3,32,14,9.13,3.29,5.84,-,-,-,26.83,-,-,78.69,-
65,嘉義縣,2005/05,朴子,3.4,0.37,-,29.2,47,23,10.84,2.73,8.11,-,-,-,27.85,-,-,74.34,-
66,嘉義縣,2005/05,新港,2.4,0.33,-,24.9,51,25,12.49,3.42,9.07,-,-,-,27.38,-,-,77.4,-
67,屏東縣,2005/05,屏東,4.9,0.5,-,30.8,46,30,18.93,6.01,12.92,-,-,-,28.69,-,-,77.86,-
68,屏東縣,2005/05,潮州,6.5,0.3,-,24.7,48,24,13.27,5.11,8.16,-,-,-,28.41,-,-,75.5,-
69,屏東縣,2005/05,恆春,1.5,0.08,391.53,31.9,21,-,3.37,1.12,2.23,-,-,-,27.48,-,-,77.09,-
70,臺東縣,2005/05,臺東,2.1,0.4,-,31.2,33,11,10.81,2.75,8.06,2.056,0.169,1.888,27.88,-,-,75.77,-
71,花蓮縣,2005/05,花蓮,2.5,0.56,-,18.6,31,15,19.02,4.99,14.03,2.021,0.176,1.845,28.26,-,-,75.24,-
72,澎湖縣,2005/05,馬公,3.2,0.27,-,37.8,42,14,7.06,1.96,5.09,1.743,0.237,1.506,26.56,-,-,81.69,-
73,金門縣,2005/05,金門,5.3,0.41,-,45.6,49,27,13.41,4.41,9.01,2.067,0.164,1.903,23.49,-,-,-,-
74,連江縣,2005/05,馬祖,2.3,0.31,-,52.1,48,23,6.27,1.9,4.37,-,-,-,22.22,-,-,83.01,-
,,,,,,,,,,,,,,,,,,,,
