序號,縣市,監測月份,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","總碳氫化合物 THC (ppmC)","非甲烷碳氫化合物 NMHC (ppm)","甲烷 CH4 (ppm)","大氣溫度 AMB_TEMP (℃)","降雨量 RAINFALL (mm)","酸雨pH值 pH_RAIN","相對濕度 RH (percent)","紫外線指數 UVB (UVI)"
1,臺北市,2005/05,松山,4.8,0.85,408.15,26.1,48,29,42.62,14.38,28.24,-,-,-,26.48,-,-,75.17,-
2,臺北市,2005/05,古亭,4.9,0.88,-,24.8,46,25,46.83,14.5,32.33,2.386,0.372,2.013,25.71,-,-,77.85,-
3,臺北市,2005/05,中山,6.3,1.12,-,17.2,39,27,56.63,23.43,33.21,-,-,-,26.32,-,-,72.97,-
4,臺北市,2005/05,大同,6.4,1.26,-,15.0,52,32,78.85,40.31,38.54,-,-,-,26.48,-,-,-,-
5,臺北市,2005/05,萬華,4.4,0.91,-,24.0,41,-,36.75,10.55,26.2,-,-,-,27.59,-,-,75.33,-
6,臺北市,2005/05,陽明,2.1,0.25,380.57,46.7,21,-,4.79,1.08,3.68,-,-,-,20.03,-,-,-,-
7,臺北市,2005/05,士林,4.1,0.58,-,25.4,43,24,29.88,8.46,21.41,-,-,-,26.39,-,-,75.89,-
8,新北市,2005/05,板橋,6.5,0.92,-,23.6,43,21,37.76,10.59,27.17,2.533,0.445,2.088,26.26,-,-,74.87,-
9,新北市,2005/05,三重,8.0,2.18,-,12.4,63,37,138.35,93.16,45.19,-,-,-,26.43,-,-,-,-
10,新北市,2005/05,菜寮,5.8,1.09,-,21.6,45,-,46.68,16.77,29.92,-,-,-,27.02,-,-,73.82,-
11,新北市,2005/05,永和,5.8,1.49,-,17.5,45,24,61.26,30.32,30.94,-,-,-,27.02,-,-,74.96,-
