序號,縣市,監測月份,測站,二氧化硫 SO2 (ppb),一氧化碳 CO (ppm),二氧化碳 CO2 (ppm),臭氧 O3 (ppb),"懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )",氮氧化物 NOx (ppb),一氧化氮 NO (ppb),二氧化氮 NO2 (ppb),總碳氫化合物 THC (ppm),非甲烷碳氫化合物 NMHC (ppm),甲烷 CH4 (ppm),風速 WIND_SPEED (m/sec),小時風速值 WS_HR (m/sec),溫度 AMB_TEMP (℃),降雨強度 RAIN_INT (㎜),酸雨 PH_RAIN (pH),相對濕度 RH (percent),導電度 RAIN_COND (μmho/cm)
15,新北市,2016/07,汐止,3.9,0.37,-,21.2,27,12,21.67,6.32,15.35,-,-,-,1.58,1.16,29.82,-,-,73.83,-
16,新北市,2016/07,土城,2.8,0.38,-,25.4,29,12,20.53,5.86,14.67,1.936,0.187,1.749,1.51,0.89,30.18,-,-,73.17,-
17,新北市,2016/07,林口,3.1,0.25,-,23.6,36,18,18.12,4.21,13.91,-,-,-,2.76,2.41,28.77,-,-,76.66,-
18,新北市,2016/07,萬里,3.1,0.17,-,28.3,28,10,8.44,1.96,6.48,-,-,-,2.63,2.29,28.44,4.22,4.57,76.3,42.18
19,臺中市,2016/07,西屯,2.7,0.21,-,24.4,32,15,14.23,3.25,10.98,1.809,0.141,1.668,2.46,2.08,30.17,4.05,5.47,68.7,10.72
20,臺中市,2016/07,忠明,2.2,0.26,-,22.4,24,14,13.69,2.48,11.21,1.802,0.095,1.708,2.05,1.58,30.86,-,-,68.55,-
21,臺中市,2016/07,豐原,2.9,0.39,-,28.8,27,18,8.86,1.87,7,1.798,0.106,1.692,2.73,2.4,28.77,-,-,69.93,-
22,臺中市,2016/07,沙鹿,2.7,0.22,-,23.3,29,12,12.15,2.3,9.85,-,-,-,3.1,2.6,30.38,-,-,72.79,-
23,臺中市,2016/07,大里,2.2,0.3,424.55,26,32,15,12.57,2.7,9.87,1.867,0.126,1.741,1.92,1.55,29.51,-,-,68.74,-
24,臺南市,2016/07,新營,2.2,0.19,-,22.9,28,12,7.67,1.65,6.02,1.997,0.051,1.947,1.93,1.4,29.78,4.44,5.85,72.29,26.31
25,臺南市,2016/07,善化,2.3,0.15,410.96,23.2,25,12,7.68,2.2,5.49,-,-,-,2.77,2.43,29,-,-,76.79,-
26,臺南市,2016/07,安南,2.5,0.2,-,24,30,12,10.14,2.54,7.6,1.825,0.152,1.674,3.04,2.65,30.18,-,-,73.7,-
27,臺南市,2016/07,臺南,2.6,0.22,-,22.6,25,12,9.12,1.44,7.67,1.902,0.116,1.787,2.3,1.91,29.62,-,-,70.5,-
28,高雄市,2016/07,左營,3.5,0.24,-,21.1,34,12,12.29,2.23,10.06,1.931,0.102,1.829,2.29,1.87,30.26,-,-,73.46,-
29,高雄市,2016/07,楠梓,3.3,0.25,-,20.7,44,15,15.25,3.68,11.56,1.858,0.133,1.725,2.07,1.7,30.3,-,-,71.61,-
30,高雄市,2016/07,前金,4.3,0.23,-,22.3,34,13,12.52,2.39,10.13,1.864,0.093,1.771,2.33,1.92,30.52,-,-,73.26,-
31,高雄市,2016/07,前鎮,5.2,0.27,-,17.9,28,12,16.05,3.93,12.11,1.81,0.098,1.712,1.8,1.36,30.26,-,-,72.92,-
32,高雄市,2016/07,復興,5.4,0.36,-,17.7,28,9,17.02,3.86,13.16,1.991,0.158,1.834,1.16,0.81,30.45,-,-,74.8,-
33,高雄市,2016/07,小港,7.8,0.23,-,18.9,34,7,18.32,5.3,13.02,1.948,0.139,1.808,2.35,1.96,30.31,2.93,5.58,76.29,56.46
34,高雄市,2016/07,鳳山,3.8,0.36,-,20,44,11,14.56,3.03,11.54,2.007,0.157,1.85,1.79,1.45,30.52,4.83,5.35,72.51,23.01
35,高雄市,2016/07,林園,2.8,0.11,-,22.2,27,13,7.55,1.62,5.93,1.911,0.026,1.891,2.66,2.42,29.39,-,-,76.42,-
36,高雄市,2016/07,大寮,7.1,0.23,-,19.3,28,14,14.3,4.36,9.94,2.166,0.191,1.975,1.46,1.14,29.89,-,-,76.6,-
37,高雄市,2016/07,仁武,3.9,0.23,-,21.6,50,12,12.71,2.52,10.18,1.883,0.099,1.783,2.21,1.92,29.96,-,-,73.91,-
38,高雄市,2016/07,橋頭,2.9,0.22,-,21.3,30,8,11.53,2.75,8.79,-,-,-,2.56,2.29,30.34,5.56,5.49,69.51,24.1
39,高雄市,2016/07,美濃,1.7,0.17,-,25.7,22,9,5.17,1.83,3.34,-,-,-,1.5,1.19,29.22,-,-,73.65,-
40,基隆市,2016/07,基隆,2.8,0.26,-,24.5,21,13,13.89,2.96,10.94,1.987,0.137,1.851,1.62,1.24,29.62,-,-,78.85,-
41,新竹市,2016/07,新竹,2.3,0.29,-,21.9,28,10,13.54,2.66,10.88,1.898,0.109,1.79,2.35,1.95,30.53,-,-,65.24,-
42,嘉義市,2016/07,嘉義,2.5,0.22,-,24.3,31,12,7.01,1.2,5.81,1.74,0.059,1.682,1.95,1.57,30.47,-,-,75.85,-
43,宜蘭縣,2016/07,宜蘭,1.9,0.2,420.48,23.6,32,11,5.85,1.17,4.68,-,-,-,1.68,1.19,30.23,-,-,78.56,-
44,宜蘭縣,2016/07,冬山,2.7,0.23,-,19.7,29,7,12.43,3.83,8.6,-,-,-,1.97,1.63,29.65,3.88,5.28,73.5,20.07
45,桃園市,2016/07,桃園,6.3,0.37,-,23.9,34,16,19.06,3.9,15.15,2.014,0.17,1.843,1.61,1.22,30.46,-,-,69.22,-
46,桃園市,2016/07,中壢,3.4,1,-,16.8,46,16,44.17,22.74,21.42,2.238,0.363,1.875,1.54,0.96,30.29,-,-,69.2,-
47,桃園市,2016/07,大園,3.7,0.23,-,23.8,35,16,14.31,2.86,11.45,-,-,-,3.6,3.3,30.46,-,-,68.36,-
48,桃園市,2016/07,龍潭,2.4,0.25,-,26.2,39,15,10.72,2.21,8.51,-,-,-,2.66,2.39,28.78,-,-,69.05,-
49,桃園市,2016/07,平鎮,3.1,0.24,-,24.1,35,15,15,2.89,12.11,-,-,-,2.66,2.27,30.44,-,-,70.44,-
50,桃園市,2016/07,觀音,3.2,0.16,-,21.7,39,15,10.96,2.02,8.93,-,-,-,3.63,3.39,30.23,3.71,5.65,74.97,18.42
51,新竹縣,2016/07,竹東,2,0.19,-,24.4,27,15,7.39,1.49,5.89,-,-,-,2.17,1.79,29.59,-,-,73.85,-
52,新竹縣,2016/07,湖口,3,0.17,-,23.9,32,15,11.99,3,8.99,-,-,-,3.69,3.5,30.62,-,-,77.9,-
53,苗栗縣,2016/07,苗栗,2.3,0.23,-,23.7,35,17,11.66,2.45,9.21,-,-,-,2.53,2.1,30.42,-,-,68.55,-
54,苗栗縣,2016/07,頭份,2.7,0.21,-,24.2,30,11,11.13,2.37,8.76,1.789,0.057,1.733,2.92,2.53,30.91,-,-,71.1,-
55,苗栗縣,2016/07,三義,2.3,0.14,-,28.6,26,9,7.09,1.41,5.67,-,-,-,2.93,2.59,28.42,3.19,5.06,69.44,12.78
56,彰化縣,2016/07,彰化,3.3,0.22,-,23.7,33,16,8.36,1.32,7.02,1.85,0.103,1.747,2.25,1.79,31.24,-,-,70.62,-
57,彰化縣,2016/07,線西,2.8,0.18,-,24.4,32,16,8.22,1.71,6.51,1.917,0.054,1.866,3.24,2.92,29.94,-,-,77.57,-
58,彰化縣,2016/07,二林,3.2,0.14,-,22.6,30,15,7.86,1.98,5.88,-,-,-,2.85,2.55,29.52,-,-,74.5,-
59,南投縣,2016/07,南投,2.1,0.24,-,22.9,32,16,9.32,2.71,6.6,1.728,0.07,1.657,1.92,1.56,29.58,3.94,6.31,69.87,18.8
60,南投縣,2016/07,埔里,1.7,0.21,-,25.6,25,14,8.29,1.67,6.62,-,-,-,1.73,1.22,27.35,-,-,77.62,-
61,南投縣,2016/07,竹山,2.4,0.17,-,25.4,31,13,6.78,0.95,5.79,-,-,-,1.54,1.06,28.43,-,-,76.17,-
62,雲林縣,2016/07,斗六,2.9,0.23,-,24.7,31,14,9.37,1.9,7.47,-,-,-,1.75,1.34,29.7,-,-,71.98,-
63,雲林縣,2016/07,崙背,2.1,0.14,-,23.4,32,19,7.81,1.78,6.02,-,-,-,2.85,2.5,29.52,2.47,6.17,82.08,49.81
64,雲林縣,2016/07,麥寮,2.1,0.17,-,22.4,44,13,8.65,2.53,6.12,1.864,0.064,1.8,2.92,2.45,29.28,-,-,81.62,-
65,雲林縣,2016/07,臺西,2.5,0.11,-,23,30,14,7.39,1.87,5.52,1.897,0.029,1.871,3.76,3.44,29.3,-,-,82.55,-
66,嘉義縣,2016/07,朴子,2.5,0.19,-,23.9,38,14,8.7,2.06,6.64,-,-,-,2.42,2.07,30.54,-,-,76.42,-
67,嘉義縣,2016/07,新港,2.1,0.19,-,21.5,32,13,9.09,2.49,6.6,-,-,-,2.38,2.04,29.54,-,-,71.18,-
68,屏東縣,2016/07,屏東,2.2,0.31,-,22.8,31,15,10.08,1.94,8.14,1.949,0.09,1.859,2.09,1.52,29.78,-,-,71.78,-
69,屏東縣,2016/07,潮州,2.3,0.16,-,25.7,40,15,5.69,1.17,4.5,-,-,-,1.86,1.53,28.87,-,-,77.58,-
70,屏東縣,2016/07,恆春,1.3,0.05,400.34,24.3,24,3,3.52,1.88,1.63,-,-,-,4.38,4.1,28.87,2.17,5.2,85.6,18.31
71,臺東縣,2016/07,臺東,1.3,0.23,-,17.8,31,9,6.77,2.69,4.08,-,-,-,1.73,1.15,30.13,4.37,5.79,69.93,43.11
72,臺東縣,2016/07,關山,1.1,-,-,17.1,20,7,5.05,1.8,3.24,-,-,-,1.52,1.13,29.17,-,-,73.4,-
73,花蓮縣,2016/07,花蓮,1.6,0.16,-,20.3,25,11,5.64,1.71,3.93,-,-,-,2.35,2,29.69,4.47,5.54,75.61,18.83
74,澎湖縣,2016/07,馬公,1.7,0.13,-,22.6,17,9,6.75,2.03,4.71,-,-,-,2.14,1.75,29.39,3.58,5.21,79.82,73.5
75,金門縣,2016/07,金門,3.9,0.09,-,28.2,35,9,9.56,1.96,7.6,-,-,-,3.25,2.95,29.79,3.45,5.53,74.12,30.91
76,連江縣,2016/07,馬祖,2.9,0.09,-,28.3,32,13,5.54,1.11,4.38,-,-,-,4.01,3.7,28.35,2.66,5.57,87.53,31.29
,,,,,,,,,,,,,,,,,,,,,,
